chrom     begin  end    count_rpt length_rpt count_SINE length_SINE count_DNA	length_DNA     count_TcM      length_TcM     count_LINE     length_DNA     count_LTR      length_LTR     count_nonLTR   length_nonLTR
LR999929.1	1	100000	163 21107 29 5134 13	2331	0		13	2331	22	2851	20	2734
LR999929.1	100001	200000	155 21018 24 4878 19	3043	4	482	9	3043	17	5556	17	5556
LR999929.1	200001	300000	166 16658 30 5222 9	905	0		10	905	18	2443	16	2273
LR999929.1	300001	400000	127 19562 26 5014 6	1402	0		5	1402	21	5384	10	1021
LR999929.1	400001	500000	193 22468 29 5150 12	2367	1	881	11	2367	33	5778	31	5577
LR999929.1	500001	600000	150 25685 19 3227 8	735	0		5	735	23	13817	21	9958
LR999929.1	600001	700000	139 15261 20 3566 8	776	1	125	5	776	17	2276	16	2205
LR999929.1	700001	800000	106 8631 5 707 3	480	1	125	3	480	13	1578	12	1490
LR999929.1	800001	900000	137 26086 14 2395 10	2321	0		11	2321	11	4241	11	4241
LR999929.1	900001	1000000	137 15543 17 3451 9	1909	1	97	4	1909	19	1923	17	1801
LR999929.1	1000001	1100000	199 28972 43 8809 13	1983	1	427	7	1983	25	7563	21	7059
LR999929.1	1100001	1200000	187 34757 32 6086 17	2362	0		18	2362	33	12130	25	5856
LR999929.1	1200001	1300000	191 25448 43 7604 12	2514	2	419	8	2514	19	5555	19	5555
LR999929.1	1300001	1400000	210 31639 43 7580 10	1029	1	61	16	1029	26	3998	17	2484
LR999929.1	1400001	1500000	210 33189 32 7082 22	2073	1	56	10	2073	35	11209	30	10695
LR999929.1	1500001	1600000	210 32575 38 6439 7	584	1	81	17	584	30	8324	29	8237
LR999929.1	1600001	1700000	215 30794 46 9161 12	3126	1	1580	7	3126	31	8095	30	8018
LR999929.1	1700001	1800000	176 18395 39 6853 13	1111	0		7	1111	21	2215	20	2100
LR999929.1	1800001	1900000	197 27095 37 7286 27	4918	1	56	12	4918	18	2586	17	2488
LR999929.1	1900001	2000000	221 28472 28 5434 20	3107	2	137	11	3107	22	5940	21	5910
LR999929.1	2000001	2100000	195 31818 25 4309 14	2050	0		12	2050	24	10386	24	10386
LR999929.1	2100001	2200000	209 33989 31 4880 18	2619	3	586	8	2619	37	12757	30	7094
LR999929.1	2200001	2300000	201 27466 42 7852 11	1044	0		10	1044	24	8338	15	4582
LR999929.1	2300001	2400000	212 37262 31 5327 9	1762	1	55	16	1762	25	11702	20	9827
LR999929.1	2400001	2500000	182 33592 29 5768 12	2350	0		5	2350	33	15187	22	10056
LR999929.1	2500001	2600000	145 18905 28 5269 12	1284	0		5	1284	25	6729	24	6679
LR999929.1	2600001	2700000	112 15282 20 3273 9	674	1	128	2	674	16	6370	14	6220
LR999929.1	2700001	2800000	174 24296 24 3869 21	3448	2	185	6	3448	25	5190	21	4880
LR999929.1	2800001	2900000	126 12999 20 4075 5	452	0		8	452	10	1541	9	1514
LR999929.1	2900001	3000000	135 20826 18 3838 6	323	1	13	13	323	19	9150	10	7217
LR999929.1	3000001	3100000	205 26665 36 6832 9	713	0		16	713	22	3049	21	2992
LR999929.1	3100001	3200000	151 20514 31 5886 9	952	0		11	952	21	5471	20	5328
LR999929.1	3200001	3300000	202 25486 35 4684 15	2032	1	47	11	2032	21	4545	18	4291
LR999929.1	3300001	3400000	241 32686 31 5985 20	3368	0		10	3368	22	4245	16	2259
LR999929.1	3400001	3500000	171 27046 32 6586 12	1531	1	88	17	1531	12	3977	11	3876
LR999929.1	3500001	3600000	142 19658 31 5592 8	701	0		6	701	17	5321	15	5212
LR999929.1	3600001	3700000	146 16822 26 4762 17	1755	1	124	4	1755	11	2234	9	2112
LR999929.1	3700001	3800000	151 25219 31 5398 6	2951	1	64	6	2951	21	7845	21	7845
LR999929.1	3800001	3900000	152 17881 17 3036 12	2409	3	629	4	2409	17	2598	17	2598
LR999929.1	3900001	4000000	130 15466 27 3870 8	519	1	42	3	519	11	3495	11	3495
LR999929.1	4000001	4100000	132 18575 23 4432 16	2400	0		5	2400	16	5394	14	5251
LR999929.1	4100001	4200000	202 30836 23 4287 15	1398	2	177	6	1398	24	13260	20	10067
LR999929.1	4200001	4300000	151 21863 33 6286 9	1229	0		8	1229	20	4827	20	4827
LR999929.1	4300001	4400000	243 44680 5 1448 43	9942	3	1992	7	9942	35	12442	29	11503
LR999929.1	4400001	4500000	187 26250 25 5147 17	3117	2	1925	9	3117	17	5167	13	2380
LR999929.1	4500001	4600000	175 18905 33 6262 18	1389	2	237	8	1389	25	3184	23	3030
LR999929.1	4600001	4700000	155 23710 20 3410 16	3431	0		12	3431	12	5844	11	5757
LR999929.1	4700001	4800000	150 15395 28 4280 16	1294	0		6	1294	15	2100	14	2024
LR999929.1	4800001	4900000	157 23253 37 5760 8	4066	0		6	4066	23	5244	21	5046
LR999929.1	4900001	5000000	202 36102 34 6027 16	2368	1	177	10	2368	25	13165	21	9376
LR999929.1	5000001	5100000	158 19334 25 4553 12	818	0		7	818	11	2676	8	1148
LR999929.1	5100001	5200000	153 17735 21 3870 6	1825	0		8	1825	15	2416	13	2292
