chrom begin end CDS_length
LR999953.1 1 100000 1486
LR999953.1 100001 200000 4688
LR999953.1 200001 300000 18371
LR999953.1 300001 400000 3480
LR999953.1 400001 500000 7122
LR999953.1 500001 600000 5160
LR999953.1 600001 700000 6734
LR999953.1 700001 800000 1560
LR999953.1 800001 900000 3976
LR999953.1 900001 1000000 3577
LR999953.1 1000001 1100000 4059
LR999953.1 1100001 1200000 2965
LR999953.1 1200001 1300000 2764
LR999953.1 1300001 1400000 4168
LR999953.1 1400001 1500000 3322
LR999953.1 1500001 1600000 7200
LR999953.1 1600001 1700000 4446
LR999953.1 1700001 1800000 3020
LR999953.1 1800001 1900000 1707
LR999953.1 1900001 2000000 3800
LR999953.1 2000001 2100000 1348
LR999953.1 2100001 2200000 8078
LR999953.1 2200001 2300000 4354
LR999953.1 2300001 2400000 5166
LR999953.1 2400001 2500000 7420
LR999953.1 2500001 2600000 1397
LR999953.1 2600001 2700000 3597
LR999953.1 2700001 2800000 1406
LR999953.1 2800001 2900000 
LR999953.1 2900001 3000000 
LR999953.1 3000001 3100000 
LR999953.1 3100001 3200000 2029
LR999953.1 3200001 3300000 1862
LR999953.1 3300001 3400000 5223
LR999953.1 3400001 3500000 3814
LR999953.1 3500001 3600000 249
LR999953.1 3600001 3700000 3807
LR999953.1 3700001 3800000 3621
LR999953.1 3800001 3900000 
LR999953.1 3900001 4000000 5239
LR999953.1 4000001 4100000 1978
LR999953.1 4100001 4200000 2755
LR999953.1 4200001 4300000 2639
LR999953.1 4300001 4400000 
LR999953.1 4400001 4500000 3004
LR999953.1 4500001 4600000 
LR999953.1 4600001 4700000 
LR999953.1 4700001 4800000 8848
LR999953.1 4800001 4900000 2823
LR999953.1 4900001 5000000 5215
LR999953.1 5000001 5100000 6307
LR999953.1 5100001 5200000 5991
LR999953.1 5200001 5300000 2520
LR999953.1 5300001 5400000 4355
LR999953.1 5400001 5500000 5842
LR999953.1 5500001 5600000 5946
LR999953.1 5600001 5700000 15908
LR999953.1 5700001 5800000 7271
LR999953.1 5800001 5900000 2378
LR999953.1 5900001 6000000 7987
LR999953.1 6000001 6100000 3725
LR999953.1 6100001 6200000 6038
LR999953.1 6200001 6300000 1333
LR999953.1 6300001 6400000 2250
LR999953.1 6400001 6500000 
LR999953.1 6500001 6600000 
LR999953.1 6600001 6700000 1463
LR999953.1 6700001 6800000 3276
LR999953.1 6800001 6900000 6149
LR999953.1 6900001 7000000 2514
LR999953.1 7000001 7100000 1877
LR999953.1 7100001 7200000 2196
LR999953.1 7200001 7300000 2438
LR999953.1 7300001 7400000 6030
LR999953.1 7400001 7500000 4538
LR999953.1 7500001 7600000 
LR999953.1 7600001 7700000 4665
LR999953.1 7700001 7800000 8710
LR999953.1 7800001 7900000 2002
LR999953.1 7900001 8000000 
LR999953.1 8000001 8100000 357
LR999953.1 8100001 8178468 2932
