chrom begin end CDS_length
LR999942.1 1 100000 5048
LR999942.1 100001 200000 
LR999942.1 200001 300000 2916
LR999942.1 300001 400000 
LR999942.1 400001 500000 530
LR999942.1 500001 600000 
LR999942.1 600001 700000 473
LR999942.1 700001 800000 2368
LR999942.1 800001 900000 6377
LR999942.1 900001 1000000 9937
LR999942.1 1000001 1100000 3778
LR999942.1 1100001 1200000 1182
LR999942.1 1200001 1300000 2073
LR999942.1 1300001 1400000 
LR999942.1 1400001 1500000 1771
LR999942.1 1500001 1600000 448
LR999942.1 1600001 1700000 217
LR999942.1 1700001 1800000 15
LR999942.1 1800001 1900000 529
LR999942.1 1900001 2000000 180
LR999942.1 2000001 2100000 4776
LR999942.1 2100001 2200000 5212
LR999942.1 2200001 2300000 6375
LR999942.1 2300001 2400000 3791
LR999942.1 2400001 2500000 2190
LR999942.1 2500001 2600000 2605
LR999942.1 2600001 2700000 8654
LR999942.1 2700001 2800000 7090
LR999942.1 2800001 2900000 1863
LR999942.1 2900001 3000000 
LR999942.1 3000001 3100000 309
LR999942.1 3100001 3200000 
LR999942.1 3200001 3300000 
LR999942.1 3300001 3400000 2793
LR999942.1 3400001 3500000 4404
LR999942.1 3500001 3600000 173
LR999942.1 3600001 3700000 
LR999942.1 3700001 3800000 464
LR999942.1 3800001 3900000 6862
LR999942.1 3900001 4000000 19756
LR999942.1 4000001 4100000 26157
LR999942.1 4100001 4200000 12060
LR999942.1 4200001 4300000 853
LR999942.1 4300001 4400000 2896
LR999942.1 4400001 4500000 924
LR999942.1 4500001 4600000 7549
LR999942.1 4600001 4700000 12251
LR999942.1 4700001 4800000 885
LR999942.1 4800001 4900000 1396
LR999942.1 4900001 5000000 5475
LR999942.1 5000001 5100000 11029
LR999942.1 5100001 5200000 7506
LR999942.1 5200001 5300000 9173
LR999942.1 5300001 5400000 284
LR999942.1 5400001 5500000 635
LR999942.1 5500001 5600000 
LR999942.1 5600001 5700000 6962
LR999942.1 5700001 5800000 8978
LR999942.1 5800001 5900000 12768
LR999942.1 5900001 6000000 9342
LR999942.1 6000001 6100000 15834
LR999942.1 6100001 6200000 1918
LR999942.1 6200001 6300000 
LR999942.1 6300001 6400000 2120
LR999942.1 6400001 6500000 5216
LR999942.1 6500001 6600000 4050
LR999942.1 6600001 6700000 9562
LR999942.1 6700001 6800000 10070
LR999942.1 6800001 6900000 2370
LR999942.1 6900001 7000000 12416
LR999942.1 7000001 7100000 575
LR999942.1 7100001 7200000 2029
LR999942.1 7200001 7300000 
LR999942.1 7300001 7400000 
LR999942.1 7400001 7500000 3259
LR999942.1 7500001 7600000 938
LR999942.1 7600001 7700000 5438
LR999942.1 7700001 7800000 
LR999942.1 7800001 7900000 
LR999942.1 7900001 8000000 620
LR999942.1 8000001 8100000 2665
LR999942.1 8100001 8200000 922
LR999942.1 8200001 8300000 3403
LR999942.1 8300001 8400000 1048
LR999942.1 8400001 8500000 762
LR999942.1 8500001 8600000 8425
LR999942.1 8600001 8700000 
LR999942.1 8700001 8800000 
LR999942.1 8800001 8900000 
LR999942.1 8900001 9000000 4470
LR999942.1 9000001 9100000 1857
LR999942.1 9100001 9200000 1232
LR999942.1 9200001 9300000 
LR999942.1 9300001 9400000 428
LR999942.1 9400001 9500000 7417
LR999942.1 9500001 9600000 15542
LR999942.1 9600001 9700000 6179
LR999942.1 9700001 9800000 6568
LR999942.1 9800001 9900000 6920
LR999942.1 9900001 10000000 2833
LR999942.1 10000001 10100000 
LR999942.1 10100001 10200000 4932
LR999942.1 10200001 10300000 5068
LR999942.1 10300001 10400000 7671
LR999942.1 10400001 10500000 6109
LR999942.1 10500001 10600000 2486
LR999942.1 10600001 10700000 3518
LR999942.1 10700001 10800000 587
LR999942.1 10800001 10900000 21
LR999942.1 10900001 11000000 7010
LR999942.1 11000001 11100000 5450
LR999942.1 11100001 11200000 5875
LR999942.1 11200001 11300000 
LR999942.1 11300001 11400000 1372
LR999942.1 11400001 11500000 2536
LR999942.1 11500001 11600000 5679
LR999942.1 11600001 11700000 4649
LR999942.1 11700001 11800000 2974
LR999942.1 11800001 11900000 2902
LR999942.1 11900001 12000000 9255
LR999942.1 12000001 12100000 
LR999942.1 12100001 12200000 285
LR999942.1 12200001 12300000 3406
LR999942.1 12300001 12400000 15337
LR999942.1 12400001 12500000 4523
LR999942.1 12500001 12600000 2477
LR999942.1 12600001 12700000 9921
LR999942.1 12700001 12800000 1333
LR999942.1 12800001 12900000 9973
LR999942.1 12900001 13000000 
LR999942.1 13000001 13100000 
LR999942.1 13100001 13200000 1949
LR999942.1 13200001 13300000 1589
LR999942.1 13300001 13400000 1683
LR999942.1 13400001 13500000 2306
LR999942.1 13500001 13550656 5322
