chrom begin end CDS_length
LR999934.1 1 100000 1557
LR999934.1 100001 200000 
LR999934.1 200001 300000 
LR999934.1 300001 400000 
LR999934.1 400001 500000 
LR999934.1 500001 600000 2425
LR999934.1 600001 700000 2230
LR999934.1 700001 800000 1643
LR999934.1 800001 900000 7594
LR999934.1 900001 1000000 2891
LR999934.1 1000001 1100000 7016
LR999934.1 1100001 1200000 6703
LR999934.1 1200001 1300000 485
LR999934.1 1300001 1400000 9120
LR999934.1 1400001 1500000 
LR999934.1 1500001 1600000 
LR999934.1 1600001 1700000 
LR999934.1 1700001 1800000 
LR999934.1 1800001 1900000 
LR999934.1 1900001 2000000 
LR999934.1 2000001 2100000 
LR999934.1 2100001 2200000 9132
LR999934.1 2200001 2300000 5697
LR999934.1 2300001 2400000 3371
LR999934.1 2400001 2500000 1204
LR999934.1 2500001 2600000 
LR999934.1 2600001 2700000 
LR999934.1 2700001 2800000 1338
LR999934.1 2800001 2900000 1171
LR999934.1 2900001 3000000 
LR999934.1 3000001 3100000 742
LR999934.1 3100001 3200000 
LR999934.1 3200001 3300000 
LR999934.1 3300001 3400000 635
LR999934.1 3400001 3500000 482
LR999934.1 3500001 3600000 938
LR999934.1 3600001 3700000 223
LR999934.1 3700001 3800000 188
LR999934.1 3800001 3900000 
LR999934.1 3900001 4000000 
LR999934.1 4000001 4100000 
LR999934.1 4100001 4200000 955
LR999934.1 4200001 4300000 442
LR999934.1 4300001 4400000 
LR999934.1 4400001 4500000 326
LR999934.1 4500001 4600000 367
LR999934.1 4600001 4700000 
LR999934.1 4700001 4800000 1070
LR999934.1 4800001 4900000 2872
LR999934.1 4900001 5000000 
LR999934.1 5000001 5100000 
LR999934.1 5100001 5200000 
LR999934.1 5200001 5300000 
LR999934.1 5300001 5400000 11995
LR999934.1 5400001 5500000 6585
LR999934.1 5500001 5600000 5089
LR999934.1 5600001 5700000 838
LR999934.1 5700001 5800000 3690
LR999934.1 5800001 5900000 5497
LR999934.1 5900001 6000000 
LR999934.1 6000001 6100000 
LR999934.1 6100001 6200000 1917
LR999934.1 6200001 6300000 
LR999934.1 6300001 6400000 481
LR999934.1 6400001 6500000 939
LR999934.1 6500001 6600000 3376
LR999934.1 6600001 6700000 784
LR999934.1 6700001 6800000 1491
LR999934.1 6800001 6900000 3506
LR999934.1 6900001 7000000 3579
LR999934.1 7000001 7100000 
LR999934.1 7100001 7200000 
LR999934.1 7200001 7300000 526
LR999934.1 7300001 7400000 6621
LR999934.1 7400001 7500000 1599
LR999934.1 7500001 7600000 6993
LR999934.1 7600001 7700000 1986
LR999934.1 7700001 7800000 6549
LR999934.1 7800001 7900000 338
LR999934.1 7900001 8000000 9853
LR999934.1 8000001 8100000 13717
LR999934.1 8100001 8200000 1104
LR999934.1 8200001 8300000 2840
LR999934.1 8300001 8400000 4097
LR999934.1 8400001 8500000 7162
LR999934.1 8500001 8600000 2796
LR999934.1 8600001 8700000 
LR999934.1 8700001 8800000 2324
LR999934.1 8800001 8900000 5096
LR999934.1 8900001 9000000 10437
LR999934.1 9000001 9100000 8215
LR999934.1 9100001 9200000 9893
LR999934.1 9200001 9300000 4001
LR999934.1 9300001 9400000 3893
LR999934.1 9400001 9500000 8758
LR999934.1 9500001 9600000 14792
LR999934.1 9600001 9700000 8820
LR999934.1 9700001 9800000 
LR999934.1 9800001 9900000 
LR999934.1 9900001 10000000 2275
LR999934.1 10000001 10100000 2434
LR999934.1 10100001 10200000 2840
LR999934.1 10200001 10300000 12809
LR999934.1 10300001 10400000 10814
LR999934.1 10400001 10500000 8765
LR999934.1 10500001 10600000 7043
LR999934.1 10600001 10700000 7386
LR999934.1 10700001 10800000 2090
LR999934.1 10800001 10900000 10094
LR999934.1 10900001 11000000 3052
LR999934.1 11000001 11100000 4079
LR999934.1 11100001 11200000 818
LR999934.1 11200001 11300000 5908
LR999934.1 11300001 11400000 5798
LR999934.1 11400001 11500000 5359
LR999934.1 11500001 11600000 6696
LR999934.1 11600001 11700000 14515
LR999934.1 11700001 11800000 15843
LR999934.1 11800001 11900000 5213
LR999934.1 11900001 12000000 5998
LR999934.1 12000001 12100000 1739
LR999934.1 12100001 12200000 16523
LR999934.1 12200001 12300000 9039
LR999934.1 12300001 12400000 7755
LR999934.1 12400001 12500000 6658
LR999934.1 12500001 12600000 
LR999934.1 12600001 12700000 1285
LR999934.1 12700001 12800000 2171
LR999934.1 12800001 12900000 786
LR999934.1 12900001 13000000 4019
LR999934.1 13000001 13100000 982
LR999934.1 13100001 13200000 3541
LR999934.1 13200001 13300000 16326
LR999934.1 13300001 13400000 1511
LR999934.1 13400001 13500000 250
LR999934.1 13500001 13600000 655
LR999934.1 13600001 13700000 4925
LR999934.1 13700001 13800000 11415
LR999934.1 13800001 13900000 3953
LR999934.1 13900001 14000000 7671
LR999934.1 14000001 14100000 
LR999934.1 14100001 14200000 3696
LR999934.1 14200001 14300000 2060
LR999934.1 14300001 14400000 3573
LR999934.1 14400001 14500000 9351
LR999934.1 14500001 14600000 7568
LR999934.1 14600001 14700000 6584
LR999934.1 14700001 14800000 8338
LR999934.1 14800001 14900000 5139
LR999934.1 14900001 14945938 2117
