chrom begin end CDS_length
LR999935.1 1 100000 8140
LR999935.1 100001 200000 1290
LR999935.1 200001 300000 7210
LR999935.1 300001 400000 11813
LR999935.1 400001 500000 11879
LR999935.1 500001 600000 11314
LR999935.1 600001 700000 9132
LR999935.1 700001 800000 410
LR999935.1 800001 900000 
LR999935.1 900001 1000000 
LR999935.1 1000001 1100000 
LR999935.1 1100001 1200000 5904
LR999935.1 1200001 1300000 6242
LR999935.1 1300001 1400000 9913
LR999935.1 1400001 1500000 10967
LR999935.1 1500001 1600000 15534
LR999935.1 1600001 1700000 1307
LR999935.1 1700001 1800000 2592
LR999935.1 1800001 1900000 1646
LR999935.1 1900001 2000000 757
LR999935.1 2000001 2100000 3436
LR999935.1 2100001 2200000 1136
LR999935.1 2200001 2300000 5145
LR999935.1 2300001 2400000 9987
LR999935.1 2400001 2500000 5490
LR999935.1 2500001 2600000 10037
LR999935.1 2600001 2700000 3501
LR999935.1 2700001 2800000 
LR999935.1 2800001 2900000 
LR999935.1 2900001 3000000 4879
LR999935.1 3000001 3100000 15911
LR999935.1 3100001 3200000 2408
LR999935.1 3200001 3300000 
LR999935.1 3300001 3400000 7293
LR999935.1 3400001 3500000 2461
LR999935.1 3500001 3600000 3764
LR999935.1 3600001 3700000 
LR999935.1 3700001 3800000 970
LR999935.1 3800001 3900000 1541
LR999935.1 3900001 4000000 7722
LR999935.1 4000001 4100000 4901
LR999935.1 4100001 4200000 6675
LR999935.1 4200001 4300000 
LR999935.1 4300001 4400000 2146
LR999935.1 4400001 4500000 683
LR999935.1 4500001 4600000 4993
LR999935.1 4600001 4700000 866
LR999935.1 4700001 4800000 774
LR999935.1 4800001 4900000 
LR999935.1 4900001 5000000 8100
LR999935.1 5000001 5100000 
LR999935.1 5100001 5200000 
LR999935.1 5200001 5300000 221
LR999935.1 5300001 5400000 
LR999935.1 5400001 5500000 
LR999935.1 5500001 5600000 2050
LR999935.1 5600001 5700000 9432
LR999935.1 5700001 5800000 14355
LR999935.1 5800001 5900000 6905
LR999935.1 5900001 6000000 4029
LR999935.1 6000001 6100000 6679
LR999935.1 6100001 6200000 6579
LR999935.1 6200001 6300000 3093
LR999935.1 6300001 6400000 9277
LR999935.1 6400001 6500000 2583
LR999935.1 6500001 6600000 13318
LR999935.1 6600001 6700000 12523
LR999935.1 6700001 6800000 12433
LR999935.1 6800001 6900000 5395
LR999935.1 6900001 7000000 20981
LR999935.1 7000001 7100000 19690
LR999935.1 7100001 7200000 12967
LR999935.1 7200001 7300000 14793
LR999935.1 7300001 7400000 19724
LR999935.1 7400001 7500000 8608
LR999935.1 7500001 7600000 26501
LR999935.1 7600001 7700000 9596
LR999935.1 7700001 7800000 9832
LR999935.1 7800001 7900000 7680
LR999935.1 7900001 8000000 1594
LR999935.1 8000001 8100000 19552
LR999935.1 8100001 8200000 4153
LR999935.1 8200001 8300000 827
LR999935.1 8300001 8400000 4395
LR999935.1 8400001 8500000 5296
LR999935.1 8500001 8600000 7874
LR999935.1 8600001 8700000 1873
LR999935.1 8700001 8800000 5975
LR999935.1 8800001 8900000 13222
LR999935.1 8900001 9000000 1139
LR999935.1 9000001 9100000 4486
LR999935.1 9100001 9200000 5877
LR999935.1 9200001 9300000 4846
LR999935.1 9300001 9400000 361
LR999935.1 9400001 9500000 
LR999935.1 9500001 9600000 
LR999935.1 9600001 9700000 13394
LR999935.1 9700001 9800000 381
LR999935.1 9800001 9900000 543
LR999935.1 9900001 10000000 12193
LR999935.1 10000001 10100000 4223
LR999935.1 10100001 10200000 13461
LR999935.1 10200001 10300000 5843
LR999935.1 10300001 10400000 7158
LR999935.1 10400001 10500000 2438
LR999935.1 10500001 10600000 
LR999935.1 10600001 10700000 2153
LR999935.1 10700001 10800000 1296
LR999935.1 10800001 10900000 
LR999935.1 10900001 11000000 9717
LR999935.1 11000001 11100000 14078
LR999935.1 11100001 11200000 7715
LR999935.1 11200001 11300000 7175
LR999935.1 11300001 11400000 38
LR999935.1 11400001 11500000 6043
LR999935.1 11500001 11600000 4787
LR999935.1 11600001 11700000 849
LR999935.1 11700001 11800000 6220
LR999935.1 11800001 11900000 3208
LR999935.1 11900001 12000000 
LR999935.1 12000001 12100000 
LR999935.1 12100001 12200000 3692
LR999935.1 12200001 12300000 10463
LR999935.1 12300001 12400000 8754
LR999935.1 12400001 12500000 4514
LR999935.1 12500001 12600000 
LR999935.1 12600001 12700000 5322
LR999935.1 12700001 12800000 16234
LR999935.1 12800001 12900000 3296
LR999935.1 12900001 13000000 2898
LR999935.1 13000001 13100000 
LR999935.1 13100001 13200000 3882
LR999935.1 13200001 13300000 10259
LR999935.1 13300001 13400000 3503
LR999935.1 13400001 13500000 7272
LR999935.1 13500001 13600000 259
LR999935.1 13600001 13700000 2337
LR999935.1 13700001 13800000 619
LR999935.1 13800001 13900000 
LR999935.1 13900001 14000000 3028
LR999935.1 14000001 14100000 
LR999935.1 14100001 14200000 
LR999935.1 14200001 14300000 3479
LR999935.1 14300001 14400000 1140
LR999935.1 14400001 14500000 
LR999935.1 14500001 14600000 1253
LR999935.1 14600001 14700000 
LR999935.1 14700001 14800000 
LR999935.1 14800001 14868897 3931
