chrom begin end CDS_length
LR999950.1 1 100000 2032
LR999950.1 100001 200000 5774
LR999950.1 200001 300000 1102
LR999950.1 300001 400000 2743
LR999950.1 400001 500000 
LR999950.1 500001 600000 7588
LR999950.1 600001 700000 3755
LR999950.1 700001 800000 2595
LR999950.1 800001 900000 3050
LR999950.1 900001 1000000 1845
LR999950.1 1000001 1100000 3255
LR999950.1 1100001 1200000 17907
LR999950.1 1200001 1300000 2650
LR999950.1 1300001 1400000 1057
LR999950.1 1400001 1500000 5511
LR999950.1 1500001 1600000 
LR999950.1 1600001 1700000 
LR999950.1 1700001 1800000 1794
LR999950.1 1800001 1900000 6189
LR999950.1 1900001 2000000 4986
LR999950.1 2000001 2100000 7856
LR999950.1 2100001 2200000 1894
LR999950.1 2200001 2300000 8559
LR999950.1 2300001 2400000 2089
LR999950.1 2400001 2500000 
LR999950.1 2500001 2600000 
LR999950.1 2600001 2700000 
LR999950.1 2700001 2800000 
LR999950.1 2800001 2900000 
LR999950.1 2900001 3000000 971
LR999950.1 3000001 3100000 4336
LR999950.1 3100001 3200000 133
LR999950.1 3200001 3300000 1069
LR999950.1 3300001 3400000 1623
LR999950.1 3400001 3500000 8911
LR999950.1 3500001 3600000 7096
LR999950.1 3600001 3700000 
LR999950.1 3700001 3800000 5190
LR999950.1 3800001 3900000 363
LR999950.1 3900001 4000000 16000
LR999950.1 4000001 4100000 5184
LR999950.1 4100001 4200000 
LR999950.1 4200001 4300000 268
LR999950.1 4300001 4400000 2769
LR999950.1 4400001 4500000 
LR999950.1 4500001 4600000 
LR999950.1 4600001 4700000 5547
LR999950.1 4700001 4800000 3089
LR999950.1 4800001 4900000 607
LR999950.1 4900001 5000000 1231
LR999950.1 5000001 5100000 9591
LR999950.1 5100001 5200000 859
LR999950.1 5200001 5300000 8952
LR999950.1 5300001 5400000 4245
LR999950.1 5400001 5500000 1870
LR999950.1 5500001 5600000 
LR999950.1 5600001 5700000 
LR999950.1 5700001 5800000 
LR999950.1 5800001 5900000 
LR999950.1 5900001 6000000 791
LR999950.1 6000001 6100000 9740
LR999950.1 6100001 6200000 274
LR999950.1 6200001 6300000 2547
LR999950.1 6300001 6400000 676
LR999950.1 6400001 6500000 13054
LR999950.1 6500001 6600000 19065
LR999950.1 6600001 6700000 3648
LR999950.1 6700001 6800000 6160
LR999950.1 6800001 6900000 339
LR999950.1 6900001 7000000 
LR999950.1 7000001 7100000 2729
LR999950.1 7100001 7200000 
LR999950.1 7200001 7300000 748
LR999950.1 7300001 7400000 1633
LR999950.1 7400001 7500000 
LR999950.1 7500001 7600000 
LR999950.1 7600001 7700000 3511
LR999950.1 7700001 7800000 3549
LR999950.1 7800001 7900000 14128
LR999950.1 7900001 8000000 5299
LR999950.1 8000001 8100000 2372
LR999950.1 8100001 8200000 2089
LR999950.1 8200001 8300000 2640
LR999950.1 8300001 8400000 725
LR999950.1 8400001 8500000 
LR999950.1 8500001 8600000 4756
LR999950.1 8600001 8700000 4712
LR999950.1 8700001 8800000 10063
LR999950.1 8800001 8900000 
LR999950.1 8900001 9000000 5911
LR999950.1 9000001 9100000 6963
LR999950.1 9100001 9200000 8787
LR999950.1 9200001 9300000 631
LR999950.1 9300001 9400000 3230
LR999950.1 9400001 9500000 33
LR999950.1 9500001 9600000 
LR999950.1 9600001 9700000 384
LR999950.1 9700001 9800000 
LR999950.1 9800001 9900000 
LR999950.1 9900001 9960137 
