chrom begin end CDS_length
LR999946.1 1 100000 8827
LR999946.1 100001 200000 5737
LR999946.1 200001 300000 
LR999946.1 300001 400000 2245
LR999946.1 400001 500000 7129
LR999946.1 500001 600000 7470
LR999946.1 600001 700000 3153
LR999946.1 700001 800000 1580
LR999946.1 800001 900000 2473
LR999946.1 900001 1000000 6215
LR999946.1 1000001 1100000 2035
LR999946.1 1100001 1200000 2534
LR999946.1 1200001 1300000 4007
LR999946.1 1300001 1400000 10855
LR999946.1 1400001 1500000 4338
LR999946.1 1500001 1600000 2456
LR999946.1 1600001 1700000 
LR999946.1 1700001 1800000 
LR999946.1 1800001 1900000 
LR999946.1 1900001 2000000 1426
LR999946.1 2000001 2100000 1769
LR999946.1 2100001 2200000 2815
LR999946.1 2200001 2300000 7998
LR999946.1 2300001 2400000 1265
LR999946.1 2400001 2500000 1069
LR999946.1 2500001 2600000 761
LR999946.1 2600001 2700000 1185
LR999946.1 2700001 2800000 3400
LR999946.1 2800001 2900000 1222
LR999946.1 2900001 3000000 824
LR999946.1 3000001 3100000 1703
LR999946.1 3100001 3200000 700
LR999946.1 3200001 3300000 2277
LR999946.1 3300001 3400000 8287
LR999946.1 3400001 3500000 6651
LR999946.1 3500001 3600000 4322
LR999946.1 3600001 3700000 
LR999946.1 3700001 3800000 
LR999946.1 3800001 3900000 299
LR999946.1 3900001 4000000 851
LR999946.1 4000001 4100000 
LR999946.1 4100001 4200000 7452
LR999946.1 4200001 4300000 202
LR999946.1 4300001 4400000 4141
LR999946.1 4400001 4500000 4146
LR999946.1 4500001 4600000 10622
LR999946.1 4600001 4700000 3731
LR999946.1 4700001 4800000 6903
LR999946.1 4800001 4900000 4424
LR999946.1 4900001 5000000 6728
LR999946.1 5000001 5100000 5896
LR999946.1 5100001 5200000 
LR999946.1 5200001 5300000 298
LR999946.1 5300001 5400000 1731
LR999946.1 5400001 5500000 3034
LR999946.1 5500001 5600000 1750
LR999946.1 5600001 5700000 
LR999946.1 5700001 5800000 6404
LR999946.1 5800001 5900000 17051
LR999946.1 5900001 6000000 2524
LR999946.1 6000001 6100000 5974
LR999946.1 6100001 6200000 1031
LR999946.1 6200001 6300000 513
LR999946.1 6300001 6400000 3195
LR999946.1 6400001 6500000 13119
LR999946.1 6500001 6600000 9803
LR999946.1 6600001 6700000 1230
LR999946.1 6700001 6800000 1274
LR999946.1 6800001 6900000 1622
LR999946.1 6900001 7000000 9144
LR999946.1 7000001 7100000 14941
LR999946.1 7100001 7200000 14051
LR999946.1 7200001 7300000 8360
LR999946.1 7300001 7400000 22387
LR999946.1 7400001 7500000 771
LR999946.1 7500001 7600000 925
LR999946.1 7600001 7700000 12153
LR999946.1 7700001 7800000 8208
LR999946.1 7800001 7900000 4563
LR999946.1 7900001 8000000 53
LR999946.1 8000001 8100000 2718
LR999946.1 8100001 8200000 11679
LR999946.1 8200001 8300000 
LR999946.1 8300001 8400000 1278
LR999946.1 8400001 8500000 5061
LR999946.1 8500001 8600000 
LR999946.1 8600001 8700000 
LR999946.1 8700001 8800000 9826
LR999946.1 8800001 8900000 3285
LR999946.1 8900001 9000000 
LR999946.1 9000001 9100000 3266
LR999946.1 9100001 9200000 2341
LR999946.1 9200001 9300000 3188
LR999946.1 9300001 9400000 
LR999946.1 9400001 9500000 
LR999946.1 9500001 9600000 4582
LR999946.1 9600001 9700000 452
LR999946.1 9700001 9800000 9881
LR999946.1 9800001 9900000 1744
LR999946.1 9900001 10000000 
LR999946.1 10000001 10100000 
LR999946.1 10100001 10200000 1693
LR999946.1 10200001 10300000 
LR999946.1 10300001 10400000 
LR999946.1 10400001 10500000 1555
LR999946.1 10500001 10600000 
LR999946.1 10600001 10700000 4953
LR999946.1 10700001 10800000 318
LR999946.1 10800001 10900000 
LR999946.1 10900001 11000000 3394
LR999946.1 11000001 11100000 1506
LR999946.1 11100001 11200000 4937
LR999946.1 11200001 11300000 5006
LR999946.1 11300001 11400000 6008
LR999946.1 11400001 11500000 
LR999946.1 11500001 11600000 1335
LR999946.1 11600001 11700000 3235
LR999946.1 11700001 11800000 101
LR999946.1 11800001 11900000 6620
LR999946.1 11900001 12000000 269
LR999946.1 12000001 12100000 5129
LR999946.1 12100001 12200000 2264
LR999946.1 12200001 12300000 699
LR999946.1 12300001 12400000 4699
LR999946.1 12400001 12500000 6456
LR999946.1 12500001 12594674 768
