chrom begin end CDS_length
LR999936.1 1 100000 1151
LR999936.1 100001 200000 
LR999936.1 200001 300000 4700
LR999936.1 300001 400000 
LR999936.1 400001 500000 10350
LR999936.1 500001 600000 6983
LR999936.1 600001 700000 7549
LR999936.1 700001 800000 4202
LR999936.1 800001 900000 
LR999936.1 900001 1000000 1025
LR999936.1 1000001 1100000 4245
LR999936.1 1100001 1200000 7426
LR999936.1 1200001 1300000 8768
LR999936.1 1300001 1400000 2693
LR999936.1 1400001 1500000 8099
LR999936.1 1500001 1600000 7808
LR999936.1 1600001 1700000 4696
LR999936.1 1700001 1800000 9445
LR999936.1 1800001 1900000 3049
LR999936.1 1900001 2000000 2168
LR999936.1 2000001 2100000 6609
LR999936.1 2100001 2200000 2047
LR999936.1 2200001 2300000 9
LR999936.1 2300001 2400000 1907
LR999936.1 2400001 2500000 1307
LR999936.1 2500001 2600000 1666
LR999936.1 2600001 2700000 
LR999936.1 2700001 2800000 
LR999936.1 2800001 2900000 4321
LR999936.1 2900001 3000000 10571
LR999936.1 3000001 3100000 4494
LR999936.1 3100001 3200000 1850
LR999936.1 3200001 3300000 154
LR999936.1 3300001 3400000 2378
LR999936.1 3400001 3500000 4153
LR999936.1 3500001 3600000 11551
LR999936.1 3600001 3700000 
LR999936.1 3700001 3800000 
LR999936.1 3800001 3900000 7188
LR999936.1 3900001 4000000 12185
LR999936.1 4000001 4100000 9453
LR999936.1 4100001 4200000 
LR999936.1 4200001 4300000 1347
LR999936.1 4300001 4400000 1420
LR999936.1 4400001 4500000 7274
LR999936.1 4500001 4600000 4580
LR999936.1 4600001 4700000 13931
LR999936.1 4700001 4800000 6861
LR999936.1 4800001 4900000 743
LR999936.1 4900001 5000000 10658
LR999936.1 5000001 5100000 18238
LR999936.1 5100001 5200000 16715
LR999936.1 5200001 5300000 11584
LR999936.1 5300001 5400000 3229
LR999936.1 5400001 5500000 10428
LR999936.1 5500001 5600000 5865
LR999936.1 5600001 5700000 1971
LR999936.1 5700001 5800000 6144
LR999936.1 5800001 5900000 5775
LR999936.1 5900001 6000000 14058
LR999936.1 6000001 6100000 5065
LR999936.1 6100001 6200000 350
LR999936.1 6200001 6300000 
LR999936.1 6300001 6400000 1408
LR999936.1 6400001 6500000 
LR999936.1 6500001 6600000 4248
LR999936.1 6600001 6700000 4812
LR999936.1 6700001 6800000 569
LR999936.1 6800001 6900000 11633
LR999936.1 6900001 7000000 11760
LR999936.1 7000001 7100000 6309
LR999936.1 7100001 7200000 465
LR999936.1 7200001 7300000 4613
LR999936.1 7300001 7400000 2737
LR999936.1 7400001 7500000 344
LR999936.1 7500001 7600000 3139
LR999936.1 7600001 7700000 
LR999936.1 7700001 7800000 
LR999936.1 7800001 7900000 
LR999936.1 7900001 8000000 1541
LR999936.1 8000001 8100000 6991
LR999936.1 8100001 8200000 12788
LR999936.1 8200001 8300000 8703
LR999936.1 8300001 8400000 4724
LR999936.1 8400001 8500000 8359
LR999936.1 8500001 8600000 4705
LR999936.1 8600001 8700000 9177
LR999936.1 8700001 8800000 4253
LR999936.1 8800001 8900000 1391
LR999936.1 8900001 9000000 
LR999936.1 9000001 9100000 1453
LR999936.1 9100001 9200000 3014
LR999936.1 9200001 9300000 2341
LR999936.1 9300001 9400000 620
LR999936.1 9400001 9500000 1141
LR999936.1 9500001 9600000 3985
LR999936.1 9600001 9700000 
LR999936.1 9700001 9800000 2052
LR999936.1 9800001 9900000 
LR999936.1 9900001 10000000 805
LR999936.1 10000001 10100000 7223
LR999936.1 10100001 10200000 1157
LR999936.1 10200001 10300000 
LR999936.1 10300001 10400000 2270
LR999936.1 10400001 10500000 497
LR999936.1 10500001 10600000 
LR999936.1 10600001 10700000 3096
LR999936.1 10700001 10800000 972
LR999936.1 10800001 10900000 900
LR999936.1 10900001 11000000 2992
LR999936.1 11000001 11100000 302
LR999936.1 11100001 11200000 
LR999936.1 11200001 11300000 1434
LR999936.1 11300001 11400000 2909
LR999936.1 11400001 11500000 5221
LR999936.1 11500001 11600000 8392
LR999936.1 11600001 11700000 2148
LR999936.1 11700001 11800000 2042
LR999936.1 11800001 11900000 4908
LR999936.1 11900001 12000000 3137
LR999936.1 12000001 12100000 1331
LR999936.1 12100001 12200000 
LR999936.1 12200001 12300000 
LR999936.1 12300001 12400000 3993
LR999936.1 12400001 12500000 
LR999936.1 12500001 12600000 
LR999936.1 12600001 12700000 2614
LR999936.1 12700001 12800000 1010
LR999936.1 12800001 12900000 107
LR999936.1 12900001 13000000 9125
LR999936.1 13000001 13100000 4621
LR999936.1 13100001 13200000 7483
LR999936.1 13200001 13300000 6654
LR999936.1 13300001 13400000 8195
LR999936.1 13400001 13500000 8742
LR999936.1 13500001 13600000 1517
LR999936.1 13600001 13700000 3004
LR999936.1 13700001 13800000 854
LR999936.1 13800001 13900000 
LR999936.1 13900001 14000000 
LR999936.1 14000001 14100000 
LR999936.1 14100001 14200000 997
LR999936.1 14200001 14300000 2347
LR999936.1 14300001 14400000 1195
LR999936.1 14400001 14500000 
LR999936.1 14500001 14600000 
LR999936.1 14600001 14700000 
LR999936.1 14700001 14774369 1062
