chrom begin end CDS_length
LR999955.1 1 100000 3337
LR999955.1 100001 200000 3538
LR999955.1 200001 300000 4128
LR999955.1 300001 400000 6926
LR999955.1 400001 500000 652
LR999955.1 500001 600000 641
LR999955.1 600001 700000 4610
LR999955.1 700001 800000 4022
LR999955.1 800001 900000 9775
LR999955.1 900001 1000000 8811
LR999955.1 1000001 1100000 241
LR999955.1 1100001 1200000 5256
LR999955.1 1200001 1300000 5086
LR999955.1 1300001 1400000 5099
LR999955.1 1400001 1500000 2772
LR999955.1 1500001 1600000 2748
LR999955.1 1600001 1700000 2790
LR999955.1 1700001 1800000 2383
LR999955.1 1800001 1900000 6776
LR999955.1 1900001 2000000 1352
LR999955.1 2000001 2100000 5156
LR999955.1 2100001 2200000 3554
LR999955.1 2200001 2300000 4366
LR999955.1 2300001 2400000 1003
LR999955.1 2400001 2500000 2846
LR999955.1 2500001 2600000 3194
LR999955.1 2600001 2700000 4532
LR999955.1 2700001 2800000 10503
LR999955.1 2800001 2900000 1493
LR999955.1 2900001 3000000 1766
LR999955.1 3000001 3100000 4969
LR999955.1 3100001 3200000 2306
LR999955.1 3200001 3300000 1346
LR999955.1 3300001 3400000 7754
LR999955.1 3400001 3500000 3143
LR999955.1 3500001 3600000 3958
LR999955.1 3600001 3700000 6394
LR999955.1 3700001 3800000 4299
LR999955.1 3800001 3900000 4457
LR999955.1 3900001 4000000 5732
LR999955.1 4000001 4100000 4576
LR999955.1 4100001 4200000 6818
LR999955.1 4200001 4300000 9236
LR999955.1 4300001 4400000 3229
LR999955.1 4400001 4500000 1536
LR999955.1 4500001 4600000 5816
LR999955.1 4600001 4700000 2375
LR999955.1 4700001 4800000 3062
LR999955.1 4800001 4900000 2909
LR999955.1 4900001 5000000 1058
LR999955.1 5000001 5100000 18
LR999955.1 5100001 5200000 2938
LR999955.1 5200001 5300000 2569
LR999955.1 5300001 5400000 8707
LR999955.1 5400001 5500000 2933
LR999955.1 5500001 5600000 1921
LR999955.1 5600001 5700000 8638
LR999955.1 5700001 5800000 1107
LR999955.1 5800001 5900000 3029
LR999955.1 5900001 6000000 164
LR999955.1 6000001 6100000 
LR999955.1 6100001 6166334 164
