chrom begin end CDS_length
LR999933.1 1 100000 7420
LR999933.1 100001 200000 
LR999933.1 200001 300000 
LR999933.1 300001 400000 2384
LR999933.1 400001 500000 1594
LR999933.1 500001 600000 5311
LR999933.1 600001 700000 1309
LR999933.1 700001 800000 2055
LR999933.1 800001 900000 300
LR999933.1 900001 1000000 
LR999933.1 1000001 1100000 4392
LR999933.1 1100001 1200000 5992
LR999933.1 1200001 1300000 
LR999933.1 1300001 1400000 
LR999933.1 1400001 1500000 1194
LR999933.1 1500001 1600000 1027
LR999933.1 1600001 1700000 
LR999933.1 1700001 1800000 3068
LR999933.1 1800001 1900000 4792
LR999933.1 1900001 2000000 8756
LR999933.1 2000001 2100000 9692
LR999933.1 2100001 2200000 13229
LR999933.1 2200001 2300000 3440
LR999933.1 2300001 2400000 
LR999933.1 2400001 2500000 5722
LR999933.1 2500001 2600000 15987
LR999933.1 2600001 2700000 1702
LR999933.1 2700001 2800000 1236
LR999933.1 2800001 2900000 
LR999933.1 2900001 3000000 382
LR999933.1 3000001 3100000 7531
LR999933.1 3100001 3200000 4663
LR999933.1 3200001 3300000 1246
LR999933.1 3300001 3400000 
LR999933.1 3400001 3500000 
LR999933.1 3500001 3600000 1339
LR999933.1 3600001 3700000 
LR999933.1 3700001 3800000 
LR999933.1 3800001 3900000 995
LR999933.1 3900001 4000000 
LR999933.1 4000001 4100000 87
LR999933.1 4100001 4200000 519
LR999933.1 4200001 4300000 1076
LR999933.1 4300001 4400000 
LR999933.1 4400001 4500000 
LR999933.1 4500001 4600000 8518
LR999933.1 4600001 4700000 7460
LR999933.1 4700001 4800000 520
LR999933.1 4800001 4900000 
LR999933.1 4900001 5000000 925
LR999933.1 5000001 5100000 6575
LR999933.1 5100001 5200000 3505
LR999933.1 5200001 5300000 1371
LR999933.1 5300001 5400000 
LR999933.1 5400001 5500000 15852
LR999933.1 5500001 5600000 2814
LR999933.1 5600001 5700000 692
LR999933.1 5700001 5800000 5574
LR999933.1 5800001 5900000 5041
LR999933.1 5900001 6000000 1292
LR999933.1 6000001 6100000 
LR999933.1 6100001 6200000 4626
LR999933.1 6200001 6300000 1481
LR999933.1 6300001 6400000 14531
LR999933.1 6400001 6500000 9535
LR999933.1 6500001 6600000 592
LR999933.1 6600001 6700000 5645
LR999933.1 6700001 6800000 1591
LR999933.1 6800001 6900000 817
LR999933.1 6900001 7000000 2881
LR999933.1 7000001 7100000 19278
LR999933.1 7100001 7200000 1668
LR999933.1 7200001 7300000 4543
LR999933.1 7300001 7400000 2736
LR999933.1 7400001 7500000 1891
LR999933.1 7500001 7600000 1511
LR999933.1 7600001 7700000 5084
LR999933.1 7700001 7800000 5236
LR999933.1 7800001 7900000 11372
LR999933.1 7900001 8000000 
LR999933.1 8000001 8100000 
LR999933.1 8100001 8200000 3915
LR999933.1 8200001 8300000 3605
LR999933.1 8300001 8400000 4065
LR999933.1 8400001 8500000 8562
LR999933.1 8500001 8600000 12628
LR999933.1 8600001 8700000 670
LR999933.1 8700001 8800000 1176
LR999933.1 8800001 8900000 2771
LR999933.1 8900001 9000000 
LR999933.1 9000001 9100000 402
LR999933.1 9100001 9200000 1608
LR999933.1 9200001 9300000 1534
LR999933.1 9300001 9400000 
LR999933.1 9400001 9500000 
LR999933.1 9500001 9600000 8064
LR999933.1 9600001 9700000 8813
LR999933.1 9700001 9800000 10238
LR999933.1 9800001 9900000 
LR999933.1 9900001 10000000 6001
LR999933.1 10000001 10100000 2941
LR999933.1 10100001 10200000 15937
LR999933.1 10200001 10300000 7451
LR999933.1 10300001 10400000 6781
LR999933.1 10400001 10500000 12632
LR999933.1 10500001 10600000 3840
LR999933.1 10600001 10700000 964
LR999933.1 10700001 10800000 7075
LR999933.1 10800001 10900000 7664
LR999933.1 10900001 11000000 10011
LR999933.1 11000001 11100000 14967
LR999933.1 11100001 11200000 1634
LR999933.1 11200001 11300000 10437
LR999933.1 11300001 11400000 9545
LR999933.1 11400001 11500000 10961
LR999933.1 11500001 11600000 808
LR999933.1 11600001 11700000 674
LR999933.1 11700001 11800000 2457
LR999933.1 11800001 11900000 1542
LR999933.1 11900001 12000000 861
LR999933.1 12000001 12100000 1786
LR999933.1 12100001 12200000 5172
LR999933.1 12200001 12300000 2264
LR999933.1 12300001 12400000 2525
LR999933.1 12400001 12500000 3218
LR999933.1 12500001 12600000 5322
LR999933.1 12600001 12700000 
LR999933.1 12700001 12800000 
LR999933.1 12800001 12900000 756
LR999933.1 12900001 13000000 
LR999933.1 13000001 13100000 801
LR999933.1 13100001 13200000 1687
LR999933.1 13200001 13300000 4225
LR999933.1 13300001 13400000 523
LR999933.1 13400001 13500000 1615
LR999933.1 13500001 13600000 
LR999933.1 13600001 13700000 
LR999933.1 13700001 13800000 7358
LR999933.1 13800001 13900000 2156
LR999933.1 13900001 14000000 7811
LR999933.1 14000001 14100000 2982
LR999933.1 14100001 14200000 10082
LR999933.1 14200001 14300000 3159
LR999933.1 14300001 14400000 10561
LR999933.1 14400001 14500000 
LR999933.1 14500001 14600000 1010
LR999933.1 14600001 14700000 
LR999933.1 14700001 14800000 
LR999933.1 14800001 14900000 
LR999933.1 14900001 15000000 2855
LR999933.1 15000001 15100000 6446
LR999933.1 15100001 15200000 1812
LR999933.1 15200001 15296561 1506
