chrom begin end CDS_length
LR999943.1 1 100000 7545
LR999943.1 100001 200000 1594
LR999943.1 200001 300000 3440
LR999943.1 300001 400000 1083
LR999943.1 400001 500000 3903
LR999943.1 500001 600000 12008
LR999943.1 600001 700000 5887
LR999943.1 700001 800000 8217
LR999943.1 800001 900000 5535
LR999943.1 900001 1000000 
LR999943.1 1000001 1100000 
LR999943.1 1100001 1200000 
LR999943.1 1200001 1300000 836
LR999943.1 1300001 1400000 203
LR999943.1 1400001 1500000 
LR999943.1 1500001 1600000 
LR999943.1 1600001 1700000 
LR999943.1 1700001 1800000 
LR999943.1 1800001 1900000 1478
LR999943.1 1900001 2000000 5630
LR999943.1 2000001 2100000 2246
LR999943.1 2100001 2200000 1992
LR999943.1 2200001 2300000 2738
LR999943.1 2300001 2400000 1502
LR999943.1 2400001 2500000 2053
LR999943.1 2500001 2600000 8534
LR999943.1 2600001 2700000 748
LR999943.1 2700001 2800000 2918
LR999943.1 2800001 2900000 8992
LR999943.1 2900001 3000000 1363
LR999943.1 3000001 3100000 
LR999943.1 3100001 3200000 1867
LR999943.1 3200001 3300000 2190
LR999943.1 3300001 3400000 6972
LR999943.1 3400001 3500000 9439
LR999943.1 3500001 3600000 12527
LR999943.1 3600001 3700000 11138
LR999943.1 3700001 3800000 16269
LR999943.1 3800001 3900000 6591
LR999943.1 3900001 4000000 500
LR999943.1 4000001 4100000 4346
LR999943.1 4100001 4200000 9647
LR999943.1 4200001 4300000 7583
LR999943.1 4300001 4400000 8614
LR999943.1 4400001 4500000 9357
LR999943.1 4500001 4600000 3030
LR999943.1 4600001 4700000 11416
LR999943.1 4700001 4800000 
LR999943.1 4800001 4900000 
LR999943.1 4900001 5000000 12505
LR999943.1 5000001 5100000 1312
LR999943.1 5100001 5200000 4057
LR999943.1 5200001 5300000 3475
LR999943.1 5300001 5400000 
LR999943.1 5400001 5500000 8336
LR999943.1 5500001 5600000 12821
LR999943.1 5600001 5700000 
LR999943.1 5700001 5800000 
LR999943.1 5800001 5900000 2009
LR999943.1 5900001 6000000 3150
LR999943.1 6000001 6100000 4014
LR999943.1 6100001 6200000 7837
LR999943.1 6200001 6300000 2597
LR999943.1 6300001 6400000 
LR999943.1 6400001 6500000 2490
LR999943.1 6500001 6600000 2339
LR999943.1 6600001 6700000 
LR999943.1 6700001 6800000 327
LR999943.1 6800001 6900000 6375
LR999943.1 6900001 7000000 12969
LR999943.1 7000001 7100000 5493
LR999943.1 7100001 7200000 6232
LR999943.1 7200001 7300000 2285
LR999943.1 7300001 7400000 10837
LR999943.1 7400001 7500000 2370
LR999943.1 7500001 7600000 2283
LR999943.1 7600001 7700000 1048
LR999943.1 7700001 7800000 458
LR999943.1 7800001 7900000 1603
LR999943.1 7900001 8000000 17304
LR999943.1 8000001 8100000 2492
LR999943.1 8100001 8200000 
LR999943.1 8200001 8300000 1876
LR999943.1 8300001 8400000 6535
LR999943.1 8400001 8500000 11306
LR999943.1 8500001 8600000 
LR999943.1 8600001 8700000 1556
LR999943.1 8700001 8800000 1691
LR999943.1 8800001 8900000 2846
LR999943.1 8900001 9000000 11245
LR999943.1 9000001 9100000 347
LR999943.1 9100001 9200000 
LR999943.1 9200001 9300000 7096
LR999943.1 9300001 9400000 3429
LR999943.1 9400001 9500000 6195
LR999943.1 9500001 9600000 20658
LR999943.1 9600001 9700000 7114
LR999943.1 9700001 9800000 2270
LR999943.1 9800001 9900000 10254
LR999943.1 9900001 10000000 15922
LR999943.1 10000001 10100000 1556
LR999943.1 10100001 10200000 893
LR999943.1 10200001 10300000 2407
LR999943.1 10300001 10400000 
LR999943.1 10400001 10500000 2726
LR999943.1 10500001 10600000 
LR999943.1 10600001 10700000 
LR999943.1 10700001 10800000 
LR999943.1 10800001 10900000 
LR999943.1 10900001 11000000 4558
LR999943.1 11000001 11100000 2190
LR999943.1 11100001 11200000 4188
LR999943.1 11200001 11300000 683
LR999943.1 11300001 11400000 6016
LR999943.1 11400001 11500000 7793
LR999943.1 11500001 11600000 12449
LR999943.1 11600001 11700000 3536
LR999943.1 11700001 11800000 
LR999943.1 11800001 11900000 
LR999943.1 11900001 12000000 
LR999943.1 12000001 12100000 
LR999943.1 12100001 12200000 901
LR999943.1 12200001 12300000 
LR999943.1 12300001 12400000 
LR999943.1 12400001 12500000 
LR999943.1 12500001 12600000 
LR999943.1 12600001 12700000 3507
LR999943.1 12700001 12800000 9825
LR999943.1 12800001 12900000 9749
LR999943.1 12900001 13000000 
LR999943.1 13000001 13100000 526
LR999943.1 13100001 13200000 
LR999943.1 13200001 13236624 
