chrom begin end CDS_length
LR999945.1 1 100000 3303
LR999945.1 100001 200000 
LR999945.1 200001 300000 4498
LR999945.1 300001 400000 7519
LR999945.1 400001 500000 4124
LR999945.1 500001 600000 7839
LR999945.1 600001 700000 7330
LR999945.1 700001 800000 6136
LR999945.1 800001 900000 10336
LR999945.1 900001 1000000 8108
LR999945.1 1000001 1100000 6216
LR999945.1 1100001 1200000 516
LR999945.1 1200001 1300000 
LR999945.1 1300001 1400000 565
LR999945.1 1400001 1500000 2843
LR999945.1 1500001 1600000 18649
LR999945.1 1600001 1700000 2217
LR999945.1 1700001 1800000 4238
LR999945.1 1800001 1900000 1667
LR999945.1 1900001 2000000 1085
LR999945.1 2000001 2100000 1539
LR999945.1 2100001 2200000 212
LR999945.1 2200001 2300000 1925
LR999945.1 2300001 2400000 7342
LR999945.1 2400001 2500000 107
LR999945.1 2500001 2600000 
LR999945.1 2600001 2700000 834
LR999945.1 2700001 2800000 
LR999945.1 2800001 2900000 3419
LR999945.1 2900001 3000000 8651
LR999945.1 3000001 3100000 6757
LR999945.1 3100001 3200000 5016
LR999945.1 3200001 3300000 
LR999945.1 3300001 3400000 6390
LR999945.1 3400001 3500000 19618
LR999945.1 3500001 3600000 2414
LR999945.1 3600001 3700000 1099
LR999945.1 3700001 3800000 
LR999945.1 3800001 3900000 767
LR999945.1 3900001 4000000 
LR999945.1 4000001 4100000 
LR999945.1 4100001 4200000 119
LR999945.1 4200001 4300000 18033
LR999945.1 4300001 4400000 11300
LR999945.1 4400001 4500000 
LR999945.1 4500001 4600000 
LR999945.1 4600001 4700000 15933
LR999945.1 4700001 4800000 17499
LR999945.1 4800001 4900000 17270
LR999945.1 4900001 5000000 9937
LR999945.1 5000001 5100000 22651
LR999945.1 5100001 5200000 3806
LR999945.1 5200001 5300000 5144
LR999945.1 5300001 5400000 980
LR999945.1 5400001 5500000 
LR999945.1 5500001 5600000 12029
LR999945.1 5600001 5700000 6452
LR999945.1 5700001 5800000 6651
LR999945.1 5800001 5900000 3703
LR999945.1 5900001 6000000 7591
LR999945.1 6000001 6100000 7183
LR999945.1 6100001 6200000 851
LR999945.1 6200001 6300000 
LR999945.1 6300001 6400000 1260
LR999945.1 6400001 6500000 
LR999945.1 6500001 6600000 
LR999945.1 6600001 6700000 
LR999945.1 6700001 6800000 
LR999945.1 6800001 6900000 5971
LR999945.1 6900001 7000000 2792
LR999945.1 7000001 7100000 9087
LR999945.1 7100001 7200000 17612
LR999945.1 7200001 7300000 20924
LR999945.1 7300001 7400000 19147
LR999945.1 7400001 7500000 8561
LR999945.1 7500001 7600000 8958
LR999945.1 7600001 7700000 3398
LR999945.1 7700001 7800000 6578
LR999945.1 7800001 7900000 2282
LR999945.1 7900001 8000000 
LR999945.1 8000001 8100000 1380
LR999945.1 8100001 8200000 2423
LR999945.1 8200001 8300000 6023
LR999945.1 8300001 8400000 3212
LR999945.1 8400001 8500000 3572
LR999945.1 8500001 8600000 1541
LR999945.1 8600001 8700000 1544
LR999945.1 8700001 8800000 4552
LR999945.1 8800001 8900000 
LR999945.1 8900001 9000000 
LR999945.1 9000001 9100000 5250
LR999945.1 9100001 9200000 8266
LR999945.1 9200001 9300000 68
LR999945.1 9300001 9400000 7853
LR999945.1 9400001 9500000 9183
LR999945.1 9500001 9600000 10312
LR999945.1 9600001 9700000 9000
LR999945.1 9700001 9800000 7496
LR999945.1 9800001 9900000 1155
LR999945.1 9900001 10000000 5012
LR999945.1 10000001 10100000 21
LR999945.1 10100001 10200000 5169
LR999945.1 10200001 10300000 3148
LR999945.1 10300001 10400000 385
LR999945.1 10400001 10500000 
LR999945.1 10500001 10600000 996
LR999945.1 10600001 10700000 
LR999945.1 10700001 10800000 
LR999945.1 10800001 10900000 
LR999945.1 10900001 11000000 
LR999945.1 11000001 11100000 2717
LR999945.1 11100001 11200000 13213
LR999945.1 11200001 11300000 1503
LR999945.1 11300001 11400000 2675
LR999945.1 11400001 11500000 1946
LR999945.1 11500001 11600000 
LR999945.1 11600001 11700000 2323
LR999945.1 11700001 11800000 
LR999945.1 11800001 11900000 
LR999945.1 11900001 12000000 733
LR999945.1 12000001 12100000 914
LR999945.1 12100001 12200000 
LR999945.1 12200001 12300000 
LR999945.1 12300001 12400000 1308
LR999945.1 12400001 12500000 5372
LR999945.1 12500001 12600000 1917
LR999945.1 12600001 12700000 608
LR999945.1 12700001 12800000 
LR999945.1 12800001 12861081 704
