chrom begin end CDS_length
LR999932.1 1 100000 9823
LR999932.1 100001 200000 2648
LR999932.1 200001 300000 9923
LR999932.1 300001 400000 4976
LR999932.1 400001 500000 721
LR999932.1 500001 600000 
LR999932.1 600001 700000 
LR999932.1 700001 800000 
LR999932.1 800001 900000 
LR999932.1 900001 1000000 7133
LR999932.1 1000001 1100000 7230
LR999932.1 1100001 1200000 17267
LR999932.1 1200001 1300000 372
LR999932.1 1300001 1400000 
LR999932.1 1400001 1500000 
LR999932.1 1500001 1600000 
LR999932.1 1600001 1700000 745
LR999932.1 1700001 1800000 
LR999932.1 1800001 1900000 
LR999932.1 1900001 2000000 456
LR999932.1 2000001 2100000 1056
LR999932.1 2100001 2200000 2603
LR999932.1 2200001 2300000 2210
LR999932.1 2300001 2400000 
LR999932.1 2400001 2500000 
LR999932.1 2500001 2600000 2315
LR999932.1 2600001 2700000 
LR999932.1 2700001 2800000 
LR999932.1 2800001 2900000 
LR999932.1 2900001 3000000 
LR999932.1 3000001 3100000 
LR999932.1 3100001 3200000 3316
LR999932.1 3200001 3300000 10019
LR999932.1 3300001 3400000 7238
LR999932.1 3400001 3500000 8773
LR999932.1 3500001 3600000 4429
LR999932.1 3600001 3700000 4588
LR999932.1 3700001 3800000 6114
LR999932.1 3800001 3900000 12995
LR999932.1 3900001 4000000 8751
LR999932.1 4000001 4100000 
LR999932.1 4100001 4200000 
LR999932.1 4200001 4300000 
LR999932.1 4300001 4400000 3233
LR999932.1 4400001 4500000 5610
LR999932.1 4500001 4600000 2406
LR999932.1 4600001 4700000 13364
LR999932.1 4700001 4800000 5566
LR999932.1 4800001 4900000 19970
LR999932.1 4900001 5000000 13203
LR999932.1 5000001 5100000 1940
LR999932.1 5100001 5200000 
LR999932.1 5200001 5300000 331
LR999932.1 5300001 5400000 1447
LR999932.1 5400001 5500000 20426
LR999932.1 5500001 5600000 9340
LR999932.1 5600001 5700000 15208
LR999932.1 5700001 5800000 8284
LR999932.1 5800001 5900000 8676
LR999932.1 5900001 6000000 3893
LR999932.1 6000001 6100000 1852
LR999932.1 6100001 6200000 2582
LR999932.1 6200001 6300000 6295
LR999932.1 6300001 6400000 8946
LR999932.1 6400001 6500000 7733
LR999932.1 6500001 6600000 4252
LR999932.1 6600001 6700000 16007
LR999932.1 6700001 6800000 14817
LR999932.1 6800001 6900000 14889
LR999932.1 6900001 7000000 
LR999932.1 7000001 7100000 1026
LR999932.1 7100001 7200000 1035
LR999932.1 7200001 7300000 1529
LR999932.1 7300001 7400000 
LR999932.1 7400001 7500000 7728
LR999932.1 7500001 7600000 7681
LR999932.1 7600001 7700000 7908
LR999932.1 7700001 7800000 
LR999932.1 7800001 7900000 1095
LR999932.1 7900001 8000000 19326
LR999932.1 8000001 8100000 3019
LR999932.1 8100001 8200000 3167
LR999932.1 8200001 8300000 5557
LR999932.1 8300001 8400000 7779
LR999932.1 8400001 8500000 13042
LR999932.1 8500001 8600000 3182
LR999932.1 8600001 8700000 
LR999932.1 8700001 8800000 
LR999932.1 8800001 8900000 
LR999932.1 8900001 9000000 3343
LR999932.1 9000001 9100000 650
LR999932.1 9100001 9200000 4125
LR999932.1 9200001 9300000 1168
LR999932.1 9300001 9400000 
LR999932.1 9400001 9500000 832
LR999932.1 9500001 9600000 1650
LR999932.1 9600001 9700000 406
LR999932.1 9700001 9800000 354
LR999932.1 9800001 9900000 6987
LR999932.1 9900001 10000000 7083
LR999932.1 10000001 10100000 1432
LR999932.1 10100001 10200000 8551
LR999932.1 10200001 10300000 1312
LR999932.1 10300001 10400000 
LR999932.1 10400001 10500000 
LR999932.1 10500001 10600000 4482
LR999932.1 10600001 10700000 6815
LR999932.1 10700001 10800000 293
LR999932.1 10800001 10900000 1142
LR999932.1 10900001 11000000 1313
LR999932.1 11000001 11100000 1249
LR999932.1 11100001 11200000 
LR999932.1 11200001 11300000 7367
LR999932.1 11300001 11400000 2680
LR999932.1 11400001 11500000 5038
LR999932.1 11500001 11600000 10678
LR999932.1 11600001 11700000 14731
LR999932.1 11700001 11800000 3500
LR999932.1 11800001 11900000 4894
LR999932.1 11900001 12000000 5031
LR999932.1 12000001 12100000 2081
LR999932.1 12100001 12200000 
LR999932.1 12200001 12300000 760
LR999932.1 12300001 12400000 451
LR999932.1 12400001 12500000 
LR999932.1 12500001 12600000 2955
LR999932.1 12600001 12700000 8339
LR999932.1 12700001 12800000 4519
LR999932.1 12800001 12900000 
LR999932.1 12900001 13000000 
LR999932.1 13000001 13100000 17865
LR999932.1 13100001 13200000 6551
LR999932.1 13200001 13300000 5568
LR999932.1 13300001 13400000 4497
LR999932.1 13400001 13500000 
LR999932.1 13500001 13600000 3931
LR999932.1 13600001 13700000 9483
LR999932.1 13700001 13800000 
LR999932.1 13800001 13900000 
LR999932.1 13900001 14000000 10294
LR999932.1 14000001 14100000 6344
LR999932.1 14100001 14200000 2733
LR999932.1 14200001 14300000 12676
LR999932.1 14300001 14400000 10336
LR999932.1 14400001 14500000 1888
LR999932.1 14500001 14600000 2918
LR999932.1 14600001 14700000 3742
LR999932.1 14700001 14800000 4264
LR999932.1 14800001 14900000 9052
LR999932.1 14900001 15000000 11667
LR999932.1 15000001 15100000 968
LR999932.1 15100001 15200000 4643
LR999932.1 15200001 15300000 1291
LR999932.1 15300001 15400000 426
LR999932.1 15400001 15426761 2429
