chrom begin end CDS_length
LR999948.1 1 100000 4856
LR999948.1 100001 200000 2328
LR999948.1 200001 300000 14196
LR999948.1 300001 400000 3398
LR999948.1 400001 500000 1316
LR999948.1 500001 600000 
LR999948.1 600001 700000 1764
LR999948.1 700001 800000 1884
LR999948.1 800001 900000 
LR999948.1 900001 1000000 
LR999948.1 1000001 1100000 2234
LR999948.1 1100001 1200000 1741
LR999948.1 1200001 1300000 
LR999948.1 1300001 1400000 
LR999948.1 1400001 1500000 1080
LR999948.1 1500001 1600000 
LR999948.1 1600001 1700000 
LR999948.1 1700001 1800000 1328
LR999948.1 1800001 1900000 1049
LR999948.1 1900001 2000000 
LR999948.1 2000001 2100000 3619
LR999948.1 2100001 2200000 1292
LR999948.1 2200001 2300000 923
LR999948.1 2300001 2400000 
LR999948.1 2400001 2500000 683
LR999948.1 2500001 2600000 3213
LR999948.1 2600001 2700000 1005
LR999948.1 2700001 2800000 1532
LR999948.1 2800001 2900000 4319
LR999948.1 2900001 3000000 3508
LR999948.1 3000001 3100000 6672
LR999948.1 3100001 3200000 5486
LR999948.1 3200001 3300000 2678
LR999948.1 3300001 3400000 238
LR999948.1 3400001 3500000 5290
LR999948.1 3500001 3600000 6515
LR999948.1 3600001 3700000 1244
LR999948.1 3700001 3800000 797
LR999948.1 3800001 3900000 644
LR999948.1 3900001 4000000 380
LR999948.1 4000001 4100000 866
LR999948.1 4100001 4200000 1362
LR999948.1 4200001 4300000 3972
LR999948.1 4300001 4400000 4357
LR999948.1 4400001 4500000 3272
LR999948.1 4500001 4600000 2366
LR999948.1 4600001 4700000 
LR999948.1 4700001 4800000 5206
LR999948.1 4800001 4900000 4177
LR999948.1 4900001 5000000 6870
LR999948.1 5000001 5100000 
LR999948.1 5100001 5200000 1034
LR999948.1 5200001 5300000 
LR999948.1 5300001 5400000 3042
LR999948.1 5400001 5500000 377
LR999948.1 5500001 5600000 2060
LR999948.1 5600001 5700000 3058
LR999948.1 5700001 5800000 4908
LR999948.1 5800001 5900000 1701
LR999948.1 5900001 6000000 
LR999948.1 6000001 6100000 
LR999948.1 6100001 6200000 
LR999948.1 6200001 6300000 434
LR999948.1 6300001 6400000 12525
LR999948.1 6400001 6500000 4995
LR999948.1 6500001 6600000 1130
LR999948.1 6600001 6700000 755
LR999948.1 6700001 6800000 1436
LR999948.1 6800001 6900000 2267
LR999948.1 6900001 7000000 1577
LR999948.1 7000001 7100000 6866
LR999948.1 7100001 7200000 2814
LR999948.1 7200001 7300000 5232
LR999948.1 7300001 7400000 
LR999948.1 7400001 7500000 8964
LR999948.1 7500001 7600000 4231
LR999948.1 7600001 7700000 6670
LR999948.1 7700001 7800000 1399
LR999948.1 7800001 7900000 2803
LR999948.1 7900001 8000000 1721
LR999948.1 8000001 8100000 1400
LR999948.1 8100001 8200000 
LR999948.1 8200001 8300000 3356
LR999948.1 8300001 8400000 274
LR999948.1 8400001 8500000 4110
LR999948.1 8500001 8600000 2121
LR999948.1 8600001 8700000 
LR999948.1 8700001 8800000 
LR999948.1 8800001 8900000 1840
LR999948.1 8900001 9000000 682
LR999948.1 9000001 9100000 7611
LR999948.1 9100001 9200000 5318
LR999948.1 9200001 9300000 5793
LR999948.1 9300001 9400000 8989
LR999948.1 9400001 9500000 1936
LR999948.1 9500001 9600000 
LR999948.1 9600001 9700000 2301
LR999948.1 9700001 9800000 1124
LR999948.1 9800001 9900000 
LR999948.1 9900001 10000000 275
LR999948.1 10000001 10100000 
LR999948.1 10100001 10200000 634
LR999948.1 10200001 10300000 
LR999948.1 10300001 10400000 8343
LR999948.1 10400001 10500000 3224
LR999948.1 10500001 10600000 5342
LR999948.1 10600001 10700000 2996
LR999948.1 10700001 10800000 8650
LR999948.1 10800001 10900000 2202
LR999948.1 10900001 11000000 
LR999948.1 11000001 11100000 
LR999948.1 11100001 11200000 4440
LR999948.1 11200001 11300000 5945
LR999948.1 11300001 11326783 2090
