chrom begin end CDS_length
LR999938.1 1 100000 5995
LR999938.1 100001 200000 
LR999938.1 200001 300000 
LR999938.1 300001 400000 
LR999938.1 400001 500000 2139
LR999938.1 500001 600000 5368
LR999938.1 600001 700000 1118
LR999938.1 700001 800000 813
LR999938.1 800001 900000 1738
LR999938.1 900001 1000000 1616
LR999938.1 1000001 1100000 4774
LR999938.1 1100001 1200000 
LR999938.1 1200001 1300000 
LR999938.1 1300001 1400000 5098
LR999938.1 1400001 1500000 4784
LR999938.1 1500001 1600000 527
LR999938.1 1600001 1700000 
LR999938.1 1700001 1800000 616
LR999938.1 1800001 1900000 
LR999938.1 1900001 2000000 590
LR999938.1 2000001 2100000 295
LR999938.1 2100001 2200000 173
LR999938.1 2200001 2300000 2010
LR999938.1 2300001 2400000 11
LR999938.1 2400001 2500000 
LR999938.1 2500001 2600000 
LR999938.1 2600001 2700000 2657
LR999938.1 2700001 2800000 12478
LR999938.1 2800001 2900000 
LR999938.1 2900001 3000000 10844
LR999938.1 3000001 3100000 8356
LR999938.1 3100001 3200000 6220
LR999938.1 3200001 3300000 4029
LR999938.1 3300001 3400000 1421
LR999938.1 3400001 3500000 4085
LR999938.1 3500001 3600000 683
LR999938.1 3600001 3700000 2646
LR999938.1 3700001 3800000 2041
LR999938.1 3800001 3900000 2838
LR999938.1 3900001 4000000 
LR999938.1 4000001 4100000 748
LR999938.1 4100001 4200000 414
LR999938.1 4200001 4300000 7109
LR999938.1 4300001 4400000 
LR999938.1 4400001 4500000 268
LR999938.1 4500001 4600000 3468
LR999938.1 4600001 4700000 1734
LR999938.1 4700001 4800000 1395
LR999938.1 4800001 4900000 1546
LR999938.1 4900001 5000000 2198
LR999938.1 5000001 5100000 
LR999938.1 5100001 5200000 
LR999938.1 5200001 5300000 
LR999938.1 5300001 5400000 
LR999938.1 5400001 5500000 1262
LR999938.1 5500001 5600000 1778
LR999938.1 5600001 5700000 3525
LR999938.1 5700001 5800000 3069
LR999938.1 5800001 5900000 
LR999938.1 5900001 6000000 1273
LR999938.1 6000001 6100000 
LR999938.1 6100001 6200000 1512
LR999938.1 6200001 6300000 5547
LR999938.1 6300001 6400000 
LR999938.1 6400001 6500000 
LR999938.1 6500001 6600000 2570
LR999938.1 6600001 6700000 
LR999938.1 6700001 6800000 2684
LR999938.1 6800001 6900000 10113
LR999938.1 6900001 7000000 3273
LR999938.1 7000001 7100000 1600
LR999938.1 7100001 7200000 2472
LR999938.1 7200001 7300000 6116
LR999938.1 7300001 7400000 574
LR999938.1 7400001 7500000 519
LR999938.1 7500001 7600000 814
LR999938.1 7600001 7700000 10151
LR999938.1 7700001 7800000 
LR999938.1 7800001 7900000 559
LR999938.1 7900001 8000000 2438
LR999938.1 8000001 8100000 1761
LR999938.1 8100001 8200000 1712
LR999938.1 8200001 8300000 5180
LR999938.1 8300001 8400000 5988
LR999938.1 8400001 8500000 10392
LR999938.1 8500001 8600000 8657
LR999938.1 8600001 8700000 2836
LR999938.1 8700001 8800000 949
LR999938.1 8800001 8900000 
LR999938.1 8900001 9000000 814
LR999938.1 9000001 9100000 12511
LR999938.1 9100001 9200000 13667
LR999938.1 9200001 9300000 3539
LR999938.1 9300001 9400000 4180
LR999938.1 9400001 9500000 1254
LR999938.1 9500001 9600000 
LR999938.1 9600001 9700000 1024
LR999938.1 9700001 9800000 747
LR999938.1 9800001 9900000 466
LR999938.1 9900001 10000000 287
LR999938.1 10000001 10100000 
LR999938.1 10100001 10200000 973
LR999938.1 10200001 10300000 1506
LR999938.1 10300001 10400000 635
LR999938.1 10400001 10500000 3392
LR999938.1 10500001 10600000 12627
LR999938.1 10600001 10700000 7109
LR999938.1 10700001 10800000 1340
LR999938.1 10800001 10900000 
LR999938.1 10900001 11000000 321
LR999938.1 11000001 11100000 
LR999938.1 11100001 11200000 
LR999938.1 11200001 11300000 5058
LR999938.1 11300001 11400000 7158
LR999938.1 11400001 11500000 7937
LR999938.1 11500001 11600000 6556
LR999938.1 11600001 11700000 7290
LR999938.1 11700001 11800000 3758
LR999938.1 11800001 11900000 1223
LR999938.1 11900001 12000000 1088
LR999938.1 12000001 12100000 3488
LR999938.1 12100001 12200000 241
LR999938.1 12200001 12300000 
LR999938.1 12300001 12400000 1103
LR999938.1 12400001 12500000 164
LR999938.1 12500001 12600000 3389
LR999938.1 12600001 12700000 10045
LR999938.1 12700001 12800000 5804
LR999938.1 12800001 12900000 10568
LR999938.1 12900001 13000000 10356
LR999938.1 13000001 13100000 3002
LR999938.1 13100001 13200000 10569
LR999938.1 13200001 13300000 6363
LR999938.1 13300001 13400000 3624
LR999938.1 13400001 13500000 2958
LR999938.1 13500001 13600000 3161
LR999938.1 13600001 13700000 260
LR999938.1 13700001 13800000 2442
LR999938.1 13800001 13900000 1164
LR999938.1 13900001 14000000 4913
LR999938.1 14000001 14100000 5222
LR999938.1 14100001 14200000 1347
LR999938.1 14200001 14300000 1771
LR999938.1 14300001 14400000 4158
LR999938.1 14400001 14500000 5392
LR999938.1 14500001 14600000 10020
LR999938.1 14600001 14605406 
