chrom begin end CDS_length
LR999954.1 1 100000 4104
LR999954.1 100001 200000 4670
LR999954.1 200001 300000 
LR999954.1 300001 400000 6727
LR999954.1 400001 500000 128
LR999954.1 500001 600000 9015
LR999954.1 600001 700000 1873
LR999954.1 700001 800000 4714
LR999954.1 800001 900000 2174
LR999954.1 900001 1000000 182
LR999954.1 1000001 1100000 4864
LR999954.1 1100001 1200000 3550
LR999954.1 1200001 1300000 3135
LR999954.1 1300001 1400000 6138
LR999954.1 1400001 1500000 3793
LR999954.1 1500001 1600000 4185
LR999954.1 1600001 1700000 5572
LR999954.1 1700001 1800000 988
LR999954.1 1800001 1900000 2336
LR999954.1 1900001 2000000 3713
LR999954.1 2000001 2100000 4124
LR999954.1 2100001 2200000 3288
LR999954.1 2200001 2300000 3919
LR999954.1 2300001 2400000 3670
LR999954.1 2400001 2500000 2973
LR999954.1 2500001 2600000 5921
LR999954.1 2600001 2700000 
LR999954.1 2700001 2800000 634
LR999954.1 2800001 2900000 1727
LR999954.1 2900001 3000000 1795
LR999954.1 3000001 3100000 3532
LR999954.1 3100001 3200000 5217
LR999954.1 3200001 3300000 3042
LR999954.1 3300001 3400000 1657
LR999954.1 3400001 3500000 3248
LR999954.1 3500001 3600000 4429
LR999954.1 3600001 3700000 3981
LR999954.1 3700001 3800000 2366
LR999954.1 3800001 3900000 
LR999954.1 3900001 4000000 1296
LR999954.1 4000001 4100000 4690
LR999954.1 4100001 4200000 4256
LR999954.1 4200001 4300000 3841
LR999954.1 4300001 4400000 2448
LR999954.1 4400001 4500000 
LR999954.1 4500001 4600000 281
LR999954.1 4600001 4700000 4515
LR999954.1 4700001 4800000 613
LR999954.1 4800001 4900000 2742
LR999954.1 4900001 5000000 5873
LR999954.1 5000001 5100000 1859
LR999954.1 5100001 5200000 
LR999954.1 5200001 5300000 
LR999954.1 5300001 5400000 
LR999954.1 5400001 5500000 
LR999954.1 5500001 5600000 
LR999954.1 5600001 5700000 
LR999954.1 5700001 5800000 32
LR999954.1 5800001 5900000 2545
LR999954.1 5900001 6000000 3410
LR999954.1 6000001 6100000 
LR999954.1 6100001 6200000 2567
LR999954.1 6200001 6300000 1552
LR999954.1 6300001 6400000 4608
LR999954.1 6400001 6500000 2447
LR999954.1 6500001 6600000 3890
LR999954.1 6600001 6700000 2213
LR999954.1 6700001 6800000 4442
LR999954.1 6800001 6900000 1765
LR999954.1 6900001 7000000 3465
LR999954.1 7000001 7100000 516
LR999954.1 7100001 7200000 6041
LR999954.1 7200001 7300000 8411
LR999954.1 7300001 7379297 1890
