chrom begin end CDS_length
LR999931.1 1 100000 1867
LR999931.1 100001 200000 
LR999931.1 200001 300000 
LR999931.1 300001 400000 1372
LR999931.1 400001 500000 955
LR999931.1 500001 600000 1908
LR999931.1 600001 700000 1137
LR999931.1 700001 800000 6715
LR999931.1 800001 900000 3749
LR999931.1 900001 1000000 2614
LR999931.1 1000001 1100000 6138
LR999931.1 1100001 1200000 3761
LR999931.1 1200001 1300000 6595
LR999931.1 1300001 1400000 5873
LR999931.1 1400001 1500000 13541
LR999931.1 1500001 1600000 8654
LR999931.1 1600001 1700000 2042
LR999931.1 1700001 1800000 8790
LR999931.1 1800001 1900000 4696
LR999931.1 1900001 2000000 7792
LR999931.1 2000001 2100000 
LR999931.1 2100001 2200000 
LR999931.1 2200001 2300000 3662
LR999931.1 2300001 2400000 7892
LR999931.1 2400001 2500000 5707
LR999931.1 2500001 2600000 980
LR999931.1 2600001 2700000 
LR999931.1 2700001 2800000 
LR999931.1 2800001 2900000 
LR999931.1 2900001 3000000 
LR999931.1 3000001 3100000 785
LR999931.1 3100001 3200000 
LR999931.1 3200001 3300000 
LR999931.1 3300001 3400000 6516
LR999931.1 3400001 3500000 
LR999931.1 3500001 3600000 174
LR999931.1 3600001 3700000 943
LR999931.1 3700001 3800000 5493
LR999931.1 3800001 3900000 5046
LR999931.1 3900001 4000000 983
LR999931.1 4000001 4100000 2350
LR999931.1 4100001 4200000 5047
LR999931.1 4200001 4300000 4121
LR999931.1 4300001 4400000 503
LR999931.1 4400001 4500000 18107
LR999931.1 4500001 4600000 1670
LR999931.1 4600001 4700000 10512
LR999931.1 4700001 4800000 
LR999931.1 4800001 4900000 1029
LR999931.1 4900001 5000000 12424
LR999931.1 5000001 5100000 7564
LR999931.1 5100001 5200000 
LR999931.1 5200001 5300000 7373
LR999931.1 5300001 5400000 19699
LR999931.1 5400001 5500000 15462
LR999931.1 5500001 5600000 14189
LR999931.1 5600001 5700000 9766
LR999931.1 5700001 5800000 
LR999931.1 5800001 5900000 8993
LR999931.1 5900001 6000000 8226
LR999931.1 6000001 6100000 6829
LR999931.1 6100001 6200000 262
LR999931.1 6200001 6300000 
LR999931.1 6300001 6400000 
LR999931.1 6400001 6500000 4605
LR999931.1 6500001 6600000 9126
LR999931.1 6600001 6700000 18166
LR999931.1 6700001 6800000 1804
LR999931.1 6800001 6900000 1668
LR999931.1 6900001 7000000 1943
LR999931.1 7000001 7100000 4682
LR999931.1 7100001 7200000 14026
LR999931.1 7200001 7300000 15134
LR999931.1 7300001 7400000 26038
LR999931.1 7400001 7500000 
LR999931.1 7500001 7600000 7110
LR999931.1 7600001 7700000 23845
LR999931.1 7700001 7800000 10112
LR999931.1 7800001 7900000 3675
LR999931.1 7900001 8000000 
LR999931.1 8000001 8100000 1646
LR999931.1 8100001 8200000 15943
LR999931.1 8200001 8300000 6183
LR999931.1 8300001 8400000 9947
LR999931.1 8400001 8500000 6644
LR999931.1 8500001 8600000 1360
LR999931.1 8600001 8700000 
LR999931.1 8700001 8800000 8122
LR999931.1 8800001 8900000 3002
LR999931.1 8900001 9000000 12
LR999931.1 9000001 9100000 4800
LR999931.1 9100001 9200000 8339
LR999931.1 9200001 9300000 18953
LR999931.1 9300001 9400000 
LR999931.1 9400001 9500000 14696
LR999931.1 9500001 9600000 19369
LR999931.1 9600001 9700000 
LR999931.1 9700001 9800000 9024
LR999931.1 9800001 9900000 17351
LR999931.1 9900001 10000000 3369
LR999931.1 10000001 10100000 7624
LR999931.1 10100001 10200000 9556
LR999931.1 10200001 10300000 5187
LR999931.1 10300001 10400000 302
LR999931.1 10400001 10500000 8875
LR999931.1 10500001 10600000 15604
LR999931.1 10600001 10700000 14875
LR999931.1 10700001 10800000 8908
LR999931.1 10800001 10900000 18384
LR999931.1 10900001 11000000 1894
LR999931.1 11000001 11100000 8615
LR999931.1 11100001 11200000 2194
LR999931.1 11200001 11300000 15091
LR999931.1 11300001 11400000 9009
LR999931.1 11400001 11500000 15402
LR999931.1 11500001 11600000 4473
LR999931.1 11600001 11700000 20820
LR999931.1 11700001 11800000 24376
LR999931.1 11800001 11900000 15701
LR999931.1 11900001 12000000 11247
LR999931.1 12000001 12100000 2127
LR999931.1 12100001 12200000 4298
LR999931.1 12200001 12300000 5386
LR999931.1 12300001 12400000 4634
LR999931.1 12400001 12500000 
LR999931.1 12500001 12600000 
LR999931.1 12600001 12700000 
LR999931.1 12700001 12800000 485
LR999931.1 12800001 12900000 2009
LR999931.1 12900001 13000000 1943
LR999931.1 13000001 13100000 
LR999931.1 13100001 13200000 13562
LR999931.1 13200001 13300000 5583
LR999931.1 13300001 13400000 
LR999931.1 13400001 13500000 
LR999931.1 13500001 13600000 446
LR999931.1 13600001 13700000 
LR999931.1 13700001 13800000 
LR999931.1 13800001 13900000 426
LR999931.1 13900001 14000000 1180
LR999931.1 14000001 14100000 
LR999931.1 14100001 14200000 1578
LR999931.1 14200001 14300000 8753
LR999931.1 14300001 14400000 18100
LR999931.1 14400001 14500000 
LR999931.1 14500001 14600000 2235
LR999931.1 14600001 14700000 4228
LR999931.1 14700001 14800000 8297
LR999931.1 14800001 14900000 264
LR999931.1 14900001 15000000 1704
LR999931.1 15000001 15100000 847
LR999931.1 15100001 15200000 
LR999931.1 15200001 15300000 
LR999931.1 15300001 15400000 1296
LR999931.1 15400001 15500000 3486
LR999931.1 15500001 15572524 3097
