ID=Vcard_DToL00074-RA;em_target=7091.BGIBMGA001503-TA;em_score=432.2;em_evalue=6.3e-118;em_tcov=89.7;em_searcher=diamond;em_OGs=2E3ED@1|root,2SAHD@2759|Eukaryota,3A7DI@33154|Opisthokonta,3BT4U@33208|Metazoa;em_COG_cat=S;em_desc=Endonuclease-reverse_transcriptase;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=;em_PFAMs=Exo_endo_phos_2
ID=Vcard_DToL00076-RA;em_target=7091.BGIBMGA001503-TA;em_score=448.7;em_evalue=3e-123;em_tcov=81.3;em_searcher=diamond;em_OGs=2E3ED@1|root,2SAHD@2759|Eukaryota,3A7DI@33154|Opisthokonta,3BT4U@33208|Metazoa;em_COG_cat=S;em_desc=Endonuclease-reverse_transcriptase;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=;em_PFAMs=Exo_endo_phos_2
ID=Vcard_DToL00149-RA;em_target=7029.ACYPI44148-PA;em_score=60.8;em_evalue=3.9e-07;em_tcov=24.7;em_searcher=diamond;em_OGs=COG0507@1|root,KOG0987@2759|Eukaryota;em_COG_cat=L;em_desc=G-quadruplex_DNA_unwinding;em_max_annot_lvl=2759|Eukaryota;em_Preferred_name=;em_PFAMs=Helitron_like_N,PIF1;em_EC=3.1.4.2;em_KEGG_ko=ko:K18695;em_KEGG_Pathway=ko00564,ko05231,map00564,map05231;em_KEGG_Reaction=R01030,R01470;em_KEGG_rclass=RC00017,RC00425;em_BRITE=ko00000,ko00001,ko01000
ID=Vcard_DToL00324-RA;em_target=13037.EHJ77038;em_score=307.4;em_evalue=1.2e-80;em_tcov=32.1;em_searcher=diamond;em_OGs=28IKI@1|root,2QQXF@2759|Eukaryota,39WED@33154|Opisthokonta,3BFER@33208|Metazoa,3D3U6@33213|Bilateria,41WNJ@6656|Arthropoda,3SGB7@50557|Insecta,448VY@7088|Lepidoptera;em_COG_cat=A;em_desc=zinc_finger;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=;em_PFAMs=;em_GOs=GO:0000003,GO:0000118,GO:0000122,GO:0000228,GO:0000785,GO:0000790,GO:0002119,GO:0002164,GO:0003006,GO:0003674,GO:0003676,GO:0003682,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005700,GO:0006355,GO:0006357,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007548,GO:0008134,GO:0008150,GO:0008406,GO:0009791,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009994,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016581,GO:0017053,GO:0017151,GO:0019219,GO:0019222,GO:0019899,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0040025,GO:0040035,GO:0042802,GO:0042826,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044703,GO:0045137,GO:0045892,GO:0045934,GO:0048468,GO:0048477,GO:0048513,GO:0048519,GO:0048523,GO:0048569,GO:0048599,GO:0048608,GO:0048609,GO:0048731,GO:0048806,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0060255,GO:0061458,GO:0065007,GO:0070013,GO:0070603,GO:0080090,GO:0090545,GO:0090568,GO:0097159,GO:1901363,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1904949,GO:2000112,GO:2000113,GO:2001141
ID=Vcard_DToL00325-RA;em_target=13037.EHJ77038;em_score=656.8;em_evalue=6.8e-186;em_tcov=44.0;em_searcher=diamond;em_OGs=28IKI@1|root,2QQXF@2759|Eukaryota,39WED@33154|Opisthokonta,3BFER@33208|Metazoa,3D3U6@33213|Bilateria,41WNJ@6656|Arthropoda,3SGB7@50557|Insecta,448VY@7088|Lepidoptera;em_COG_cat=A;em_desc=zinc_finger;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=;em_PFAMs=;em_GOs=GO:0000003,GO:0000118,GO:0000122,GO:0000228,GO:0000785,GO:0000790,GO:0002119,GO:0002164,GO:0003006,GO:0003674,GO:0003676,GO:0003682,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005700,GO:0006355,GO:0006357,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007548,GO:0008134,GO:0008150,GO:0008406,GO:0009791,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009994,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016581,GO:0017053,GO:0017151,GO:0019219,GO:0019222,GO:0019899,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0040025,GO:0040035,GO:0042802,GO:0042826,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044703,GO:0045137,GO:0045892,GO:0045934,GO:0048468,GO:0048477,GO:0048513,GO:0048519,GO:0048523,GO:0048569,GO:0048599,GO:0048608,GO:0048609,GO:0048731,GO:0048806,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0060255,GO:0061458,GO:0065007,GO:0070013,GO:0070603,GO:0080090,GO:0090545,GO:0090568,GO:0097159,GO:1901363,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1904949,GO:2000112,GO:2000113,GO:2001141
ID=Vcard_DToL00355-RA;em_target=7029.ACYPI071743-PA;em_score=69.7;em_evalue=2.2e-09;em_tcov=24.1;em_searcher=diamond;em_OGs=KOG3105@1|root,KOG3105@2759|Eukaryota,39V1H@33154|Opisthokonta,3BJWN@33208|Metazoa,3D5B0@33213|Bilateria,41UKY@6656|Arthropoda,3SJNM@50557|Insecta;em_COG_cat=S;em_desc=Encoded_by;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=;em_PFAMs=DDE_1,HTH_Tnp_Tc5,HTH_psq
ID=Vcard_DToL00631-RA;em_target=7029.ACYPI24664-PA;em_score=450.3;em_evalue=1.4e-123;em_tcov=78.5;em_searcher=diamond;em_OGs=KOG3105@1|root,KOG3105@2759|Eukaryota,38DQS@33154|Opisthokonta,3BGR7@33208|Metazoa,3D3JB@33213|Bilateria;em_COG_cat=S;em_desc=DDE_superfamily_endonuclease;em_max_annot_lvl=33208|Metazoa;em_PFAMs=DDE_1;em_Preferred_name=
ID=Vcard_DToL00639-RA;em_target=34740.HMEL007236-PA;em_score=369.0;em_evalue=1.9e-99;em_tcov=44.9;em_searcher=diamond;em_OGs=COG0465@1|root,KOG0731@2759|Eukaryota,38DIS@33154|Opisthokonta,3B979@33208|Metazoa,3CVMW@33213|Bilateria,41WZM@6656|Arthropoda,3SHCN@50557|Insecta,444JE@7088|Lepidoptera;em_COG_cat=O;em_desc=Peptidase_family_M41;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=SPG7;em_KEGG_ko=ko:K09552;em_BRITE=ko00000,ko01000,ko01002,ko03110;em_PFAMs=AAA,FtsH_ext,Peptidase_M41;em_GOs=GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005745,GO:0005757,GO:0006508,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006839,GO:0006851,GO:0006928,GO:0006996,GO:0007005,GO:0007006,GO:0007017,GO:0007018,GO:0007155,GO:0007275,GO:0007399,GO:0008088,GO:0008089,GO:0008150,GO:0008152,GO:0008219,GO:0008233,GO:0008237,GO:0009987,GO:0010970,GO:0012501,GO:0016020,GO:0016021,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0019866,GO:0022610,GO:0030001,GO:0030155,GO:0030705,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031304,GO:0031305,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0032592,GO:0032991,GO:0034220,GO:0035794,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0046902,GO:0046907,GO:0046930,GO:0048731,GO:0048856,GO:0050789,GO:0051082,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0061024,GO:0065007,GO:0065008,GO:0070011,GO:0070588,GO:0070838,GO:0071704,GO:0071840,GO:0072511,GO:0090559,GO:0098573,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098798,GO:0098800,GO:0098930,GO:0099111,GO:0140096,GO:1901564,GO:1902494,GO:1902686,GO:1905368,GO:1905710
ID=Vcard_DToL00640-RA;em_target=13037.EHJ78316;em_score=815.1;em_evalue=1.7e-233;em_tcov=59.1;em_searcher=diamond;em_OGs=COG0465@1|root,KOG0731@2759|Eukaryota,38DIS@33154|Opisthokonta,3B979@33208|Metazoa,3CVMW@33213|Bilateria,41WZM@6656|Arthropoda,3SHCN@50557|Insecta,444JE@7088|Lepidoptera;em_COG_cat=O;em_desc=Peptidase_family_M41;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=SPG7;em_KEGG_ko=ko:K09552;em_BRITE=ko00000,ko01000,ko01002,ko03110;em_PFAMs=AAA,FtsH_ext,Peptidase_M41;em_GOs=GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005745,GO:0005757,GO:0006508,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006839,GO:0006851,GO:0006928,GO:0006996,GO:0007005,GO:0007006,GO:0007017,GO:0007018,GO:0007155,GO:0007275,GO:0007399,GO:0008088,GO:0008089,GO:0008150,GO:0008152,GO:0008219,GO:0008233,GO:0008237,GO:0009987,GO:0010970,GO:0012501,GO:0016020,GO:0016021,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0019866,GO:0022610,GO:0030001,GO:0030155,GO:0030705,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031304,GO:0031305,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0032592,GO:0032991,GO:0034220,GO:0035794,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0046902,GO:0046907,GO:0046930,GO:0048731,GO:0048856,GO:0050789,GO:0051082,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0061024,GO:0065007,GO:0065008,GO:0070011,GO:0070588,GO:0070838,GO:0071704,GO:0071840,GO:0072511,GO:0090559,GO:0098573,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098798,GO:0098800,GO:0098930,GO:0099111,GO:0140096,GO:1901564,GO:1902494,GO:1902686,GO:1905368,GO:1905710
ID=Vcard_DToL00714-RA;em_target=7029.ACYPI064640-PA;em_score=91.3;em_evalue=2.9e-16;em_tcov=39.7;em_searcher=diamond;em_OGs=KOG4585@1|root,KOG4585@2759|Eukaryota;em_COG_cat=B;em_desc=nuclease_activity;em_max_annot_lvl=2759|Eukaryota;em_Preferred_name=;em_PFAMs=DDE_Tnp_4
ID=Vcard_DToL00800-RA;em_target=7091.BGIBMGA001503-TA;em_score=457.2;em_evalue=1.9e-125;em_tcov=90.1;em_searcher=diamond;em_OGs=2E3ED@1|root,2SAHD@2759|Eukaryota,3A7DI@33154|Opisthokonta,3BT4U@33208|Metazoa;em_COG_cat=S;em_desc=Endonuclease-reverse_transcriptase;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=;em_PFAMs=Exo_endo_phos_2
ID=Vcard_DToL00802-RA;em_target=7091.BGIBMGA007855-TA;em_score=144.1;em_evalue=1.2e-31;em_tcov=77.4;em_searcher=diamond;em_OGs=2DT71@1|root,2S6HF@2759|Eukaryota,3984G@33154|Opisthokonta,3CCDA@33208|Metazoa,3DTPH@33213|Bilateria,429SM@6656|Arthropoda,3SRRX@50557|Insecta,44A7J@7088|Lepidoptera;em_COG_cat=None;em_desc=None;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=;em_PFAMs=
ID=Vcard_DToL00803-RA;em_target=7029.ACYPI064640-PA;em_score=91.3;em_evalue=2.9e-16;em_tcov=39.7;em_searcher=diamond;em_OGs=KOG4585@1|root,KOG4585@2759|Eukaryota;em_COG_cat=B;em_desc=nuclease_activity;em_max_annot_lvl=2759|Eukaryota;em_Preferred_name=;em_PFAMs=DDE_Tnp_4
