chrom begin end count_gene length_gene
LR999945.1 1 100000 1 4667
LR999945.1 100001 200000 0 
LR999945.1 200001 300000 5 19858
LR999945.1 300001 400000 5 29069
LR999945.1 400001 500000 4 13286
LR999945.1 500001 600000 5 31439
LR999945.1 600001 700000 4 13996
LR999945.1 700001 800000 3 31730
LR999945.1 800001 900000 7 58901
LR999945.1 900001 1000000 7 27659
LR999945.1 1000001 1100000 7 52519
LR999945.1 1100001 1200000 2 31084
LR999945.1 1200001 1300000 0 
LR999945.1 1300001 1400000 2 9932
LR999945.1 1400001 1500000 4 33906
LR999945.1 1500001 1600000 9 51657
LR999945.1 1600001 1700000 3 70670
LR999945.1 1700001 1800000 4 41312
LR999945.1 1800001 1900000 1 1667
LR999945.1 1900001 2000000 1 30061
LR999945.1 2000001 2100000 1 11125
LR999945.1 2100001 2200000 0 
LR999945.1 2200001 2300000 0 
LR999945.1 2300001 2400000 3 39618
LR999945.1 2400001 2500000 0 
LR999945.1 2500001 2600000 0 
LR999945.1 2600001 2700000 1 2830
LR999945.1 2700001 2800000 0 
LR999945.1 2800001 2900000 6 16131
LR999945.1 2900001 3000000 2 11348
LR999945.1 3000001 3100000 5 42367
LR999945.1 3100001 3200000 6 30922
LR999945.1 3200001 3300000 0 
LR999945.1 3300001 3400000 3 15648
LR999945.1 3400001 3500000 9 50430
LR999945.1 3500001 3600000 2 3386
LR999945.1 3600001 3700000 0 
LR999945.1 3700001 3800000 0 
LR999945.1 3800001 3900000 2 13871
LR999945.1 3900001 4000000 0 
LR999945.1 4000001 4100000 0 
LR999945.1 4100001 4200000 0 
LR999945.1 4200001 4300000 11 41267
LR999945.1 4300001 4400000 3 16095
LR999945.1 4400001 4500000 0 
LR999945.1 4500001 4600000 1 1288
LR999945.1 4600001 4700000 7 30491
LR999945.1 4700001 4800000 18 51277
LR999945.1 4800001 4900000 15 39312
LR999945.1 4900001 5000000 8 39023
LR999945.1 5000001 5100000 10 46414
LR999945.1 5100001 5200000 3 19177
LR999945.1 5200001 5300000 5 8362
LR999945.1 5300001 5400000 1 980
LR999945.1 5400001 5500000 0 
LR999945.1 5500001 5600000 8 40773
LR999945.1 5600001 5700000 6 36047
LR999945.1 5700001 5800000 5 16894
LR999945.1 5800001 5900000 5 16727
LR999945.1 5900001 6000000 7 29908
LR999945.1 6000001 6100000 6 16686
LR999945.1 6100001 6200000 0 
LR999945.1 6200001 6300000 0 
LR999945.1 6300001 6400000 1 8703
LR999945.1 6400001 6500000 0 
LR999945.1 6500001 6600000 1 1783
LR999945.1 6600001 6700000 0 
LR999945.1 6700001 6800000 0 
LR999945.1 6800001 6900000 4 10264
LR999945.1 6900001 7000000 2 7671
LR999945.1 7000001 7100000 4 32409
LR999945.1 7100001 7200000 16 46245
LR999945.1 7200001 7300000 10 55381
LR999945.1 7300001 7400000 8 38035
LR999945.1 7400001 7500000 10 40472
LR999945.1 7500001 7600000 5 34179
LR999945.1 7600001 7700000 3 11904
LR999945.1 7700001 7800000 7 33518
LR999945.1 7800001 7900000 1 1310
LR999945.1 7900001 8000000 0 
LR999945.1 8000001 8100000 2 3081
LR999945.1 8100001 8200000 2 1864
LR999945.1 8200001 8300000 1 4199
LR999945.1 8300001 8400000 3 15590
LR999945.1 8400001 8500000 5 15309
LR999945.1 8500001 8600000 1 2250
LR999945.1 8600001 8700000 1 647
LR999945.1 8700001 8800000 3 4648
LR999945.1 8800001 8900000 0 
LR999945.1 8900001 9000000 0 
LR999945.1 9000001 9100000 2 5355
LR999945.1 9100001 9200000 8 33373
LR999945.1 9200001 9300000 0 
LR999945.1 9300001 9400000 3 25340
LR999945.1 9400001 9500000 8 60070
LR999945.1 9500001 9600000 0 
LR999945.1 9600001 9700000 3 5733
LR999945.1 9700001 9800000 1 3174
LR999945.1 9800001 9900000 2 58308
LR999945.1 9900001 10000000 5 41927
LR999945.1 10000001 10100000 0 
LR999945.1 10100001 10200000 5 30832
LR999945.1 10200001 10300000 1 10950
LR999945.1 10300001 10400000 1 2807
LR999945.1 10400001 10500000 0 
LR999945.1 10500001 10600000 1 5454
LR999945.1 10600001 10700000 0 
LR999945.1 10700001 10800000 0 
LR999945.1 10800001 10900000 0 
LR999945.1 10900001 11000000 0 
LR999945.1 11000001 11100000 3 16024
LR999945.1 11100001 11200000 14 57010
LR999945.1 11200001 11300000 2 2806
LR999945.1 11300001 11400000 0 
LR999945.1 11400001 11500000 1 1946
LR999945.1 11500001 11600000 0 
LR999945.1 11600001 11700000 2 28690
LR999945.1 11700001 11800000 0 
LR999945.1 11800001 11900000 0 
LR999945.1 11900001 12000000 0 
LR999945.1 12000001 12100000 0 
LR999945.1 12100001 12200000 0 
LR999945.1 12200001 12300000 0 
LR999945.1 12300001 12400000 2 22735
LR999945.1 12400001 12500000 4 24479
LR999945.1 12500001 12600000 4 17984
LR999945.1 12600001 12700000 1 608
LR999945.1 12700001 12800000 0 
LR999945.1 12800001 12861081 1 1576
