chrom begin end count_gene length_gene
LR999925.1 1 100000 2 3030
LR999925.1 100001 200000 2 9285
LR999925.1 200001 300000 1 314
LR999925.1 300001 400000 1 140
LR999925.1 400001 500000 1 3480
LR999925.1 500001 600000 1 8858
LR999925.1 600001 700000 1 11473
LR999925.1 700001 800000 4 22895
LR999925.1 800001 900000 0 
LR999925.1 900001 1000000 0 
LR999925.1 1000001 1100000 8 38579
LR999925.1 1100001 1200000 2 2560
LR999925.1 1200001 1300000 1 3868
LR999925.1 1300001 1400000 0 
LR999925.1 1400001 1500000 0 
LR999925.1 1500001 1600000 1 3962
LR999925.1 1600001 1700000 0 
LR999925.1 1700001 1800000 5 11549
LR999925.1 1800001 1900000 3 6580
LR999925.1 1900001 2000000 5 26992
LR999925.1 2000001 2100000 5 18128
LR999925.1 2100001 2200000 3 9307
LR999925.1 2200001 2300000 1 389
LR999925.1 2300001 2400000 1 2975
LR999925.1 2400001 2500000 0 
LR999925.1 2500001 2600000 4 19563
LR999925.1 2600001 2700000 4 16916
LR999925.1 2700001 2800000 3 7695
LR999925.1 2800001 2900000 6 31116
LR999925.1 2900001 3000000 4 13838
LR999925.1 3000001 3100000 3 10403
LR999925.1 3100001 3200000 5 23507
LR999925.1 3200001 3300000 3 3796
LR999925.1 3300001 3400000 0 
LR999925.1 3400001 3500000 9 41172
LR999925.1 3500001 3600000 7 32353
LR999925.1 3600001 3700000 1 4902
LR999925.1 3700001 3800000 2 9787
LR999925.1 3800001 3900000 0 
LR999925.1 3900001 4000000 4 23588
LR999925.1 4000001 4100000 3 18692
LR999925.1 4100001 4200000 2 5689
LR999925.1 4200001 4300000 3 11522
LR999925.1 4300001 4400000 7 27282
LR999925.1 4400001 4500000 0 
LR999925.1 4500001 4600000 12 38401
LR999925.1 4600001 4700000 13 41350
LR999925.1 4700001 4800000 7 26325
LR999925.1 4800001 4900000 7 22198
LR999925.1 4900001 5000000 6 16974
LR999925.1 5000001 5100000 6 26388
LR999925.1 5100001 5200000 4 4005
LR999925.1 5200001 5300000 7 17456
LR999925.1 5300001 5400000 10 45623
LR999925.1 5400001 5500000 7 36461
LR999925.1 5500001 5600000 2 17111
LR999925.1 5600001 5700000 7 29671
LR999925.1 5700001 5800000 2 4758
LR999925.1 5800001 5900000 1 3355
LR999925.1 5900001 6000000 1 2453
LR999925.1 6000001 6100000 1 6600
LR999925.1 6100001 6200000 6 32672
LR999925.1 6200001 6300000 7 17573
LR999925.1 6300001 6400000 6 48501
LR999925.1 6400001 6500000 7 33709
LR999925.1 6500001 6600000 9 38782
LR999925.1 6600001 6700000 4 9220
LR999925.1 6700001 6800000 0 
LR999925.1 6800001 6900000 2 4709
LR999925.1 6900001 7000000 1 513
LR999925.1 7000001 7100000 3 18946
LR999925.1 7100001 7200000 1 6505
LR999925.1 7200001 7300000 3 9864
LR999925.1 7300001 7400000 0 
LR999925.1 7400001 7500000 4 7705
LR999925.1 7500001 7600000 4 11645
LR999925.1 7600001 7700000 2 16696
LR999925.1 7700001 7800000 4 12117
LR999925.1 7800001 7900000 2 25476
LR999925.1 7900001 8000000 4 13560
LR999925.1 8000001 8100000 5 16758
LR999925.1 8100001 8200000 4 15981
LR999925.1 8200001 8300000 8 28344
LR999925.1 8300001 8400000 3 3664
LR999925.1 8400001 8500000 0 
LR999925.1 8500001 8600000 6 22094
LR999925.1 8600001 8700000 2 6154
LR999925.1 8700001 8800000 3 3385
LR999925.1 8800001 8900000 9 29467
LR999925.1 8900001 9000000 6 42381
LR999925.1 9000001 9100000 0 
LR999925.1 9100001 9200000 1 4586
LR999925.1 9200001 9300000 3 18804
LR999925.1 9300001 9400000 5 35555
LR999925.1 9400001 9500000 1 645
LR999925.1 9500001 9600000 4 17903
LR999925.1 9600001 9700000 0 
LR999925.1 9700001 9800000 0 
LR999925.1 9800001 9900000 0 
LR999925.1 9900001 10000000 2 8627
LR999925.1 10000001 10100000 1 7255
LR999925.1 10100001 10200000 1 3730
LR999925.1 10200001 10300000 2 14346
LR999925.1 10300001 10400000 0 
LR999925.1 10400001 10500000 7 39966
LR999925.1 10500001 10600000 4 14691
LR999925.1 10600001 10700000 2 4482
LR999925.1 10700001 10800000 3 10638
LR999925.1 10800001 10900000 6 22226
LR999925.1 10900001 11000000 7 22141
LR999925.1 11000001 11100000 6 25298
LR999925.1 11100001 11200000 1 2522
LR999925.1 11200001 11300000 0 
LR999925.1 11300001 11400000 3 10179
LR999925.1 11400001 11500000 0 
LR999925.1 11500001 11600000 7 43340
LR999925.1 11600001 11700000 7 42316
LR999925.1 11700001 11800000 8 31806
LR999925.1 11800001 11900000 7 25870
LR999925.1 11900001 12000000 1 1730
LR999925.1 12000001 12100000 0 
LR999925.1 12100001 12200000 1 3159
LR999925.1 12200001 12300000 0 
LR999925.1 12300001 12400000 3 16377
LR999925.1 12400001 12500000 0 
LR999925.1 12500001 12600000 0 
LR999925.1 12600001 12700000 1 5638
LR999925.1 12700001 12800000 2 6370
LR999925.1 12800001 12900000 12 61557
LR999925.1 12900001 13000000 8 33858
LR999925.1 13000001 13100000 7 19775
LR999925.1 13100001 13200000 2 6964
LR999925.1 13200001 13300000 1 4618
LR999925.1 13300001 13400000 1 2049
LR999925.1 13400001 13500000 1 2971
LR999925.1 13500001 13600000 1 1861
LR999925.1 13600001 13700000 1 3373
LR999925.1 13700001 13800000 1 9079
LR999925.1 13800001 13900000 1 608
LR999925.1 13900001 14000000 1 2487
LR999925.1 14000001 14100000 8 22686
LR999925.1 14100001 14200000 5 12328
LR999925.1 14200001 14300000 4 7654
LR999925.1 14300001 14400000 6 31399
LR999925.1 14400001 14500000 6 24778
LR999925.1 14500001 14600000 4 17174
LR999925.1 14600001 14700000 5 15482
LR999925.1 14700001 14800000 1 1544
LR999925.1 14800001 14900000 4 7054
LR999925.1 14900001 15000000 19 68755
LR999925.1 15000001 15100000 8 30919
LR999925.1 15100001 15200000 5 21707
LR999925.1 15200001 15300000 2 1610
LR999925.1 15300001 15400000 2 4740
LR999925.1 15400001 15500000 1 8945
LR999925.1 15500001 15600000 6 20019
LR999925.1 15600001 15700000 5 31127
LR999925.1 15700001 15800000 4 18243
LR999925.1 15800001 15900000 0 
LR999925.1 15900001 16000000 6 34332
LR999925.1 16000001 16100000 4 13282
LR999925.1 16100001 16200000 0 
LR999925.1 16200001 16300000 0 
LR999925.1 16300001 16400000 0 
LR999925.1 16400001 16500000 0 
LR999925.1 16500001 16600000 11 28852
LR999925.1 16600001 16607008 0 
