chrom begin end count_gene length_gene
LR999953.1 1 100000 5 39813
LR999953.1 100001 200000 2 10038
LR999953.1 200001 300000 4 24907
LR999953.1 300001 400000 3 24868
LR999953.1 400001 500000 5 67124
LR999953.1 500001 600000 5 30156
LR999953.1 600001 700000 6 36339
LR999953.1 700001 800000 3 8542
LR999953.1 800001 900000 3 6191
LR999953.1 900001 1000000 5 69442
LR999953.1 1000001 1100000 5 28453
LR999953.1 1100001 1200000 2 18656
LR999953.1 1200001 1300000 3 28542
LR999953.1 1300001 1400000 4 19197
LR999953.1 1400001 1500000 3 37613
LR999953.1 1500001 1600000 5 27177
LR999953.1 1600001 1700000 3 38051
LR999953.1 1700001 1800000 3 18948
LR999953.1 1800001 1900000 3 39579
LR999953.1 1900001 2000000 2 19014
LR999953.1 2000001 2100000 1 8023
LR999953.1 2100001 2200000 7 34058
LR999953.1 2200001 2300000 7 21825
LR999953.1 2300001 2400000 6 42699
LR999953.1 2400001 2500000 5 39079
LR999953.1 2500001 2600000 1 8525
LR999953.1 2600001 2700000 4 7574
LR999953.1 2700001 2800000 2 4712
LR999953.1 2800001 2900000 3 3560
LR999953.1 2900001 3000000 2 3227
LR999953.1 3000001 3100000 3 5088
LR999953.1 3100001 3200000 3 7620
LR999953.1 3200001 3300000 3 10301
LR999953.1 3300001 3400000 1 9646
LR999953.1 3400001 3500000 2 2580
LR999953.1 3500001 3600000 5 19390
LR999953.1 3600001 3700000 4 10995
LR999953.1 3700001 3800000 3 9195
LR999953.1 3800001 3900000 0 
LR999953.1 3900001 4000000 14 5239
LR999953.1 4000001 4100000 2 4413
LR999953.1 4100001 4200000 2 7732
LR999953.1 4200001 4300000 2 4274
LR999953.1 4300001 4400000 2 10378
LR999953.1 4400001 4500000 3 14009
LR999953.1 4500001 4600000 2 8083
LR999953.1 4600001 4700000 1 2354
LR999953.1 4700001 4800000 5 18934
LR999953.1 4800001 4900000 2 12141
LR999953.1 4900001 5000000 6 38413
LR999953.1 5000001 5100000 5 19499
LR999953.1 5100001 5200000 3 26561
LR999953.1 5200001 5300000 3 22249
LR999953.1 5300001 5400000 6 22517
LR999953.1 5400001 5500000 2 47993
LR999953.1 5500001 5600000 5 35510
LR999953.1 5600001 5700000 12 32238
LR999953.1 5700001 5800000 6 31060
LR999953.1 5800001 5900000 3 40185
LR999953.1 5900001 6000000 3 13332
LR999953.1 6000001 6100000 2 41141
LR999953.1 6100001 6200000 4 75124
LR999953.1 6200001 6300000 4 11281
LR999953.1 6300001 6400000 3 13074
LR999953.1 6400001 6500000 0 
LR999953.1 6500001 6600000 0 
LR999953.1 6600001 6700000 2 13532
LR999953.1 6700001 6800000 3 48266
LR999953.1 6800001 6900000 7 58311
LR999953.1 6900001 7000000 2 18212
LR999953.1 7000001 7100000 0 
LR999953.1 7100001 7200000 0 
LR999953.1 7200001 7300000 1 37081
LR999953.1 7300001 7400000 4 28658
LR999953.1 7400001 7500000 3 36974
LR999953.1 7500001 7600000 0 
LR999953.1 7600001 7700000 4 15524
LR999953.1 7700001 7800000 6 22194
LR999953.1 7800001 7900000 2 8725
LR999953.1 7900001 8000000 0 
LR999953.1 8000001 8100000 2 4590
LR999953.1 8100001 8178468 1 3697
