chrom begin end count_gene length_gene
LR999950.1 1 100000 3 2304
LR999950.1 100001 200000 4 15323
LR999950.1 200001 300000 4 43021
LR999950.1 300001 400000 0 
LR999950.1 400001 500000 0 
LR999950.1 500001 600000 3 15251
LR999950.1 600001 700000 2 20942
LR999950.1 700001 800000 2 26636
LR999950.1 800001 900000 4 42779
LR999950.1 900001 1000000 1 20874
LR999950.1 1000001 1100000 4 40867
LR999950.1 1100001 1200000 6 27905
LR999950.1 1200001 1300000 2 6799
LR999950.1 1300001 1400000 1 24330
LR999950.1 1400001 1500000 3 14753
LR999950.1 1500001 1600000 0 
LR999950.1 1600001 1700000 0 
LR999950.1 1700001 1800000 2 22758
LR999950.1 1800001 1900000 3 44916
LR999950.1 1900001 2000000 2 15984
LR999950.1 2000001 2100000 4 41018
LR999950.1 2100001 2200000 2 20044
LR999950.1 2200001 2300000 2 25407
LR999950.1 2300001 2400000 3 20274
LR999950.1 2400001 2500000 0 
LR999950.1 2500001 2600000 0 
LR999950.1 2600001 2700000 1 14185
LR999950.1 2700001 2800000 0 
LR999950.1 2800001 2900000 0 
LR999950.1 2900001 3000000 1 971
LR999950.1 3000001 3100000 1 5846
LR999950.1 3100001 3200000 0 
LR999950.1 3200001 3300000 0 
LR999950.1 3300001 3400000 0 
LR999950.1 3400001 3500000 6 33585
LR999950.1 3500001 3600000 2 14182
LR999950.1 3600001 3700000 0 
LR999950.1 3700001 3800000 1 9585
LR999950.1 3800001 3900000 2 5541
LR999950.1 3900001 4000000 3 13145
LR999950.1 4000001 4100000 1 707
LR999950.1 4100001 4200000 0 
LR999950.1 4200001 4300000 1 2408
LR999950.1 4300001 4400000 3 14472
LR999950.1 4400001 4500000 0 
LR999950.1 4500001 4600000 0 
LR999950.1 4600001 4700000 6 14119
LR999950.1 4700001 4800000 3 13270
LR999950.1 4800001 4900000 1 774
LR999950.1 4900001 5000000 1 2722
LR999950.1 5000001 5100000 2 12414
LR999950.1 5100001 5200000 1 17825
LR999950.1 5200001 5300000 9 30123
LR999950.1 5300001 5400000 0 
LR999950.1 5400001 5500000 0 
LR999950.1 5500001 5600000 0 
LR999950.1 5600001 5700000 0 
LR999950.1 5700001 5800000 0 
LR999950.1 5800001 5900000 0 
LR999950.1 5900001 6000000 0 
LR999950.1 6000001 6100000 2 11860
LR999950.1 6100001 6200000 1 2583
LR999950.1 6200001 6300000 2 26640
LR999950.1 6300001 6400000 1 2111
LR999950.1 6400001 6500000 0 
LR999950.1 6500001 6600000 1 7958
LR999950.1 6600001 6700000 6 28456
LR999950.1 6700001 6800000 4 22134
LR999950.1 6800001 6900000 1 4091
LR999950.1 6900001 7000000 0 
LR999950.1 7000001 7100000 3 12542
LR999950.1 7100001 7200000 0 
LR999950.1 7200001 7300000 2 14016
LR999950.1 7300001 7400000 2 5395
LR999950.1 7400001 7500000 0 
LR999950.1 7500001 7600000 0 
LR999950.1 7600001 7700000 4 19198
LR999950.1 7700001 7800000 1 2217
LR999950.1 7800001 7900000 5 20107
LR999950.1 7900001 8000000 5 36173
LR999950.1 8000001 8100000 2 10263
LR999950.1 8100001 8200000 4 16395
LR999950.1 8200001 8300000 1 37998
LR999950.1 8300001 8400000 3 16885
LR999950.1 8400001 8500000 1 11250
LR999950.1 8500001 8600000 4 27318
LR999950.1 8600001 8700000 3 26523
LR999950.1 8700001 8800000 5 24452
LR999950.1 8800001 8900000 0 
LR999950.1 8900001 9000000 2 16644
LR999950.1 9000001 9100000 5 19943
LR999950.1 9100001 9200000 1 11115
LR999950.1 9200001 9300000 1 15784
LR999950.1 9300001 9400000 1 7622
LR999950.1 9400001 9500000 0 
LR999950.1 9500001 9600000 0 
LR999950.1 9600001 9700000 1 2974
LR999950.1 9700001 9800000 0 
LR999950.1 9800001 9900000 0 
LR999950.1 9900001 9960137 0 
