chrom begin end count_gene length_gene
LR999930.1 1 100000 4 7334
LR999930.1 100001 200000 1 12660
LR999930.1 200001 300000 1 785
LR999930.1 300001 400000 2 13020
LR999930.1 400001 500000 2 10435
LR999930.1 500001 600000 0 
LR999930.1 600001 700000 4 16300
LR999930.1 700001 800000 1 15262
LR999930.1 800001 900000 2 7036
LR999930.1 900001 1000000 2 6391
LR999930.1 1000001 1100000 1 4429
LR999930.1 1100001 1200000 4 19281
LR999930.1 1200001 1300000 0 
LR999930.1 1300001 1400000 2 15960
LR999930.1 1400001 1500000 1 11902
LR999930.1 1500001 1600000 0 
LR999930.1 1600001 1700000 1 2927
LR999930.1 1700001 1800000 0 
LR999930.1 1800001 1900000 0 
LR999930.1 1900001 2000000 3 12741
LR999930.1 2000001 2100000 12 39613
LR999930.1 2100001 2200000 0 
LR999930.1 2200001 2300000 1 4542
LR999930.1 2300001 2400000 5 8912
LR999930.1 2400001 2500000 5 24805
LR999930.1 2500001 2600000 0 
LR999930.1 2600001 2700000 4 23158
LR999930.1 2700001 2800000 1 5049
LR999930.1 2800001 2900000 1 1457
LR999930.1 2900001 3000000 3 5573
LR999930.1 3000001 3100000 3 11933
LR999930.1 3100001 3200000 6 22714
LR999930.1 3200001 3300000 3 11317
LR999930.1 3300001 3400000 5 33360
LR999930.1 3400001 3500000 0 
LR999930.1 3500001 3600000 3 6446
LR999930.1 3600001 3700000 0 
LR999930.1 3700001 3800000 1 6295
LR999930.1 3800001 3900000 4 16097
LR999930.1 3900001 4000000 3 13257
LR999930.1 4000001 4100000 5 16856
LR999930.1 4100001 4200000 0 
LR999930.1 4200001 4300000 3 9096
LR999930.1 4300001 4400000 5 24426
LR999930.1 4400001 4500000 4 2787
LR999930.1 4500001 4600000 4 4616
LR999930.1 4600001 4700000 1 10186
LR999930.1 4700001 4800000 0 
LR999930.1 4800001 4900000 1 1225
LR999930.1 4900001 5000000 3 15218
LR999930.1 5000001 5100000 4 9573
LR999930.1 5100001 5200000 1 3717
LR999930.1 5200001 5300000 2 5292
LR999930.1 5300001 5400000 6 14101
LR999930.1 5400001 5500000 7 34261
LR999930.1 5500001 5600000 2 19357
LR999930.1 5600001 5700000 4 30043
LR999930.1 5700001 5800000 4 12566
LR999930.1 5800001 5900000 1 8998
LR999930.1 5900001 6000000 1 863
LR999930.1 6000001 6100000 4 18939
LR999930.1 6100001 6200000 2 8139
LR999930.1 6200001 6300000 1 1349
LR999930.1 6300001 6400000 7 24794
LR999930.1 6400001 6500000 0 
LR999930.1 6500001 6600000 6 20423
LR999930.1 6600001 6700000 12 26659
LR999930.1 6700001 6800000 3 35811
LR999930.1 6800001 6900000 2 10496
LR999930.1 6900001 7000000 4 47321
LR999930.1 7000001 7100000 2 4347
LR999930.1 7100001 7200000 1 7008
LR999930.1 7200001 7300000 8 18509
LR999930.1 7300001 7400000 3 20776
LR999930.1 7400001 7500000 5 16690
LR999930.1 7500001 7600000 8 17804
LR999930.1 7600001 7700000 4 16231
LR999930.1 7700001 7800000 4 6747
LR999930.1 7800001 7900000 7 30266
LR999930.1 7900001 8000000 10 28798
LR999930.1 8000001 8100000 9 39205
LR999930.1 8100001 8200000 3 6425
LR999930.1 8200001 8300000 1 218
LR999930.1 8300001 8400000 2 16517
LR999930.1 8400001 8500000 6 17129
LR999930.1 8500001 8600000 2 3003
LR999930.1 8600001 8700000 2 2150
LR999930.1 8700001 8800000 0 
LR999930.1 8800001 8900000 4 13572
LR999930.1 8900001 9000000 9 34478
LR999930.1 9000001 9100000 0 
LR999930.1 9100001 9200000 0 
LR999930.1 9200001 9300000 0 
LR999930.1 9300001 9400000 1 1106
LR999930.1 9400001 9500000 6 15011
LR999930.1 9500001 9600000 3 14639
LR999930.1 9600001 9700000 4 8763
LR999930.1 9700001 9800000 7 24885
LR999930.1 9800001 9900000 7 33322
LR999930.1 9900001 10000000 4 13942
LR999930.1 10000001 10100000 5 29580
LR999930.1 10100001 10200000 3 14811
LR999930.1 10200001 10300000 0 
LR999930.1 10300001 10400000 5 6323
LR999930.1 10400001 10500000 0 
LR999930.1 10500001 10600000 0 
LR999930.1 10600001 10700000 1 4988
LR999930.1 10700001 10800000 2 6173
LR999930.1 10800001 10900000 1 3243
LR999930.1 10900001 11000000 1 597
LR999930.1 11000001 11100000 1 6410
LR999930.1 11100001 11200000 2 13667
LR999930.1 11200001 11300000 4 16254
LR999930.1 11300001 11400000 3 10669
LR999930.1 11400001 11500000 0 
LR999930.1 11500001 11600000 0 
LR999930.1 11600001 11700000 1 1605
LR999930.1 11700001 11800000 2 10158
LR999930.1 11800001 11900000 4 34935
LR999930.1 11900001 12000000 3 5059
LR999930.1 12000001 12100000 8 29029
LR999930.1 12100001 12200000 1 14771
LR999930.1 12200001 12300000 5 15813
LR999930.1 12300001 12400000 0 
LR999930.1 12400001 12500000 6 29275
LR999930.1 12500001 12600000 4 14551
LR999930.1 12600001 12700000 1 2047
LR999930.1 12700001 12800000 0 
LR999930.1 12800001 12900000 2 1109
LR999930.1 12900001 13000000 0 
LR999930.1 13000001 13100000 5 14506
LR999930.1 13100001 13200000 0 
LR999930.1 13200001 13300000 2 2764
LR999930.1 13300001 13400000 0 
LR999930.1 13400001 13500000 4 35705
LR999930.1 13500001 13600000 7 29405
LR999930.1 13600001 13700000 6 40304
LR999930.1 13700001 13800000 7 26235
LR999930.1 13800001 13900000 6 26395
LR999930.1 13900001 14000000 6 24794
LR999930.1 14000001 14100000 1 12581
LR999930.1 14100001 14200000 1 13316
LR999930.1 14200001 14300000 0 
LR999930.1 14300001 14400000 0 
LR999930.1 14400001 14500000 0 
LR999930.1 14500001 14600000 0 
LR999930.1 14600001 14700000 3 13704
LR999930.1 14700001 14800000 0 
LR999930.1 14800001 14900000 2 17447
LR999930.1 14900001 15000000 0 
LR999930.1 15000001 15100000 0 
LR999930.1 15100001 15200000 0 
LR999930.1 15200001 15300000 0 
LR999930.1 15300001 15400000 2 10758
LR999930.1 15400001 15500000 2 12706
LR999930.1 15500001 15600000 4 40525
LR999930.1 15600001 15700000 3 5680
LR999930.1 15700001 15715213 0 
