chrom begin end count_gene length_gene
LR999942.1 1 100000 2 4896
LR999942.1 100001 200000 0 
LR999942.1 200001 300000 0 
LR999942.1 300001 400000 0 
LR999942.1 400001 500000 1 530
LR999942.1 500001 600000 0 
LR999942.1 600001 700000 1 473
LR999942.1 700001 800000 2 43310
LR999942.1 800001 900000 6 20688
LR999942.1 900001 1000000 4 41245
LR999942.1 1000001 1100000 3 20729
LR999942.1 1100001 1200000 2 1831
LR999942.1 1200001 1300000 1 32242
LR999942.1 1300001 1400000 0 
LR999942.1 1400001 1500000 0 
LR999942.1 1500001 1600000 0 
LR999942.1 1600001 1700000 0 
LR999942.1 1700001 1800000 1 27846
LR999942.1 1800001 1900000 0 
LR999942.1 1900001 2000000 1 11326
LR999942.1 2000001 2100000 4 22303
LR999942.1 2100001 2200000 6 33613
LR999942.1 2200001 2300000 5 18518
LR999942.1 2300001 2400000 7 52073
LR999942.1 2400001 2500000 6 25304
LR999942.1 2500001 2600000 2 20011
LR999942.1 2600001 2700000 7 10915
LR999942.1 2700001 2800000 9 26427
LR999942.1 2800001 2900000 3 6012
LR999942.1 2900001 3000000 1 5845
LR999942.1 3000001 3100000 1 34233
LR999942.1 3100001 3200000 0 
LR999942.1 3200001 3300000 0 
LR999942.1 3300001 3400000 2 13457
LR999942.1 3400001 3500000 3 14385
LR999942.1 3500001 3600000 0 
LR999942.1 3600001 3700000 0 
LR999942.1 3700001 3800000 1 464
LR999942.1 3800001 3900000 8 23642
LR999942.1 3900001 4000000 10 46920
LR999942.1 4000001 4100000 12 35045
LR999942.1 4100001 4200000 8 23476
LR999942.1 4200001 4300000 0 
LR999942.1 4300001 4400000 3 8712
LR999942.1 4400001 4500000 2 1076
LR999942.1 4500001 4600000 4 8798
LR999942.1 4600001 4700000 9 35112
LR999942.1 4700001 4800000 2 1394
LR999942.1 4800001 4900000 2 4164
LR999942.1 4900001 5000000 4 19330
LR999942.1 5000001 5100000 12 40231
LR999942.1 5100001 5200000 8 31052
LR999942.1 5200001 5300000 4 18020
LR999942.1 5300001 5400000 0 
LR999942.1 5400001 5500000 1 635
LR999942.1 5500001 5600000 0 
LR999942.1 5600001 5700000 4 8739
LR999942.1 5700001 5800000 4 11314
LR999942.1 5800001 5900000 1 2969
LR999942.1 5900001 6000000 7 21842
LR999942.1 6000001 6100000 10 33251
LR999942.1 6100001 6200000 2 4686
LR999942.1 6200001 6300000 0 
LR999942.1 6300001 6400000 2 3822
LR999942.1 6400001 6500000 3 13011
LR999942.1 6500001 6600000 4 10765
LR999942.1 6600001 6700000 4 17408
LR999942.1 6700001 6800000 14 29023
LR999942.1 6800001 6900000 4 10249
LR999942.1 6900001 7000000 4 10621
LR999942.1 7000001 7100000 1 3060
LR999942.1 7100001 7200000 3 9489
LR999942.1 7200001 7300000 0 
LR999942.1 7300001 7400000 0 
LR999942.1 7400001 7500000 2 29022
LR999942.1 7500001 7600000 1 1054
LR999942.1 7600001 7700000 4 20751
LR999942.1 7700001 7800000 0 
LR999942.1 7800001 7900000 0 
LR999942.1 7900001 8000000 2 3999
LR999942.1 8000001 8100000 4 17263
LR999942.1 8100001 8200000 1 1015
LR999942.1 8200001 8300000 3 15584
LR999942.1 8300001 8400000 3 4828
LR999942.1 8400001 8500000 1 1918
LR999942.1 8500001 8600000 3 8824
LR999942.1 8600001 8700000 0 
LR999942.1 8700001 8800000 0 
LR999942.1 8800001 8900000 0 
LR999942.1 8900001 9000000 4 27481
LR999942.1 9000001 9100000 1 5397
LR999942.1 9100001 9200000 3 3524
LR999942.1 9200001 9300000 0 
LR999942.1 9300001 9400000 1 428
LR999942.1 9400001 9500000 5 9030
LR999942.1 9500001 9600000 9 27953
LR999942.1 9600001 9700000 3 10998
LR999942.1 9700001 9800000 5 28931
LR999942.1 9800001 9900000 4 32321
LR999942.1 9900001 10000000 1 6090
LR999942.1 10000001 10100000 0 
LR999942.1 10100001 10200000 2 15917
LR999942.1 10200001 10300000 5 35353
LR999942.1 10300001 10400000 2 20847
LR999942.1 10400001 10500000 5 49521
LR999942.1 10500001 10600000 2 11531
LR999942.1 10600001 10700000 5 37036
LR999942.1 10700001 10800000 1 587
LR999942.1 10800001 10900000 0 
LR999942.1 10900001 11000000 6 32314
LR999942.1 11000001 11100000 2 8286
LR999942.1 11100001 11200000 3 13948
LR999942.1 11200001 11300000 0 
LR999942.1 11300001 11400000 2 8862
LR999942.1 11400001 11500000 4 22996
LR999942.1 11500001 11600000 7 52329
LR999942.1 11600001 11700000 4 32668
LR999942.1 11700001 11800000 7 4652
LR999942.1 11800001 11900000 13 24421
LR999942.1 11900001 12000000 6 30174
LR999942.1 12000001 12100000 0 
LR999942.1 12100001 12200000 0 
LR999942.1 12200001 12300000 0 
LR999942.1 12300001 12400000 8 35599
LR999942.1 12400001 12500000 2 7988
LR999942.1 12500001 12600000 2 9942
LR999942.1 12600001 12700000 8 25056
LR999942.1 12700001 12800000 1 34040
LR999942.1 12800001 12900000 6 33212
LR999942.1 12900001 13000000 0 
LR999942.1 13000001 13100000 0 
LR999942.1 13100001 13200000 3 7913
LR999942.1 13200001 13300000 1 1814
LR999942.1 13300001 13400000 3 2608
LR999942.1 13400001 13500000 3 8373
LR999942.1 13500001 13550656 4 12132
