chrom begin end count_gene length_gene
LR999946.1 1 100000 0 
LR999946.1 100001 200000 1 1832
LR999946.1 200001 300000 0 
LR999946.1 300001 400000 2 9041
LR999946.1 400001 500000 9 34196
LR999946.1 500001 600000 6 15676
LR999946.1 600001 700000 6 29289
LR999946.1 700001 800000 2 7639
LR999946.1 800001 900000 0 
LR999946.1 900001 1000000 3 24135
LR999946.1 1000001 1100000 3 8510
LR999946.1 1100001 1200000 2 14829
LR999946.1 1200001 1300000 8 26019
LR999946.1 1300001 1400000 6 25662
LR999946.1 1400001 1500000 2 8029
LR999946.1 1500001 1600000 3 22374
LR999946.1 1600001 1700000 0 
LR999946.1 1700001 1800000 1 1814
LR999946.1 1800001 1900000 0 
LR999946.1 1900001 2000000 2 9079
LR999946.1 2000001 2100000 1 1670
LR999946.1 2100001 2200000 0 
LR999946.1 2200001 2300000 9 22712
LR999946.1 2300001 2400000 1 10890
LR999946.1 2400001 2500000 0 
LR999946.1 2500001 2600000 3 12439
LR999946.1 2600001 2700000 1 1899
LR999946.1 2700001 2800000 2 13908
LR999946.1 2800001 2900000 0 
LR999946.1 2900001 3000000 1 7829
LR999946.1 3000001 3100000 0 
LR999946.1 3100001 3200000 1 10221
LR999946.1 3200001 3300000 1 18534
LR999946.1 3300001 3400000 6 28611
LR999946.1 3400001 3500000 2 26512
LR999946.1 3500001 3600000 4 18204
LR999946.1 3600001 3700000 0 
LR999946.1 3700001 3800000 0 
LR999946.1 3800001 3900000 1 299
LR999946.1 3900001 4000000 1 698
LR999946.1 4000001 4100000 0 
LR999946.1 4100001 4200000 3 7894
LR999946.1 4200001 4300000 0 
LR999946.1 4300001 4400000 6 35265
LR999946.1 4400001 4500000 6 22949
LR999946.1 4500001 4600000 2 6843
LR999946.1 4600001 4700000 3 3503
LR999946.1 4700001 4800000 6 35207
LR999946.1 4800001 4900000 3 15974
LR999946.1 4900001 5000000 4 34929
LR999946.1 5000001 5100000 3 12376
LR999946.1 5100001 5200000 0 
LR999946.1 5200001 5300000 1 3975
LR999946.1 5300001 5400000 1 20922
LR999946.1 5400001 5500000 0 
LR999946.1 5500001 5600000 1 12646
LR999946.1 5600001 5700000 0 
LR999946.1 5700001 5800000 5 20006
LR999946.1 5800001 5900000 6 49114
LR999946.1 5900001 6000000 0 
LR999946.1 6000001 6100000 3 10031
LR999946.1 6100001 6200000 1 12796
LR999946.1 6200001 6300000 1 9335
LR999946.1 6300001 6400000 3 12104
LR999946.1 6400001 6500000 10 49855
LR999946.1 6500001 6600000 8 39354
LR999946.1 6600001 6700000 0 
LR999946.1 6700001 6800000 1 1274
LR999946.1 6800001 6900000 1 25595
LR999946.1 6900001 7000000 3 17159
LR999946.1 7000001 7100000 12 26731
LR999946.1 7100001 7200000 17 31553
LR999946.1 7200001 7300000 8 23642
LR999946.1 7300001 7400000 10 22639
LR999946.1 7400001 7500000 0 
LR999946.1 7500001 7600000 2 5327
LR999946.1 7600001 7700000 8 53108
LR999946.1 7700001 7800000 4 15453
LR999946.1 7800001 7900000 2 4723
LR999946.1 7900001 8000000 0 
LR999946.1 8000001 8100000 4 13406
LR999946.1 8100001 8200000 10 27640
LR999946.1 8200001 8300000 0 
LR999946.1 8300001 8400000 0 
LR999946.1 8400001 8500000 4 49760
LR999946.1 8500001 8600000 0 
LR999946.1 8600001 8700000 0 
LR999946.1 8700001 8800000 3 11049
LR999946.1 8800001 8900000 1 24370
LR999946.1 8900001 9000000 0 
LR999946.1 9000001 9100000 2 5574
LR999946.1 9100001 9200000 0 
LR999946.1 9200001 9300000 1 3798
LR999946.1 9300001 9400000 0 
LR999946.1 9400001 9500000 0 
LR999946.1 9500001 9600000 3 16222
LR999946.1 9600001 9700000 1 452
LR999946.1 9700001 9800000 4 31094
LR999946.1 9800001 9900000 0 
LR999946.1 9900001 10000000 0 
LR999946.1 10000001 10100000 0 
LR999946.1 10100001 10200000 1 3329
LR999946.1 10200001 10300000 0 
LR999946.1 10300001 10400000 1 149
LR999946.1 10400001 10500000 2 1555
LR999946.1 10500001 10600000 0 
LR999946.1 10600001 10700000 6 56966
LR999946.1 10700001 10800000 0 
LR999946.1 10800001 10900000 0 
LR999946.1 10900001 11000000 2 27398
LR999946.1 11000001 11100000 2 5652
LR999946.1 11100001 11200000 5 35765
LR999946.1 11200001 11300000 2 19646
LR999946.1 11300001 11400000 5 54011
LR999946.1 11400001 11500000 0 
LR999946.1 11500001 11600000 2 11803
LR999946.1 11600001 11700000 1 1816
LR999946.1 11700001 11800000 0 
LR999946.1 11800001 11900000 0 
LR999946.1 11900001 12000000 0 
LR999946.1 12000001 12100000 6 45865
LR999946.1 12100001 12200000 3 25887
LR999946.1 12200001 12300000 1 557
LR999946.1 12300001 12400000 4 24293
LR999946.1 12400001 12500000 10 59242
LR999946.1 12500001 12594674 2 9012
