chrom begin end count_gene length_gene
LR999934.1 1 100000 1 4667
LR999934.1 100001 200000 0 
LR999934.1 200001 300000 0 
LR999934.1 300001 400000 0 
LR999934.1 400001 500000 0 
LR999934.1 500001 600000 2 13318
LR999934.1 600001 700000 2 13206
LR999934.1 700001 800000 1 1643
LR999934.1 800001 900000 8 33596
LR999934.1 900001 1000000 2 21788
LR999934.1 1000001 1100000 4 25379
LR999934.1 1100001 1200000 5 88478
LR999934.1 1200001 1300000 1 9494
LR999934.1 1300001 1400000 7 57262
LR999934.1 1400001 1500000 0 
LR999934.1 1500001 1600000 0 
LR999934.1 1600001 1700000 1 785
LR999934.1 1700001 1800000 0 
LR999934.1 1800001 1900000 0 
LR999934.1 1900001 2000000 0 
LR999934.1 2000001 2100000 0 
LR999934.1 2100001 2200000 5 26373
LR999934.1 2200001 2300000 3 13766
LR999934.1 2300001 2400000 3 16080
LR999934.1 2400001 2500000 2 29010
LR999934.1 2500001 2600000 0 
LR999934.1 2600001 2700000 0 
LR999934.1 2700001 2800000 4 7220
LR999934.1 2800001 2900000 2 1948
LR999934.1 2900001 3000000 0 
LR999934.1 3000001 3100000 2 3827
LR999934.1 3100001 3200000 0 
LR999934.1 3200001 3300000 0 
LR999934.1 3300001 3400000 3 1860
LR999934.1 3400001 3500000 1 1074
LR999934.1 3500001 3600000 0 
LR999934.1 3600001 3700000 0 
LR999934.1 3700001 3800000 2 1219
LR999934.1 3800001 3900000 1 1157
LR999934.1 3900001 4000000 0 
LR999934.1 4000001 4100000 0 
LR999934.1 4100001 4200000 1 2407
LR999934.1 4200001 4300000 1 708
LR999934.1 4300001 4400000 0 
LR999934.1 4400001 4500000 0 
LR999934.1 4500001 4600000 2 1033
LR999934.1 4600001 4700000 1 974
LR999934.1 4700001 4800000 1 3789
LR999934.1 4800001 4900000 3 3648
LR999934.1 4900001 5000000 1 716
LR999934.1 5000001 5100000 0 
LR999934.1 5100001 5200000 2 1840
LR999934.1 5200001 5300000 0 
LR999934.1 5300001 5400000 11 33015
LR999934.1 5400001 5500000 7 49819
