chrom begin end count_gene length_gene
LR999949.1 1 100000 2 13544
LR999949.1 100001 200000 1 1442
LR999949.1 200001 300000 4 26028
LR999949.1 300001 400000 0 
LR999949.1 400001 500000 0 
LR999949.1 500001 600000 1 33044
LR999949.1 600001 700000 0 
LR999949.1 700001 800000 0 
LR999949.1 800001 900000 2 17352
LR999949.1 900001 1000000 5 27344
LR999949.1 1000001 1100000 2 937
LR999949.1 1100001 1200000 4 49337
LR999949.1 1200001 1300000 6 23869
LR999949.1 1300001 1400000 4 41346
LR999949.1 1400001 1500000 1 1102
LR999949.1 1500001 1600000 0 
LR999949.1 1600001 1700000 7 50615
LR999949.1 1700001 1800000 2 9226
LR999949.1 1800001 1900000 1 5507
LR999949.1 1900001 2000000 5 34001
LR999949.1 2000001 2100000 0 
LR999949.1 2100001 2200000 0 
LR999949.1 2200001 2300000 0 
LR999949.1 2300001 2400000 0 
LR999949.1 2400001 2500000 0 
LR999949.1 2500001 2600000 2 33686
LR999949.1 2600001 2700000 2 9190
LR999949.1 2700001 2800000 5 40086
LR999949.1 2800001 2900000 6 20037
LR999949.1 2900001 3000000 2 15620
LR999949.1 3000001 3100000 0 
LR999949.1 3100001 3200000 4 41047
LR999949.1 3200001 3300000 2 14535
LR999949.1 3300001 3400000 2 3395
LR999949.1 3400001 3500000 1 7547
LR999949.1 3500001 3600000 3 10447
LR999949.1 3600001 3700000 2 4544
LR999949.1 3700001 3800000 0 
LR999949.1 3800001 3900000 2 10147
LR999949.1 3900001 4000000 7 24096
LR999949.1 4000001 4100000 1 1153
LR999949.1 4100001 4200000 1 4099
LR999949.1 4200001 4300000 2 11165
LR999949.1 4300001 4400000 5 24439
LR999949.1 4400001 4500000 1 2310
LR999949.1 4500001 4600000 1 668
LR999949.1 4600001 4700000 11 62328
LR999949.1 4700001 4800000 1 2904
LR999949.1 4800001 4900000 5 29439
LR999949.1 4900001 5000000 1 2691
LR999949.1 5000001 5100000 2 2035
LR999949.1 5100001 5200000 1 2139
LR999949.1 5200001 5300000 0 
LR999949.1 5300001 5400000 3 16188
LR999949.1 5400001 5500000 1 1532
LR999949.1 5500001 5600000 8 33222
LR999949.1 5600001 5700000 3 32929
LR999949.1 5700001 5800000 5 17798
LR999949.1 5800001 5900000 4 23556
LR999949.1 5900001 6000000 3 31390
LR999949.1 6000001 6100000 1 614
LR999949.1 6100001 6200000 1 3647
LR999949.1 6200001 6300000 3 18531
LR999949.1 6300001 6400000 10 42519
LR999949.1 6400001 6500000 2 9498
LR999949.1 6500001 6600000 6 29706
LR999949.1 6600001 6700000 3 10182
LR999949.1 6700001 6800000 2 1589
LR999949.1 6800001 6900000 2 8569
LR999949.1 6900001 7000000 4 17035
LR999949.1 7000001 7100000 6 28425
LR999949.1 7100001 7200000 3 19082
LR999949.1 7200001 7300000 2 4778
LR999949.1 7300001 7400000 0 
LR999949.1 7400001 7500000 8 30646
LR999949.1 7500001 7600000 3 13136
LR999949.1 7600001 7700000 8 65774
LR999949.1 7700001 7800000 2 39978
LR999949.1 7800001 7900000 3 7253
LR999949.1 7900001 8000000 6 23434
LR999949.1 8000001 8100000 9 50605
LR999949.1 8100001 8200000 2 13095
LR999949.1 8200001 8300000 0 
LR999949.1 8300001 8400000 0 
LR999949.1 8400001 8500000 0 
LR999949.1 8500001 8600000 0 
LR999949.1 8600001 8700000 5 32366
LR999949.1 8700001 8800000 3 42837
LR999949.1 8800001 8900000 4 41206
LR999949.1 8900001 9000000 3 25630
LR999949.1 9000001 9100000 0 
LR999949.1 9100001 9200000 0 
LR999949.1 9200001 9300000 0 
LR999949.1 9300001 9400000 0 
LR999949.1 9400001 9500000 0 
LR999949.1 9500001 9600000 0 
LR999949.1 9600001 9700000 6 59547
LR999949.1 9700001 9800000 2 28891
LR999949.1 9800001 9900000 1 37579
LR999949.1 9900001 10000000 2 44021
LR999949.1 10000001 10100000 4 30882
LR999949.1 10100001 10200000 2 12682
LR999949.1 10200001 10300000 4 15404
LR999949.1 10300001 10400000 2 3796
LR999949.1 10400001 10500000 3 66768
LR999949.1 10500001 10600000 3 42028
LR999949.1 10600001 10700000 7 30356
LR999949.1 10700001 10800000 1 11461
LR999949.1 10800001 10900000 2 19630
LR999949.1 10900001 11000000 0 
LR999949.1 11000001 11100000 2 25517
LR999949.1 11100001 11199261 7 50827
