"GO.ID" "Term" "Annotated" "Significant" "Expected" "weight01Fisher" "classicFisher" "p_adj" "GO_class" "genes"
"1" "GO:0014718" "positive regulation of satellite cell activation involved in skeletal muscle regeneration" 8 8 0.03 4.7e-21 "4.7e-21" 2.25803666666667e-17 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"2" "GO:1990091" "sodium-dependent self proteolysis" 8 8 0.03 4.7e-21 "4.7e-21" 2.25803666666667e-17 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"3" "GO:1990092" "calcium-dependent self proteolysis" 8 8 0.03 4.7e-21 "4.7e-21" 2.25803666666667e-17 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"4" "GO:0021919" "BMP signaling pathway involved in spinal cord dorsal/ventral patterning" 9 8 0.03 4.2e-20 "4.2e-20" 1.513365e-16 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"5" "GO:0021914" "negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning" 10 8 0.03 2.1e-19 "2.1e-19" 5.04455e-16 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"6" "GO:0070315" "G1 to G0 transition involved in cell differentiation" 10 8 0.03 2.1e-19 "2.1e-19" 5.04455e-16 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"7" "GO:2001015" "negative regulation of skeletal muscle cell differentiation" 11 8 0.04 7.6e-19 "7.6e-19" 1.56484e-15 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"8" "GO:0048642" "negative regulation of skeletal muscle tissue development" 13 8 0.04 5.9e-18 "5.9e-18" 9.44852222222222e-15 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"9" "GO:0033234" "negative regulation of protein sumoylation" 13 8 0.04 5.9e-18 "5.9e-18" 9.44852222222222e-15 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
"10" "GO:0016540" "protein autoprocessing" 16 8 0.05 5.9e-17 "5.9e-17" 8.50367e-14 "BP" "Vcard_DToL17183-RA,Vcard_DToL17184-RA,Vcard_DToL17185-RA,Vcard_DToL17190-RA,Vcard_DToL17194-RA,Vcard_DToL17196-RA,Vcard_DToL17202-RA,Vcard_DToL17205-RA"
