chrom begin end count_gene length_gene
LR999944.1 1 100000 4 21673
LR999944.1 100001 200000 10 24555
LR999944.1 200001 300000 2 5415
LR999944.1 300001 400000 0 
LR999944.1 400001 500000 1 311
LR999944.1 500001 600000 0 
LR999944.1 600001 700000 2 7107
LR999944.1 700001 800000 0 
LR999944.1 800001 900000 6 58882
LR999944.1 900001 1000000 2 8239
LR999944.1 1000001 1100000 0 
LR999944.1 1100001 1200000 0 
LR999944.1 1200001 1300000 0 
LR999944.1 1300001 1400000 2 3957
LR999944.1 1400001 1500000 0 
LR999944.1 1500001 1600000 1 2861
LR999944.1 1600001 1700000 5 18495
LR999944.1 1700001 1800000 1 7860
LR999944.1 1800001 1900000 0 
LR999944.1 1900001 2000000 0 
LR999944.1 2000001 2100000 1 1117
LR999944.1 2100001 2200000 0 
LR999944.1 2200001 2300000 2 13499
LR999944.1 2300001 2400000 3 10000
LR999944.1 2400001 2500000 1 497
LR999944.1 2500001 2600000 7 13253
LR999944.1 2600001 2700000 1 478
LR999944.1 2700001 2800000 7 30636
LR999944.1 2800001 2900000 2 37781
LR999944.1 2900001 3000000 1 2771
LR999944.1 3000001 3100000 4 33934
LR999944.1 3100001 3200000 4 24124
LR999944.1 3200001 3300000 1 16574
LR999944.1 3300001 3400000 3 76531
LR999944.1 3400001 3500000 0 
LR999944.1 3500001 3600000 0 
LR999944.1 3600001 3700000 0 
LR999944.1 3700001 3800000 0 
LR999944.1 3800001 3900000 1 10280
LR999944.1 3900001 4000000 1 4784
LR999944.1 4000001 4100000 0 
LR999944.1 4100001 4200000 3 54358
LR999944.1 4200001 4300000 1 8169
LR999944.1 4300001 4400000 3 11113
LR999944.1 4400001 4500000 4 14293
LR999944.1 4500001 4600000 1 6695
LR999944.1 4600001 4700000 1 1334
LR999944.1 4700001 4800000 1 215
LR999944.1 4800001 4900000 0 
LR999944.1 4900001 5000000 5 29121
LR999944.1 5000001 5100000 3 17679
LR999944.1 5100001 5200000 3 34111
LR999944.1 5200001 5300000 0 
LR999944.1 5300001 5400000 4 18387
LR999944.1 5400001 5500000 3 5325
LR999944.1 5500001 5600000 2 11116
LR999944.1 5600001 5700000 2 10889
LR999944.1 5700001 5800000 1 807
LR999944.1 5800001 5900000 2 9251
LR999944.1 5900001 6000000 0 
LR999944.1 6000001 6100000 1 2208
LR999944.1 6100001 6200000 1 815
LR999944.1 6200001 6300000 7 42189
LR999944.1 6300001 6400000 5 26443
LR999944.1 6400001 6500000 0 
LR999944.1 6500001 6600000 5 17602
LR999944.1 6600001 6700000 4 48015
LR999944.1 6700001 6800000 5 18171
LR999944.1 6800001 6900000 7 21504
LR999944.1 6900001 7000000 4 25995
LR999944.1 7000001 7100000 2 1612
LR999944.1 7100001 7200000 1 473
LR999944.1 7200001 7300000 3 8440
LR999944.1 7300001 7400000 0 
LR999944.1 7400001 7500000 0 
LR999944.1 7500001 7600000 0 
LR999944.1 7600001 7700000 1 506
LR999944.1 7700001 7800000 3 22542
LR999944.1 7800001 7900000 2 17146
LR999944.1 7900001 8000000 0 
LR999944.1 8000001 8100000 1 22091
LR999944.1 8100001 8200000 0 
LR999944.1 8200001 8300000 0 
LR999944.1 8300001 8400000 1 5059
LR999944.1 8400001 8500000 1 6223
LR999944.1 8500001 8600000 1 1376
LR999944.1 8600001 8700000 1 14568
LR999944.1 8700001 8800000 1 12013
LR999944.1 8800001 8900000 0 
LR999944.1 8900001 9000000 1 9650
LR999944.1 9000001 9100000 1 25381
LR999944.1 9100001 9200000 4 20500
LR999944.1 9200001 9300000 2 11015
LR999944.1 9300001 9400000 1 2622
LR999944.1 9400001 9500000 6 17058
LR999944.1 9500001 9600000 3 53898
LR999944.1 9600001 9700000 0 
LR999944.1 9700001 9800000 0 
LR999944.1 9800001 9900000 0 
LR999944.1 9900001 10000000 0 
LR999944.1 10000001 10100000 0 
LR999944.1 10100001 10200000 0 
LR999944.1 10200001 10300000 3 13303
LR999944.1 10300001 10400000 1 3244
LR999944.1 10400001 10500000 2 13570
LR999944.1 10500001 10600000 0 
LR999944.1 10600001 10700000 2 1760
LR999944.1 10700001 10800000 10 58815
LR999944.1 10800001 10900000 8 45455
LR999944.1 10900001 11000000 3 1491
LR999944.1 11000001 11100000 1 20915
LR999944.1 11100001 11200000 1 1748
LR999944.1 11200001 11300000 0 
LR999944.1 11300001 11400000 0 
LR999944.1 11400001 11500000 1 4626
LR999944.1 11500001 11600000 0 
LR999944.1 11600001 11700000 0 
LR999944.1 11700001 11800000 3 10594
LR999944.1 11800001 11900000 0 
LR999944.1 11900001 12000000 1 9383
LR999944.1 12000001 12100000 2 19292
LR999944.1 12100001 12200000 4 13789
LR999944.1 12200001 12300000 8 36810
LR999944.1 12300001 12400000 2 6417
LR999944.1 12400001 12500000 1 8238
LR999944.1 12500001 12600000 1 1104
LR999944.1 12600001 12700000 1 8326
LR999944.1 12700001 12800000 4 7827
LR999944.1 12800001 12900000 8 25079
LR999944.1 12900001 12933853 0 
