chrom begin end count_gene length_gene
LR999952.1 1 100000 0 
LR999952.1 100001 200000 3 14886
LR999952.1 200001 300000 5 26854
LR999952.1 300001 400000 0 
LR999952.1 400001 500000 8 65365
LR999952.1 500001 600000 2 10415
LR999952.1 600001 700000 3 33844
LR999952.1 700001 800000 2 8890
LR999952.1 800001 900000 3 19188
LR999952.1 900001 1000000 0 
LR999952.1 1000001 1100000 0 
LR999952.1 1100001 1200000 0 
LR999952.1 1200001 1300000 1 5867
LR999952.1 1300001 1400000 0 
LR999952.1 1400001 1500000 3 9264
LR999952.1 1500001 1600000 2 23731
LR999952.1 1600001 1700000 5 34007
LR999952.1 1700001 1800000 4 45800
LR999952.1 1800001 1900000 7 36023
LR999952.1 1900001 2000000 7 30243
LR999952.1 2000001 2100000 1 4582
LR999952.1 2100001 2200000 2 2115
LR999952.1 2200001 2300000 2 20779
LR999952.1 2300001 2400000 6 71797
LR999952.1 2400001 2500000 5 40816
LR999952.1 2500001 2600000 2 4413
LR999952.1 2600001 2700000 3 11213
LR999952.1 2700001 2800000 2 28264
LR999952.1 2800001 2900000 0 
LR999952.1 2900001 3000000 3 9840
LR999952.1 3000001 3100000 1 5804
LR999952.1 3100001 3200000 1 15120
LR999952.1 3200001 3300000 1 6135
LR999952.1 3300001 3400000 1 782
LR999952.1 3400001 3500000 1 806
LR999952.1 3500001 3600000 0 
LR999952.1 3600001 3700000 0 
LR999952.1 3700001 3800000 2 5240
LR999952.1 3800001 3900000 1 3293
LR999952.1 3900001 4000000 1 6871
LR999952.1 4000001 4100000 2 11290
LR999952.1 4100001 4200000 4 40492
LR999952.1 4200001 4300000 2 15928
LR999952.1 4300001 4400000 2 8095
LR999952.1 4400001 4500000 5 39604
LR999952.1 4500001 4600000 2 30590
LR999952.1 4600001 4700000 0 
LR999952.1 4700001 4800000 4 29668
LR999952.1 4800001 4900000 3 24989
LR999952.1 4900001 5000000 1 8921
LR999952.1 5000001 5100000 6 54331
LR999952.1 5100001 5200000 2 10780
LR999952.1 5200001 5300000 6 46004
LR999952.1 5300001 5400000 5 36166
LR999952.1 5400001 5500000 5 31512
LR999952.1 5500001 5600000 4 10506
LR999952.1 5600001 5700000 9 52109
LR999952.1 5700001 5800000 5 19546
LR999952.1 5800001 5900000 3 7485
LR999952.1 5900001 6000000 0 
LR999952.1 6000001 6100000 7 12574
LR999952.1 6100001 6200000 6 50807
LR999952.1 6200001 6300000 0 
LR999952.1 6300001 6400000 1 7386
LR999952.1 6400001 6500000 0 
LR999952.1 6500001 6600000 3 28933
LR999952.1 6600001 6700000 1 15568
LR999952.1 6700001 6800000 4 29713
LR999952.1 6800001 6900000 3 38140
LR999952.1 6900001 7000000 2 63279
LR999952.1 7000001 7100000 1 32181
LR999952.1 7100001 7200000 3 29423
LR999952.1 7200001 7300000 1 16908
LR999952.1 7300001 7400000 7 45731
LR999952.1 7400001 7500000 3 17467
LR999952.1 7500001 7600000 1 23827
LR999952.1 7600001 7700000 1 2928
LR999952.1 7700001 7800000 6 27073
LR999952.1 7800001 7900000 3 31592
LR999952.1 7900001 8000000 1 9276
LR999952.1 8000001 8100000 0 
LR999952.1 8100001 8200000 0 
LR999952.1 8200001 8262369 0 
