LR999924.1	1	100000	181
LR999924.1	100001	200000	129
LR999924.1	200001	300000	66
LR999924.1	300001	400000	58
LR999924.1	400001	500000	80
LR999924.1	500001	600000	83
LR999924.1	600001	700000	126
LR999924.1	700001	800000	109
LR999924.1	800001	900000	110
LR999924.1	900001	1000000	135
LR999924.1	1000001	1100000	131
LR999924.1	1100001	1200000	99
LR999924.1	1200001	1300000	101
LR999924.1	1300001	1400000	151
LR999924.1	1400001	1500000	141
LR999924.1	1500001	1600000	178
LR999924.1	1600001	1700000	235
LR999924.1	1700001	1800000	192
LR999924.1	1800001	1900000	221
LR999924.1	1900001	2000000	205
LR999924.1	2000001	2100000	148
LR999924.1	2100001	2200000	137
LR999924.1	2200001	2300000	162
LR999924.1	2300001	2400000	148
LR999924.1	2400001	2500000	176
LR999924.1	2500001	2600000	131
LR999924.1	2600001	2700000	146
LR999924.1	2700001	2800000	184
LR999924.1	2800001	2900000	169
LR999924.1	2900001	3000000	154
LR999924.1	3000001	3100000	152
LR999924.1	3100001	3200000	161
LR999924.1	3200001	3300000	171
LR999924.1	3300001	3400000	150
LR999924.1	3400001	3500000	184
LR999924.1	3500001	3600000	169
LR999924.1	3600001	3700000	146
LR999924.1	3700001	3800000	149
LR999924.1	3800001	3900000	165
LR999924.1	3900001	4000000	158
LR999924.1	4000001	4100000	149
LR999924.1	4100001	4200000	135
LR999924.1	4200001	4300000	169
LR999924.1	4300001	4400000	201
LR999924.1	4400001	4500000	138
LR999924.1	4500001	4600000	115
LR999924.1	4600001	4700000	102
LR999924.1	4700001	4800000	155
LR999924.1	4800001	4900000	161
LR999924.1	4900001	5000000	165
LR999924.1	5000001	5100000	167
LR999924.1	5100001	5200000	121
LR999924.1	5200001	5300000	106
LR999924.1	5300001	5400000	134
LR999924.1	5400001	5500000	128
LR999924.1	5500001	5600000	137
LR999924.1	5600001	5700000	129
LR999924.1	5700001	5800000	111
LR999924.1	5800001	5900000	148
LR999924.1	5900001	6000000	94
LR999924.1	6000001	6100000	116
LR999924.1	6100001	6200000	78
LR999924.1	6200001	6300000	110
LR999924.1	6300001	6400000	134
LR999924.1	6400001	6500000	131
LR999924.1	6500001	6600000	144
LR999924.1	6600001	6700000	157
LR999924.1	6700001	6800000	121
LR999924.1	6800001	6900000	115
LR999924.1	6900001	7000000	102
LR999924.1	7000001	7100000	157
LR999924.1	7100001	7200000	104
LR999924.1	7200001	7300000	142
LR999924.1	7300001	7400000	113
LR999924.1	7400001	7500000	123
LR999924.1	7500001	7600000	132
LR999924.1	7600001	7700000	141
LR999924.1	7700001	7800000	137
LR999924.1	7800001	7900000	148
LR999924.1	7900001	8000000	106
LR999924.1	8000001	8100000	97
LR999924.1	8100001	8200000	88
LR999924.1	8200001	8300000	109
LR999924.1	8300001	8400000	102
LR999924.1	8400001	8500000	106
LR999924.1	8500001	8600000	120
LR999924.1	8600001	8700000	108
LR999924.1	8700001	8800000	162
LR999924.1	8800001	8900000	142
LR999924.1	8900001	9000000	123
LR999924.1	9000001	9100000	187
LR999924.1	9100001	9200000	186
LR999924.1	9200001	9300000	207
LR999924.1	9300001	9400000	128
LR999924.1	9400001	9500000	161
LR999924.1	9500001	9600000	177
LR999924.1	9600001	9700000	158
LR999924.1	9700001	9800000	104
LR999924.1	9800001	9900000	145
LR999924.1	9900001	10000000	85
LR999924.1	10000001	10100000	167
LR999924.1	10100001	10200000	179
LR999924.1	10200001	10300000	143
LR999924.1	10300001	10400000	100
LR999924.1	10400001	10500000	160
LR999924.1	10500001	10600000	85
LR999924.1	10600001	10700000	117
LR999924.1	10700001	10800000	116
LR999924.1	10800001	10900000	77
LR999924.1	10900001	11000000	128
LR999924.1	11000001	11100000	129
LR999924.1	11100001	11200000	106
LR999924.1	11200001	11300000	133
LR999924.1	11300001	11400000	139
LR999924.1	11400001	11500000	94
LR999924.1	11500001	11600000	157
LR999924.1	11600001	11700000	116
LR999924.1	11700001	11800000	131
LR999924.1	11800001	11900000	146
LR999924.1	11900001	12000000	117
LR999924.1	12000001	12100000	124
LR999924.1	12100001	12200000	84
LR999924.1	12200001	12300000	99
LR999924.1	12300001	12400000	167
LR999924.1	12400001	12500000	102
LR999924.1	12500001	12600000	101
LR999924.1	12600001	12700000	101
LR999924.1	12700001	12800000	92
