	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999928.1	1.0	100000.0	118.0	17373.0	8.0	1778.0	5.0	517.0	0.0	0.0	3.0	319.0	16.0	4506.0	13.0	3442.0	36.0	2265.0	0	0.0	0	0.0
1	LR999928.1	100001.0	200000.0	164.0	25045.0	25.0	4726.0	11.0	1460.0	0.0	0.0	5.0	651.0	5.0	4452.0	18.0	3966.0	25.0	885.0	0	0.0	0	0.0
2	LR999928.1	200001.0	300000.0	189.0	27440.0	34.0	7538.0	12.0	1515.0	0.0	0.0	8.0	1124.0	6.0	4965.0	13.0	3145.0	40.0	1444.0	0	0.0	0	0.0
3	LR999928.1	300001.0	400000.0	199.0	29241.0	42.0	8507.0	11.0	997.0	1.0	124.0	12.0	6363.0	6.0	537.0	26.0	4808.0	27.0	1205.0	0	0.0	0	0.0
4	LR999928.1	400001.0	500000.0	208.0	32433.0	32.0	5825.0	15.0	2237.0	0.0	0.0	10.0	3177.0	3.0	217.0	26.0	8140.0	28.0	871.0	0	0.0	0	0.0
5	LR999928.1	500001.0	600000.0	216.0	27872.0	32.0	5718.0	23.0	2807.0	0.0	0.0	7.0	2156.0	2.0	242.0	17.0	2503.0	35.0	1372.0	4	7089.0	0	0.0
6	LR999928.1	600001.0	700000.0	156.0	21099.0	37.0	6603.0	2.0	99.0	0.0	0.0	7.0	676.0	3.0	227.0	18.0	5825.0	27.0	1281.0	4	14020.0	0	0.0
7	LR999928.1	700001.0	800000.0	214.0	28823.0	53.0	10159.0	15.0	2549.0	4.0	1540.0	9.0	1465.0	3.0	190.0	20.0	5036.0	36.0	1434.0	1	785.0	0	0.0
8	LR999928.1	800001.0	900000.0	175.0	27331.0	28.0	5522.0	13.0	1951.0	0.0	0.0	12.0	2462.0	11.0	5567.0	21.0	3822.0	27.0	1090.0	1	8688.0	0	0.0
9	LR999928.1	900001.0	1000000.0	165.0	21645.0	29.0	4993.0	16.0	3665.0	0.0	0.0	6.0	1216.0	1.0	52.0	18.0	2976.0	38.0	1426.0	6	19294.0	0	0.0
10	LR999928.1	1000000.0	1100000.0	197.0	34809.0	29.0	5539.0	15.0	1292.0	0.0	0.0	12.0	5297.0	6.0	4558.0	21.0	7308.0	37.0	1440.0	5	36662.0	0	0.0
11	LR999928.1	1100000.0	1200000.0	175.0	27648.0	16.0	3084.0	18.0	3536.0	1.0	310.0	1.0	175.0	18.0	8444.0	17.0	4690.0	46.0	2064.0	5	31724.0	0	0.0
12	LR999928.1	1200000.0	1300000.0	200.0	23971.0	25.0	5280.0	15.0	4128.0	0.0	0.0	9.0	1267.0	2.0	92.0	13.0	1288.0	30.0	1043.0	2	10348.0	0	0.0
13	LR999928.1	1300000.0	1400000.0	210.0	31697.0	39.0	7235.0	21.0	2383.0	1.0	427.0	17.0	4654.0	2.0	140.0	23.0	6883.0	28.0	906.0	0	0.0	0	0.0
14	LR999928.1	1400000.0	1500000.0	184.0	24816.0	34.0	6047.0	12.0	1016.0	1.0	41.0	9.0	2251.0	0.0	0.0	23.0	5985.0	29.0	1147.0	3	12382.0	0	0.0
