chrom begin end count_gene length_gene
LR999947.1 1 100000 7 38210
LR999947.1 100001 200000 8 38051
LR999947.1 200001 300000 2 11223
LR999947.1 300001 400000 5 14136
LR999947.1 400001 500000 6 35514
LR999947.1 500001 600000 6 14172
LR999947.1 600001 700000 2 67577
LR999947.1 700001 800000 1 21541
LR999947.1 800001 900000 6 34250
LR999947.1 900001 1000000 0 
LR999947.1 1000001 1100000 4 37230
LR999947.1 1100001 1200000 0 
LR999947.1 1200001 1300000 1 11361
LR999947.1 1300001 1400000 0 
LR999947.1 1400001 1500000 0 
LR999947.1 1500001 1600000 1 15292
LR999947.1 1600001 1700000 0 
LR999947.1 1700001 1800000 0 
LR999947.1 1800001 1900000 4 22408
LR999947.1 1900001 2000000 0 
LR999947.1 2000001 2100000 1 2017
LR999947.1 2100001 2200000 3 17433
LR999947.1 2200001 2300000 3 22852
LR999947.1 2300001 2400000 4 52451
LR999947.1 2400001 2500000 0 
LR999947.1 2500001 2600000 0 
LR999947.1 2600001 2700000 0 
LR999947.1 2700001 2800000 2 56777
LR999947.1 2800001 2900000 0 
LR999947.1 2900001 3000000 2 7585
LR999947.1 3000001 3100000 3 3555
LR999947.1 3100001 3200000 4 44311
LR999947.1 3200001 3300000 0 
LR999947.1 3300001 3400000 3 9641
LR999947.1 3400001 3500000 1 368
LR999947.1 3500001 3600000 1 743
LR999947.1 3600001 3700000 0 
LR999947.1 3700001 3800000 0 
LR999947.1 3800001 3900000 0 
LR999947.1 3900001 4000000 0 
LR999947.1 4000001 4100000 0 
LR999947.1 4100001 4200000 4 14536
LR999947.1 4200001 4300000 2 506
LR999947.1 4300001 4400000 3 23712
LR999947.1 4400001 4500000 4 25640
LR999947.1 4500001 4600000 1 182
LR999947.1 4600001 4700000 0 
LR999947.1 4700001 4800000 1 4343
LR999947.1 4800001 4900000 5 17949
LR999947.1 4900001 5000000 7 27735
LR999947.1 5000001 5100000 2 726
LR999947.1 5100001 5200000 3 3109
LR999947.1 5200001 5300000 10 34315
LR999947.1 5300001 5400000 2 14951
LR999947.1 5400001 5500000 6 21455
LR999947.1 5500001 5600000 1 6782
LR999947.1 5600001 5700000 0 
LR999947.1 5700001 5800000 4 12196
LR999947.1 5800001 5900000 3 11183
LR999947.1 5900001 6000000 3 9355
LR999947.1 6000001 6100000 6 38858
LR999947.1 6100001 6200000 3 11719
LR999947.1 6200001 6300000 3 25731
LR999947.1 6300001 6400000 0 
LR999947.1 6400001 6500000 0 
LR999947.1 6500001 6600000 3 10121
LR999947.1 6600001 6700000 0 
LR999947.1 6700001 6800000 2 14992
LR999947.1 6800001 6900000 3 4210
LR999947.1 6900001 7000000 4 19092
LR999947.1 7000001 7100000 2 30107
LR999947.1 7100001 7200000 3 8664
LR999947.1 7200001 7300000 0 
LR999947.1 7300001 7400000 2 2985
LR999947.1 7400001 7500000 0 
LR999947.1 7500001 7600000 0 
LR999947.1 7600001 7700000 0 
LR999947.1 7700001 7800000 2 6628
LR999947.1 7800001 7900000 1 743
LR999947.1 7900001 8000000 4 35864
LR999947.1 8000001 8100000 2 32056
LR999947.1 8100001 8200000 3 12789
LR999947.1 8200001 8300000 2 4690
LR999947.1 8300001 8400000 5 51405
LR999947.1 8400001 8500000 2 22015
LR999947.1 8500001 8600000 3 15927
LR999947.1 8600001 8700000 7 20626
LR999947.1 8700001 8800000 7 32131
LR999947.1 8800001 8900000 1 2873
LR999947.1 8900001 9000000 1 6855
LR999947.1 9000001 9100000 2 34741
LR999947.1 9100001 9200000 7 51057
LR999947.1 9200001 9300000 0 
LR999947.1 9300001 9400000 0 
LR999947.1 9400001 9500000 1 1745
LR999947.1 9500001 9600000 1 6941
LR999947.1 9600001 9700000 2 19241
LR999947.1 9700001 9800000 3 4554
LR999947.1 9800001 9900000 2 3659
LR999947.1 9900001 10000000 5 33276
LR999947.1 10000001 10100000 0 
LR999947.1 10100001 10200000 0 
LR999947.1 10200001 10300000 0 
LR999947.1 10300001 10400000 0 
LR999947.1 10400001 10500000 0 
LR999947.1 10500001 10600000 0 
LR999947.1 10600001 10700000 5 33555
LR999947.1 10700001 10800000 2 31797
LR999947.1 10800001 10900000 1 14121
LR999947.1 10900001 11000000 1 3602
LR999947.1 11000001 11100000 6 58671
LR999947.1 11100001 11200000 2 38015
LR999947.1 11200001 11300000 4 27457
LR999947.1 11300001 11400000 4 31816
LR999947.1 11400001 11500000 3 15053
LR999947.1 11500001 11600000 4 31424
LR999947.1 11600001 11700000 3 25324
LR999947.1 11700001 11704087 0 
