	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999954.1	1.0	100000.0	243	52280	29	6008	15	4850	3.0	786.0	10	7531	14.0	6841.0	28	12706	26	1182	2	24419.0	0	0.0
1	LR999954.1	100001.0	200000.0	234	24778	35	7383	25	1963	1.0	327.0	7	538	2.0	156.0	28	4390	47	1782	4	25422.0	0	0.0
2	LR999954.1	200001.0	300000.0	280	32063	54	10019	10	808	0.0	0.0	9	786	0.0	0.0	39	6037	32	1104	0	0.0	0	0.0
3	LR999954.1	300001.0	400000.0	245	28263	32	5833	13	1288	0.0	0.0	12	2855	2.0	141.0	36	5752	43	2068	5	26497.0	0	0.0
4	LR999954.1	400001.0	500000.0	322	41661	51	9175	16	1245	0.0	0.0	15	2166	11.0	2924.0	42	9005	30	1197	0	0.0	0	0.0
5	LR999954.1	500001.0	600000.0	198	23894	36	6762	12	951	0.0	0.0	9	1055	2.0	106.0	27	4752	29	1247	4	48483.0	0	0.0
6	LR999954.1	600001.0	700000.0	269	36638	46	8835	19	2637	1.0	420.0	14	2674	0.0	0.0	48	11151	37	1533	2	8516.0	0	0.0
7	LR999954.1	700001.0	800000.0	250	31953	46	8500	23	2719	3.0	265.0	7	3626	2.0	146.0	32	5310	28	1077	5	40255.0	0	0.0
8	LR999954.1	800001.0	900000.0	277	40356	51	10075	22	3179	2.0	238.0	8	1263	7.0	3333.0	32	5203	36	1791	1	10850.0	0	0.0
9	LR999954.1	900001.0	1000000.0	342	42618	53	9137	40	4393	4.0	354.0	6	1026	1.0	41.0	48	11851	42	1761	1	176.0	0	0.0
10	LR999954.1	1000000.0	1100000.0	306	43005	41	8539	21	1577	0.0	0.0	13	4282	8.0	3831.0	38	6841	37	1337	5	37676.0	1	458.0
11	LR999954.1	1100000.0	1200000.0	312	41297	59	12397	24	3837	1.0	45.0	14	2469	6.0	757.0	41	6252	32	1121	1	51283.0	0	0.0
12	LR999954.1	1200000.0	1300000.0	216	31287	56	10201	11	1611	0.0	0.0	7	4257	1.0	122.0	31	5375	23	949	3	27650.0	0	0.0
13	LR999954.1	1300000.0	1400000.0	244	31069	46	8614	15	1418	1.0	99.0	8	655	13.0	4660.0	48	5990	23	944	5	79244.0	0	0.0
14	LR999954.1	1400000.0	1500000.0	285	41237	54	10147	20	2508	0.0	0.0	12	2595	4.0	551.0	43	10673	27	1131	2	19587.0	0	0.0
15	LR999954.1	1500000.0	1600000.0	257	29719	58	9381	12	1551	0.0	0.0	11	1309	1.0	102.0	36	4354	24	941	2	22766.0	0	0.0
16	LR999954.1	1600000.0	1700000.0	213	38565	47	8583	23	3376	3.0	707.0	16	10756	2.0	166.0	33	7956	28	1314	3	50978.0	0	0.0
17	LR999954.1	1700000.0	1800000.0	303	36969	68	11646	12	1179	2.0	149.0	23	4012	3.0	146.0	50	8045	41	1606	2	5523.0	0	0.0
18	LR999954.1	1800000.0	1900000.0	328	42458	67	11596	26	3141	2.0	217.0	5	732	4.0	4462.0	39	5908	36	1292	4	19355.0	0	0.0
19	LR999954.1	1900000.0	2000000.0	339	41462	73	12613	17	1381	1.0	77.0	6	680	8.0	1164.0	54	9832	34	1562	1	6486.0	0	0.0
20	LR999954.1	2000000.0	2100000.0	264	36132	63	12951	27	2843	1.0	96.0	12	4912	2.0	323.0	34	3488	32	1136	6	42865.0	1	10421.0
21	LR999954.1	2100000.0	2200000.0	276	42087	55	10756	26	6282	3.0	1033.0	15	1888	1.0	79.0	53	11368	27	1137	2	8044.0	1	5571.0
22	LR999954.1	2200000.0	2300000.0	241	37221	45	8618	8	832	0.0	0.0	9	3636	7.0	4073.0	32	7654	36	1417	4	65472.0	2	17455.0
23	LR999954.1	2300000.0	2400000.0	286	33592	49	9471	25	2611	2.0	335.0	19	3379	0.0	0.0	45	5281	32	1148	3	33745.0	0	0.0
24	LR999954.1	2400000.0	2500000.0	241	32491	60	11023	17	1494	1.0	245.0	8	852	4.0	3467.0	28	4469	30	1226	3	32431.0	2	11423.0
25	LR999954.1	2500000.0	2600000.0	245	30647	53	8734	18	2639	1.0	102.0	11	2269	2.0	208.0	41	5898	25	1003	4	26579.0	0	0.0
26	LR999954.1	2600000.0	2700000.0	284	31209	60	10464	22	2487	0.0	0.0	10	1299	2.0	153.0	37	4501	45	1622	1	7638.0	0	0.0
