	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999938.1	1.0	100000.0	126	55477	1.0	57.0	9.0	998.0	6.0	618.0	16.0	4651.0	8.0	4035.0	42.0	38325.0	30.0	5349.0	1	4814.0	0	0.0
1	LR999938.1	100001.0	200000.0	105	12251	14.0	1890.0	10.0	669.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2386.0	30.0	1016.0	0	0.0	0	0.0
2	LR999938.1	200001.0	300000.0	118	12543	20.0	3510.0	6.0	533.0	0.0	0.0	3.0	285.0	0.0	0.0	14.0	1572.0	20.0	779.0	0	0.0	0	0.0
3	LR999938.1	300001.0	400000.0	164	19348	27.0	5416.0	9.0	757.0	0.0	0.0	8.0	682.0	13.0	4344.0	15.0	1582.0	36.0	1473.0	0	0.0	0	0.0
4	LR999938.1	400001.0	500000.0	186	20849	33.0	6389.0	6.0	416.0	0.0	0.0	6.0	728.0	2.0	157.0	22.0	3212.0	31.0	1238.0	1	5430.0	1	5430.0
5	LR999938.1	500001.0	600000.0	191	22185	38.0	7399.0	13.0	1929.0	0.0	0.0	3.0	515.0	3.0	254.0	15.0	2074.0	31.0	1300.0	2	2319.0	0	0.0
6	LR999938.1	600001.0	700000.0	207	25542	50.0	9987.0	10.0	959.0	0.0	0.0	9.0	1218.0	1.0	193.0	29.0	5862.0	44.0	1773.0	1	713.0	0	0.0
7	LR999938.1	700001.0	800000.0	189	20832	36.0	6683.0	6.0	405.0	0.0	0.0	5.0	446.0	1.0	99.0	29.0	3818.0	24.0	947.0	1	542.0	0	0.0
8	LR999938.1	800001.0	900000.0	213	26772	47.0	8466.0	17.0	2786.0	1.0	62.0	16.0	2395.0	2.0	994.0	28.0	4831.0	37.0	1556.0	2	12898.0	0	0.0
9	LR999938.1	900001.0	1000000.0	199	25550	25.0	3978.0	9.0	613.0	0.0	0.0	6.0	1775.0	1.0	2147.0	30.0	6758.0	37.0	1634.0	3	7061.0	0	0.0
10	LR999938.1	1000000.0	1100000.0	187	29670	35.0	7269.0	10.0	3680.0	1.0	509.0	9.0	1063.0	2.0	99.0	19.0	9784.0	54.0	2223.0	6	22456.0	1	785.0
11	LR999938.1	1100000.0	1200000.0	260	37406	45.0	7886.0	28.0	7624.0	3.0	1621.0	10.0	2216.0	4.0	586.0	36.0	7710.0	30.0	1225.0	0	0.0	0	0.0
12	LR999938.1	1200000.0	1300000.0	205	29116	46.0	9553.0	9.0	1307.0	0.0	0.0	20.0	4120.0	1.0	76.0	23.0	4951.0	28.0	1075.0	0	0.0	0	0.0
13	LR999938.1	1300000.0	1400000.0	195	26173	31.0	6182.0	17.0	2288.0	2.0	265.0	8.0	1241.0	3.0	466.0	25.0	6295.0	31.0	1473.0	8	21169.0	2	1624.0
14	LR999938.1	1400000.0	1500000.0	179	31432	25.0	5097.0	12.0	1459.0	0.0	0.0	8.0	3241.0	12.0	7970.0	14.0	3747.0	29.0	1246.0	4	17288.0	1	1055.0
15	LR999938.1	1500000.0	1600000.0	224	31310	63.0	11109.0	11.0	977.0	1.0	71.0	13.0	2170.0	2.0	159.0	37.0	6930.0	19.0	834.0	1	9326.0	0	0.0
16	LR999938.1	1600000.0	1700000.0	217	26848	49.0	7754.0	13.0	2487.0	2.0	542.0	11.0	1338.0	3.0	574.0	28.0	5240.0	34.0	1393.0	0	0.0	0	0.0
17	LR999938.1	1700000.0	1800000.0	239	31902	40.0	6479.0	18.0	3607.0	1.0	69.0	18.0	5780.0	1.0	60.0	18.0	2047.0	29.0	1008.0	1	6866.0	0	0.0
18	LR999938.1	1800000.0	1900000.0	203	22651	54.0	10287.0	14.0	1014.0	0.0	0.0	11.0	1690.0	1.0	70.0	19.0	2020.0	29.0	1147.0	0	0.0	0	0.0
19	LR999938.1	1900000.0	2000000.0	169	25461	36.0	7047.0	12.0	1816.0	0.0	0.0	13.0	1763.0	1.0	111.0	22.0	7438.0	29.0	1091.0	1	19399.0	0	0.0
20	LR999938.1	2000000.0	2100000.0	200	25371	43.0	7353.0	13.0	1942.0	1.0	606.0	6.0	1031.0	2.0	221.0	22.0	4623.0	32.0	1241.0	1	2726.0	0	0.0
21	LR999938.1	2100000.0	2200000.0	231	27272	38.0	6967.0	15.0	1952.0	0.0	0.0	8.0	998.0	3.0	264.0	32.0	4883.0	33.0	1374.0	0	0.0	0	0.0
22	LR999938.1	2200000.0	2300000.0	175	22397	42.0	7375.0	10.0	995.0	0.0	0.0	10.0	1666.0	1.0	98.0	20.0	2875.0	18.0	708.0	2	8487.0	0	0.0
23	LR999938.1	2300000.0	2400000.0	180	33401	33.0	5220.0	4.0	224.0	0.0	0.0	9.0	2482.0	6.0	3326.0	25.0	14315.0	34.0	1205.0	0	0.0	0	0.0
24	LR999938.1	2400000.0	2500000.0	215	35167	31.0	5880.0	15.0	2342.0	2.0	520.0	14.0	1705.0	4.0	275.0	35.0	13145.0	35.0	1430.0	0	0.0	0	0.0
25	LR999938.1	2500000.0	2600000.0	207	29609	46.0	9158.0	14.0	2539.0	2.0	280.0	14.0	3556.0	2.0	142.0	30.0	6241.0	27.0	1044.0	1	4043.0	0	0.0
26	LR999938.1	2600000.0	2700000.0	185	31835	38.0	8193.0	19.0	2448.0	1.0	443.0	6.0	718.0	2.0	4090.0	36.0	8645.0	27.0	1096.0	3	25819.0	0	0.0
27	LR999938.1	2700000.0	2800000.0	127	12559	21.0	3989.0	4.0	362.0	0.0	0.0	5.0	514.0	2.0	134.0	6.0	1106.0	49.0	2818.0	8	38960.0	0	0.0
28	LR999938.1	2800000.0	2900000.0	174	26152	41.0	5923.0	14.0	2410.0	1.0	75.0	13.0	2258.0	2.0	3100.0	18.0	4811.0	33.0	1728.0	0	0.0	0	0.0
29	LR999938.1	2900000.0	3000000.0	152	21635	43.0	6029.0	12.0	2498.0	2.0	956.0	4.0	540.0	1.0	10.0	24.0	7532.0	22.0	894.0	8	40673.0	0	0.0
30	LR999938.1	3000000.0	3100000.0	130	13859	22.0	4181.0	4.0	571.0	0.0	0.0	1.0	129.0	0.0	0.0	12.0	1551.0	25.0	1311.0	4	15727.0	0	0.0
31	LR999938.1	3100000.0	3200000.0	130	14495	18.0	3229.0	9.0	1212.0	1.0	435.0	6.0	685.0	0.0	0.0	19.0	2180.0	23.0	974.0	4	25598.0	0	0.0
32	LR999938.1	3200000.0	3300000.0	149	20867	20.0	3858.0	9.0	1936.0	0.0	0.0	9.0	2439.0	2.0	328.0	14.0	4142.0	34.0	1467.0	3	18455.0	0	0.0
33	LR999938.1	3300000.0	3400000.0	131	12897	24.0	4057.0	12.0	952.0	1.0	78.0	7.0	980.0	1.0	48.0	11.0	1247.0	27.0	958.0	1	1421.0	0	0.0
34	LR999938.1	3400000.0	3500000.0	150	20828	24.0	4028.0	8.0	567.0	0.0	0.0	5.0	3493.0	1.0	77.0	16.0	3188.0	25.0	1178.0	4	40894.0	0	0.0
35	LR999938.1	3500000.0	3600000.0	228	31618	37.0	6030.0	25.0	5146.0	0.0	0.0	15.0	2058.0	2.0	153.0	22.0	5687.0	32.0	1385.0	2	4587.0	0	0.0
36	LR999938.1	3600000.0	3700000.0	209	23706	33.0	5937.0	19.0	2078.0	0.0	0.0	11.0	1694.0	1.0	58.0	16.0	3271.0	32.0	1387.0	2	67460.0	0	0.0
37	LR999938.1	3700000.0	3800000.0	206	27957	41.0	7519.0	16.0	2691.0	0.0	0.0	11.0	1338.0	4.0	311.0	15.0	6381.0	32.0	1275.0	1	11551.0	0	0.0
