chrom begin end count_gene length_gene
LR999939.1 1 100000 6 18726
LR999939.1 100001 200000 0 
LR999939.1 200001 300000 2 7858
LR999939.1 300001 400000 3 19709
LR999939.1 400001 500000 3 35114
LR999939.1 500001 600000 7 19360
LR999939.1 600001 700000 3 21433
LR999939.1 700001 800000 1 6075
LR999939.1 800001 900000 0 
LR999939.1 900001 1000000 0 
LR999939.1 1000001 1100000 1 2492
LR999939.1 1100001 1200000 4 11669
LR999939.1 1200001 1300000 0 
LR999939.1 1300001 1400000 0 
LR999939.1 1400001 1500000 0 
LR999939.1 1500001 1600000 1 9544
LR999939.1 1600001 1700000 1 3401
LR999939.1 1700001 1800000 0 
LR999939.1 1800001 1900000 0 
LR999939.1 1900001 2000000 0 
LR999939.1 2000001 2100000 0 
LR999939.1 2100001 2200000 1 2391
LR999939.1 2200001 2300000 2 3421
LR999939.1 2300001 2400000 0 
LR999939.1 2400001 2500000 1 740
LR999939.1 2500001 2600000 1 2649
LR999939.1 2600001 2700000 2 7636
LR999939.1 2700001 2800000 1 1958
LR999939.1 2800001 2900000 1 3170
LR999939.1 2900001 3000000 4 23730
LR999939.1 3000001 3100000 1 5377
LR999939.1 3100001 3200000 2 4192
LR999939.1 3200001 3300000 0 
LR999939.1 3300001 3400000 1 3144
LR999939.1 3400001 3500000 0 
LR999939.1 3500001 3600000 2 8486
LR999939.1 3600001 3700000 4 37215
LR999939.1 3700001 3800000 1 7426
LR999939.1 3800001 3900000 0 
LR999939.1 3900001 4000000 2 3707
LR999939.1 4000001 4100000 0 
LR999939.1 4100001 4200000 0 
LR999939.1 4200001 4300000 3 21467
LR999939.1 4300001 4400000 7 24461
LR999939.1 4400001 4500000 0 
LR999939.1 4500001 4600000 3 7334
LR999939.1 4600001 4700000 0 
LR999939.1 4700001 4800000 3 12753
LR999939.1 4800001 4900000 4 11538
LR999939.1 4900001 5000000 5 13915
LR999939.1 5000001 5100000 2 11634
LR999939.1 5100001 5200000 1 8661
LR999939.1 5200001 5300000 0 
LR999939.1 5300001 5400000 5 10745
LR999939.1 5400001 5500000 7 27011
LR999939.1 5500001 5600000 0 
LR999939.1 5600001 5700000 0 
LR999939.1 5700001 5800000 2 14269
LR999939.1 5800001 5900000 1 5467
LR999939.1 5900001 6000000 1 392
LR999939.1 6000001 6100000 7 28591
LR999939.1 6100001 6200000 11 33232
LR999939.1 6200001 6300000 6 20356
LR999939.1 6300001 6400000 9 43517
LR999939.1 6400001 6500000 1 836
LR999939.1 6500001 6600000 1 1390
LR999939.1 6600001 6700000 0 
LR999939.1 6700001 6800000 1 396
LR999939.1 6800001 6900000 8 27659
LR999939.1 6900001 7000000 4 22312
LR999939.1 7000001 7100000 2 6998
LR999939.1 7100001 7200000 1 2091
LR999939.1 7200001 7300000 2 12358
LR999939.1 7300001 7400000 1 2738
LR999939.1 7400001 7500000 4 6384
LR999939.1 7500001 7600000 7 15941
LR999939.1 7600001 7700000 5 20325
LR999939.1 7700001 7800000 0 
LR999939.1 7800001 7900000 0 
LR999939.1 7900001 8000000 1 3491
LR999939.1 8000001 8100000 0 
LR999939.1 8100001 8200000 0 
LR999939.1 8200001 8300000 1 4082
LR999939.1 8300001 8400000 0 
LR999939.1 8400001 8500000 0 
LR999939.1 8500001 8600000 9 37679
LR999939.1 8600001 8700000 5 18044
LR999939.1 8700001 8800000 6 19705
LR999939.1 8800001 8900000 0 
LR999939.1 8900001 9000000 2 11497
LR999939.1 9000001 9100000 7 28226
LR999939.1 9100001 9200000 8 20200
LR999939.1 9200001 9300000 5 26950
LR999939.1 9300001 9400000 5 17718
LR999939.1 9400001 9500000 1 3397
LR999939.1 9500001 9600000 4 11140
LR999939.1 9600001 9700000 0 
LR999939.1 9700001 9800000 0 
LR999939.1 9800001 9900000 0 
LR999939.1 9900001 10000000 3 9870
LR999939.1 10000001 10100000 1 4441
LR999939.1 10100001 10200000 2 11215
LR999939.1 10200001 10300000 0 
LR999939.1 10300001 10400000 0 
LR999939.1 10400001 10500000 0 
LR999939.1 10500001 10600000 3 39279
LR999939.1 10600001 10700000 4 23336
LR999939.1 10700001 10800000 4 16116
LR999939.1 10800001 10900000 2 8893
LR999939.1 10900001 11000000 0 
LR999939.1 11000001 11100000 0 
LR999939.1 11100001 11200000 7 35037
LR999939.1 11200001 11300000 7 51793
LR999939.1 11300001 11400000 3 44548
LR999939.1 11400001 11500000 2 32918
LR999939.1 11500001 11600000 3 13871
LR999939.1 11600001 11700000 6 31400
LR999939.1 11700001 11800000 5 37145
LR999939.1 11800001 11900000 2 27256
LR999939.1 11900001 12000000 1 971
LR999939.1 12000001 12100000 3 8291
LR999939.1 12100001 12200000 0 
LR999939.1 12200001 12300000 1 45739
LR999939.1 12300001 12400000 3 5371
LR999939.1 12400001 12500000 2 77628
LR999939.1 12500001 12600000 8 35159
LR999939.1 12600001 12700000 3 25171
LR999939.1 12700001 12800000 0 
LR999939.1 12800001 12900000 0 
LR999939.1 12900001 13000000 0 
LR999939.1 13000001 13100000 1 413
LR999939.1 13100001 13200000 1 10534
LR999939.1 13200001 13300000 1 224
LR999939.1 13300001 13400000 2 14635
LR999939.1 13400001 13500000 0 
LR999939.1 13500001 13600000 4 25063
LR999939.1 13600001 13700000 5 11971
LR999939.1 13700001 13800000 4 42071
LR999939.1 13800001 13900000 7 29567
LR999939.1 13900001 13916383 1 1445
