	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999941.1	1.0	100000.0	98	9592	6	1177	6.0	968.0	1.0	219.0	4.0	778.0	2.0	235.0	6	842	40	2183	8	12785.0	0	0.0
1	LR999941.1	100001.0	200000.0	132	16005	20	4325	10.0	902.0	2.0	194.0	3.0	363.0	2.0	119.0	16	4029	39	1759	4	8119.0	0	0.0
2	LR999941.1	200001.0	300000.0	123	15216	15	2703	5.0	1409.0	0.0	0.0	10.0	3210.0	0.0	0.0	11	1559	28	1182	1	350.0	2	1904.0
3	LR999941.1	300001.0	400000.0	160	16607	29	5205	7.0	828.0	1.0	353.0	5.0	614.0	1.0	34.0	23	3486	30	1160	0	0.0	0	0.0
4	LR999941.1	400001.0	500000.0	131	16208	10	1748	9.0	1616.0	1.0	74.0	8.0	892.0	0.0	0.0	14	4074	30	1408	1	1900.0	0	0.0
5	LR999941.1	500001.0	600000.0	113	14649	15	2142	5.0	457.0	0.0	0.0	5.0	2801.0	2.0	3173.0	13	1497	40	1774	13	37614.0	0	0.0
6	LR999941.1	600001.0	700000.0	136	16556	35	5360	10.0	765.0	1.0	83.0	7.0	1098.0	0.0	0.0	23	4148	17	652	1	17141.0	0	0.0
7	LR999941.1	700001.0	800000.0	129	11938	21	3826	3.0	200.0	0.0	0.0	6.0	835.0	1.0	98.0	13	1691	43	1797	0	0.0	0	0.0
8	LR999941.1	800001.0	900000.0	154	19176	40	9352	7.0	494.0	2.0	130.0	8.0	1051.0	0.0	0.0	28	3800	32	1226	0	0.0	0	0.0
9	LR999941.1	900001.0	1000000.0	151	16476	30	5665	3.0	181.0	0.0	0.0	9.0	2856.0	1.0	101.0	23	3246	43	1637	1	2483.0	1	2483.0
10	LR999941.1	1000000.0	1100000.0	161	21784	37	6770	4.0	217.0	1.0	34.0	10.0	4728.0	1.0	60.0	21	3237	29	1161	1	1580.0	0	0.0
11	LR999941.1	1100000.0	1200000.0	191	22079	51	8668	12.0	1722.0	0.0	0.0	7.0	1453.0	2.0	149.0	19	2781	38	1827	0	0.0	0	0.0
12	LR999941.1	1200000.0	1300000.0	210	30956	27	5351	16.0	1606.0	2.0	255.0	14.0	3407.0	7.0	2336.0	19	5521	37	1317	0	0.0	0	0.0
13	LR999941.1	1300000.0	1400000.0	183	21458	29	4796	14.0	1621.0	2.0	802.0	5.0	884.0	0.0	0.0	21	4715	33	1353	2	6818.0	0	0.0
14	LR999941.1	1400000.0	1500000.0	200	23956	38	5443	13.0	921.0	2.0	175.0	8.0	1394.0	3.0	1175.0	24	3976	22	831	2	13640.0	0	0.0
15	LR999941.1	1500000.0	1600000.0	162	19077	30	5874	15.0	1068.0	0.0	0.0	8.0	1378.0	1.0	44.0	24	3485	20	644	4	20108.0	0	0.0
16	LR999941.1	1600000.0	1700000.0	221	23539	44	6616	10.0	1097.0	2.0	426.0	7.0	2708.0	1.0	35.0	16	1972	51	2381	2	5633.0	0	0.0
17	LR999941.1	1700000.0	1800000.0	143	17128	25	4340	19.0	2426.0	0.0	0.0	4.0	1646.0	2.0	173.0	14	2173	28	1239	4	13503.0	0	0.0
18	LR999941.1	1800000.0	1900000.0	162	15922	27	5051	5.0	219.0	0.0	0.0	7.0	883.0	2.0	192.0	17	2122	38	1480	0	0.0	0	0.0
19	LR999941.1	1900000.0	2000000.0	159	15712	31	6456	14.0	735.0	1.0	67.0	8.0	832.0	0.0	0.0	13	1574	35	1370	0	0.0	0	0.0
20	LR999941.1	2000000.0	2100000.0	155	17740	27	6139	10.0	601.0	0.0	0.0	3.0	1579.0	1.0	46.0	13	2183	33	1197	0	0.0	0	0.0
21	LR999941.1	2100000.0	2200000.0	224	23299	42	7093	13.0	835.0	0.0	0.0	8.0	887.0	2.0	191.0	30	4930	39	1513	1	3463.0	0	0.0
22	LR999941.1	2200000.0	2300000.0	216	24215	35	6799	18.0	1468.0	1.0	56.0	7.0	853.0	1.0	74.0	22	4028	40	1720	2	3725.0	0	0.0
23	LR999941.1	2300000.0	2400000.0	159	18584	21	3951	13.0	1389.0	1.0	137.0	3.0	379.0	5.0	2786.0	13	1968	40	1571	12	80880.0	0	0.0
24	LR999941.1	2400000.0	2500000.0	226	43303	34	6965	21.0	6948.0	4.0	497.0	16.0	6128.0	18.0	5888.0	28	7682	28	1185	1	13405.0	0	0.0
25	LR999941.1	2500000.0	2600000.0	235	36633	58	6738	21.0	4938.0	0.0	0.0	18.0	6876.0	4.0	621.0	28	8164	36	1631	2	4161.0	0	0.0
26	LR999941.1	2600000.0	2700000.0	192	33478	30	5234	15.0	2625.0	1.0	690.0	20.0	6468.0	1.0	109.0	20	9421	30	1108	2	1945.0	1	644.0
27	LR999941.1	2700000.0	2800000.0	212	29183	43	7276	16.0	4356.0	0.0	0.0	14.0	1968.0	5.0	2537.0	23	4215	36	1356	0	0.0	0	0.0
28	LR999941.1	2800000.0	2900000.0	204	23778	58	9830	11.0	1493.0	1.0	571.0	6.0	689.0	1.0	88.0	30	4664	34	1403	0	0.0	0	0.0
29	LR999941.1	2900000.0	3000000.0	209	26145	41	7243	7.0	979.0	0.0	0.0	23.0	4216.0	1.0	29.0	18	3926	25	1048	2	2485.0	0	0.0
