	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999933.1	1.0	100000.0	130	23176	10.0	2140.0	15.0	2962.0	7.0	815.0	3	627	6.0	3675.0	19	7045	35	1814	5	32239.0	0	0.0
1	LR999933.1	100001.0	200000.0	192	22982	37.0	7296.0	8.0	468.0	0.0	0.0	12	1657	2.0	162.0	26	3899	28	1222	0	0.0	0	0.0
2	LR999933.1	200001.0	300000.0	221	33644	31.0	5053.0	15.0	2144.0	0.0	0.0	12	3246	8.0	5536.0	24	5234	42	1525	0	0.0	0	0.0
3	LR999933.1	300001.0	400000.0	211	30038	36.0	6846.0	14.0	3364.0	2.0	359.0	13	2239	3.0	235.0	30	6764	35	1331	2	11987.0	0	0.0
4	LR999933.1	400001.0	500000.0	204	27703	43.0	8694.0	13.0	2798.0	0.0	0.0	9	1063	1.0	75.0	18	4246	26	1074	2	13082.0	0	0.0
5	LR999933.1	500001.0	600000.0	180	25712	41.0	8398.0	10.0	960.0	1.0	97.0	16	5709	5.0	1566.0	20	2953	31	1250	1	2427.0	0	0.0
6	LR999933.1	600001.0	700000.0	184	21979	44.0	6851.0	17.0	3607.0	0.0	0.0	3	494	4.0	361.0	24	3962	28	1048	1	1584.0	0	0.0
7	LR999933.1	700001.0	800000.0	214	27812	45.0	8188.0	7.0	576.0	0.0	0.0	9	1059	3.0	214.0	24	4917	26	1150	4	23451.0	0	0.0
8	LR999933.1	800001.0	900000.0	237	31296	63.0	9569.0	14.0	2749.0	2.0	512.0	14	1949	3.0	470.0	38	6818	29	1335	0	0.0	0	0.0
9	LR999933.1	900001.0	1000000.0	228	28085	40.0	6836.0	19.0	2009.0	1.0	145.0	14	2263	0.0	0.0	26	5079	34	1378	0	0.0	0	0.0
10	LR999933.1	1000000.0	1100000.0	223	33499	27.0	4442.0	17.0	5699.0	0.0	0.0	12	4277	3.0	313.0	35	7397	26	1103	1	30130.0	0	0.0
11	LR999933.1	1100000.0	1200000.0	207	36425	38.0	7441.0	16.0	2531.0	0.0	0.0	23	5792	9.0	5349.0	22	5573	28	1133	3	12098.0	0	0.0
12	LR999933.1	1200000.0	1300000.0	220	31098	51.0	10606.0	15.0	1235.0	2.0	92.0	14	4781	2.0	122.0	27	4336	23	987	0	0.0	0	0.0
13	LR999933.1	1300000.0	1400000.0	223	28601	58.0	9877.0	10.0	825.0	0.0	0.0	8	878	1.0	111.0	27	6037	29	1173	0	0.0	0	0.0
14	LR999933.1	1400000.0	1500000.0	219	26726	44.0	7378.0	6.0	1151.0	1.0	507.0	21	4576	2.0	89.0	28	5157	48	1847	2	18519.0	0	0.0
15	LR999933.1	1500000.0	1600000.0	218	25321	36.0	6385.0	10.0	829.0	1.0	67.0	9	1139	3.0	572.0	23	3980	35	1509	1	8676.0	0	0.0
16	LR999933.1	1600000.0	1700000.0	237	35069	40.0	7376.0	11.0	722.0	1.0	72.0	5	966	12.0	9801.0	22	2850	34	1284	0	0.0	0	0.0
17	LR999933.1	1700000.0	1800000.0	191	32897	45.0	8591.0	9.0	1112.0	0.0	0.0	10	1694	3.0	267.0	24	11447	28	1219	4	29452.0	0	0.0
18	LR999933.1	1800000.0	1900000.0	176	26051	32.0	6579.0	17.0	4782.0	1.0	87.0	11	2695	5.0	304.0	14	2289	32	1619	5	32653.0	0	0.0
19	LR999933.1	1900000.0	2000000.0	185	24783	32.0	6639.0	15.0	2316.0	0.0	0.0	7	4224	4.0	333.0	26	3099	29	1274	7	44537.0	0	0.0
20	LR999933.1	2000000.0	2100000.0	218	27933	44.0	8100.0	14.0	1007.0	0.0	0.0	8	614	1.0	98.0	29	7188	30	1146	1	692.0	0	0.0
21	LR999933.1	2100000.0	2200000.0	162	28983	26.0	5210.0	9.0	639.0	1.0	56.0	15	6901	1.0	79.0	19	8930	35	1432	7	38280.0	0	0.0
22	LR999933.1	2200000.0	2300000.0	209	27876	47.0	7192.0	14.0	1197.0	1.0	39.0	13	3927	3.0	5146.0	19	2150	41	1578	0	0.0	0	0.0
