	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999940.1	1.0	100000.0	185	70450	4.0	905.0	16.0	3431.0	1.0	13.0	28.0	15961.0	13	5527	35	33563	29	1632	3	7838.0	1	371.0
1	LR999940.1	100001.0	200000.0	216	72249	1.0	282.0	30.0	10312.0	1.0	178.0	21.0	9176.0	12	7840	69	34482	20	973	0	0.0	0	0.0
2	LR999940.1	200001.0	300000.0	164	66654	2.0	457.0	14.0	1934.0	4.0	624.0	23.0	14292.0	6	4023	58	39934	33	1848	4	2204.0	3	1503.0
3	LR999940.1	300001.0	400000.0	188	70645	3.0	672.0	13.0	2836.0	0.0	0.0	14.0	9618.0	30	19009	47	29491	36	1427	1	10643.0	0	0.0
4	LR999940.1	400001.0	500000.0	180	71405	3.0	894.0	11.0	4129.0	1.0	13.0	24.0	15031.0	18	14319	44	30337	42	1909	1	1004.0	0	0.0
5	LR999940.1	500001.0	600000.0	170	68942	1.0	275.0	13.0	3792.0	0.0	0.0	15.0	10028.0	10	5815	41	34517	26	1060	3	14855.0	2	1078.0
6	LR999940.1	600001.0	700000.0	147	67500	3.0	638.0	10.0	2775.0	0.0	0.0	13.0	4524.0	34	15923	42	39768	19	952	3	2229.0	2	1132.0
7	LR999940.1	700001.0	800000.0	196	64462	7.0	1112.0	9.0	4504.0	3.0	990.0	17.0	8666.0	21	10499	59	31104	40	2072	5	5683.0	3	3250.0
8	LR999940.1	800001.0	900000.0	185	71224	1.0	310.0	8.0	1844.0	2.0	504.0	26.0	14395.0	32	16521	52	31124	23	1123	4	16598.0	3	5636.0
9	LR999940.1	900001.0	1000000.0	222	77147	8.0	775.0	14.0	2256.0	2.0	264.0	20.0	10097.0	19	9206	55	39751	30	1164	2	21122.0	2	21122.0
10	LR999940.1	1000000.0	1100000.0	166	61135	4.0	1030.0	5.0	2115.0	1.0	609.0	21.0	8413.0	15	7666	59	36331	26	1321	1	305.0	1	305.0
11	LR999940.1	1100000.0	1200000.0	185	73365	1.0	192.0	12.0	4953.0	2.0	361.0	32.0	20010.0	2	802	65	39360	31	1362	3	8796.0	2	7377.0
12	LR999940.1	1200000.0	1300000.0	163	73016	0.0	0.0	3.0	1729.0	0.0	0.0	23.0	12122.0	22	15378	56	36342	22	2155	1	9865.0	1	9865.0
13	LR999940.1	1300000.0	1400000.0	177	68290	8.0	1539.0	7.0	778.0	1.0	182.0	27.0	16678.0	28	11740	44	31847	33	1307	0	0.0	0	0.0
14	LR999940.1	1400000.0	1500000.0	210	64982	1.0	275.0	13.0	6596.0	3.0	821.0	31.0	16367.0	5	2438	43	26674	39	2163	2	1375.0	1	620.0
15	LR999940.1	1500000.0	1600000.0	221	73922	2.0	486.0	21.0	3019.0	0.0	0.0	30.0	13003.0	15	4898	60	40981	26	1081	1	200.0	0	0.0
16	LR999940.1	1600000.0	1700000.0	167	73034	1.0	49.0	1.0	110.0	0.0	0.0	27.0	13699.0	23	14993	46	38657	39	1779	4	7839.0	2	6941.0
17	LR999940.1	1700000.0	1800000.0	184	76558	1.0	49.0	13.0	3849.0	1.0	142.0	14.0	10043.0	41	18980	24	17064	23	1064	0	0.0	0	0.0
18	LR999940.1	1800000.0	1900000.0	195	69137	5.0	894.0	6.0	729.0	2.0	426.0	26.0	18787.0	19	5981	59	35556	35	1833	1	902.0	1	902.0
19	LR999940.1	1900000.0	2000000.0	212	70793	2.0	588.0	8.0	1962.0	1.0	366.0	21.0	14938.0	40	18117	36	23902	38	1898	0	0.0	0	0.0
20	LR999940.1	2000000.0	2100000.0	164	71033	2.0	578.0	8.0	1038.0	3.0	483.0	32.0	14947.0	15	10672	52	38001	23	1083	1	16745.0	0	0.0
21	LR999940.1	2100000.0	2200000.0	180	78638	1.0	289.0	4.0	409.0	0.0	0.0	30.0	15623.0	14	5353	63	51125	31	1225	1	482.0	1	482.0
22	LR999940.1	2200000.0	2300000.0	182	83600	2.0	573.0	15.0	1951.0	0.0	0.0	24.0	20508.0	11	6342	55	45475	17	735	1	734.0	1	734.0
23	LR999940.1	2300000.0	2400000.0	179	60805	2.0	506.0	7.0	2164.0	0.0	0.0	18.0	8993.0	37	17450	39	23277	29	1274	2	1025.0	2	8808.0
24	LR999940.1	2400000.0	2500000.0	181	69485	0.0	0.0	6.0	2153.0	1.0	684.0	25.0	13027.0	35	17593	38	27049	23	1051	1	1829.0	1	1829.0
25	LR999940.1	2500000.0	2600000.0	148	71718	2.0	560.0	3.0	1071.0	1.0	176.0	16.0	12638.0	26	14276	51	36522	33	4284	4	39149.0	3	38349.0
26	LR999940.1	2600000.0	2700000.0	151	63842	3.0	887.0	10.0	1206.0	1.0	190.0	22.0	11623.0	20	14401	42	28276	26	1303	2	1138.0	1	743.0
27	LR999940.1	2700000.0	2800000.0	149	67006	3.0	815.0	16.0	5893.0	2.0	489.0	14.0	7708.0	16	15359	47	31824	25	1226	1	563.0	1	563.0
28	LR999940.1	2800000.0	2900000.0	197	71518	4.0	701.0	15.0	4661.0	4.0	323.0	18.0	13567.0	26	10418	46	33249	23	1138	2	1510.0	2	1510.0
29	LR999940.1	2900000.0	3000000.0	181	64884	4.0	819.0	18.0	9538.0	4.0	1826.0	20.0	14940.0	12	5311	54	26135	26	983	3	9516.0	2	9211.0
30	LR999940.1	3000000.0	3100000.0	184	67657	4.0	1066.0	14.0	3066.0	2.0	1299.0	19.0	9634.0	30	8931	57	38798	25	1135	3	4166.0	0	0.0
31	LR999940.1	3100000.0	3200000.0	186	70921	3.0	635.0	18.0	3071.0	4.0	710.0	16.0	8142.0	14	5440	46	42724	36	1707	3	2130.0	1	758.0
32	LR999940.1	3200000.0	3300000.0	182	58790	2.0	422.0	9.0	2083.0	0.0	0.0	25.0	15863.0	18	13156	43	19411	32	2232	2	8507.0	2	25834.0
33	LR999940.1	3300000.0	3400000.0	200	53881	7.0	1468.0	21.0	7328.0	3.0	519.0	12.0	7231.0	31	12333	35	14722	31	1676	0	0.0	0	0.0
