	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999947.1	1.0	100000.0	135	23539	17.0	3303.0	15	1903	3.0	603.0	3.0	601.0	3.0	2249.0	24	9791	31	1187	7	38210.0	1	2870.0
1	LR999947.1	100001.0	200000.0	192	20434	40.0	5446.0	17	1606	0.0	0.0	7.0	942.0	3.0	266.0	26	3384	32	1275	8	38051.0	0	0.0
2	LR999947.1	200001.0	300000.0	177	29821	40.0	7793.0	12	2067	0.0	0.0	12.0	5383.0	3.0	4303.0	27	4915	38	1693	2	11223.0	0	0.0
3	LR999947.1	300001.0	400000.0	204	33748	33.0	6708.0	10	1084	0.0	0.0	13.0	4708.0	5.0	382.0	26	12200	36	1418	5	14136.0	0	0.0
4	LR999947.1	400001.0	500000.0	159	20445	36.0	7272.0	10	1009	0.0	0.0	7.0	1324.0	0.0	0.0	13	3149	32	1199	6	35514.0	0	0.0
5	LR999947.1	500001.0	600000.0	190	38395	27.0	6001.0	24	5530	0.0	0.0	6.0	4279.0	13.0	4007.0	21	10293	29	1419	6	14172.0	1	452.0
6	LR999947.1	600001.0	700000.0	161	24099	36.0	7505.0	9	2048	0.0	0.0	9.0	1123.0	5.0	2473.0	20	3411	29	1113	2	67577.0	0	0.0
7	LR999947.1	700001.0	800000.0	222	25507	49.0	7782.0	16	3470	1.0	100.0	8.0	805.0	0.0	0.0	27	5134	44	1846	1	21541.0	0	0.0
8	LR999947.1	800001.0	900000.0	220	33099	39.0	8034.0	15	2831	1.0	492.0	10.0	3745.0	5.0	4177.0	32	5620	53	2255	6	34250.0	0	0.0
9	LR999947.1	900001.0	1000000.0	274	37165	60.0	11234.0	21	2394	3.0	568.0	16.0	1971.0	2.0	164.0	31	7099	33	1423	0	0.0	0	0.0
10	LR999947.1	1000000.0	1100000.0	240	28040	46.0	7842.0	16	2548	0.0	0.0	11.0	2233.0	1.0	47.0	25	3351	39	1446	4	37230.0	0	0.0
11	LR999947.1	1100000.0	1200000.0	267	34100	49.0	9410.0	23	2919	0.0	0.0	17.0	2989.0	3.0	257.0	42	4939	22	860	0	0.0	0	0.0
