	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999955.1	1.0	100000.0	297	41284	57	10349	12	1311	1.0	360.0	19	1942	10.0	5880.0	60	8828	33	1329	2	15589.0	0	0.0
1	LR999955.1	100001.0	200000.0	254	45265	36	7017	26	4903	1.0	68.0	9	2539	27.0	11413.0	41	8249	27	1728	4	50041.0	0	0.0
2	LR999955.1	200001.0	300000.0	344	44716	56	10695	51	5585	4.0	1071.0	11	1488	8.0	510.0	52	9828	22	807	3	31541.0	0	0.0
3	LR999955.1	300001.0	400000.0	307	40579	55	10029	19	1822	1.0	88.0	8	943	18.0	4908.0	43	8838	73	3377	4	24815.0	0	0.0
4	LR999955.1	400001.0	500000.0	367	46278	69	14125	26	3081	2.0	732.0	9	888	6.0	466.0	55	7350	21	813	0	0.0	0	0.0
5	LR999955.1	500001.0	600000.0	298	44413	80	13958	29	3457	8.0	1528.0	8	2437	2.0	132.0	55	13026	27	1354	3	43572.0	0	0.0
6	LR999955.1	600001.0	700000.0	340	45008	85	13691	35	4030	7.0	1097.0	8	1320	2.0	119.0	40	7882	36	1340	4	43490.0	0	0.0
7	LR999955.1	700001.0	800000.0	302	41595	71	12617	31	3694	3.0	572.0	12	5875	0.0	0.0	43	6216	38	1426	2	28735.0	0	0.0
8	LR999955.1	800001.0	900000.0	293	38243	76	12724	17	2575	0.0	0.0	10	1524	2.0	139.0	48	8304	40	1861	3	21350.0	0	0.0
9	LR999955.1	900001.0	1000000.0	311	42993	62	12458	24	3936	3.0	408.0	11	2346	6.0	823.0	43	7179	37	1633	4	31847.0	0	0.0
10	LR999955.1	1000000.0	1100000.0	343	38786	81	13694	24	2545	0.0	0.0	4	237	3.0	255.0	52	6321	29	1201	0	0.0	0	0.0
11	LR999955.1	1100000.0	1200000.0	346	52806	69	12230	27	3264	1.0	95.0	14	2574	3.0	189.0	55	16406	31	1395	2	56960.0	0	0.0
