	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999934.1	1.0	100000.0	131	14851	19.0	2828.0	14	1837	0.0	0.0	11	1303	0.0	0.0	16	3211	24	1065	1	4667.0	0	0.0
1	LR999934.1	100001.0	200000.0	193	25390	29.0	6016.0	10	1462	0.0	0.0	14	3396	0.0	0.0	19	2492	37	1411	0	0.0	0	0.0
2	LR999934.1	200001.0	300000.0	231	33201	36.0	7124.0	14	1120	1.0	90.0	9	1028	8.0	4680.0	27	4156	18	677	0	0.0	0	0.0
3	LR999934.1	300001.0	400000.0	229	37843	48.0	9370.0	17	2103	0.0	0.0	10	3503	2.0	474.0	22	9544	34	1619	0	0.0	0	0.0
4	LR999934.1	400001.0	500000.0	212	25713	59.0	9507.0	9	1096	0.0	0.0	11	1424	1.0	64.0	29	4538	31	1320	0	0.0	0	0.0
5	LR999934.1	500001.0	600000.0	246	45861	43.0	7829.0	19	4565	3.0	799.0	14	6186	4.0	3428.0	27	10303	21	951	2	13318.0	0	0.0
6	LR999934.1	600001.0	700000.0	231	34725	53.0	10336.0	13	2919	1.0	95.0	13	1588	2.0	347.0	35	5269	22	840	2	13206.0	0	0.0
7	LR999934.1	700001.0	800000.0	252	30913	54.0	9459.0	17	2948	2.0	242.0	14	3122	2.0	134.0	32	4748	32	1179	1	1643.0	1	1643.0
8	LR999934.1	800001.0	900000.0	180	20257	25.0	5289.0	15	2487	1.0	690.0	5	557	2.0	121.0	15	3493	56	1910	8	33596.0	0	0.0
9	LR999934.1	900001.0	1000000.0	219	28672	45.0	8318.0	14	2506	0.0	0.0	5	618	2.0	413.0	19	6032	39	1544	2	21788.0	0	0.0
10	LR999934.1	1000000.0	1100000.0	225	29127	29.0	5489.0	20	2419	2.0	780.0	11	1325	2.0	115.0	33	8935	41	1865	4	25379.0	0	0.0
11	LR999934.1	1100000.0	1200000.0	154	21298	19.0	3344.0	11	867	1.0	118.0	4	790	1.0	98.0	13	7404	41	1846	5	88478.0	0	0.0
12	LR999934.1	1200000.0	1300000.0	219	23645	48.0	9134.0	13	873	1.0	104.0	6	667	1.0	70.0	23	3050	25	921	1	9494.0	0	0.0
13	LR999934.1	1300000.0	1400000.0	196	25359	24.0	4854.0	14	989	1.0	72.0	11	2186	4.0	361.0	29	7405	26	1007	7	57262.0	1	1958.0
14	LR999934.1	1400000.0	1500000.0	118	12822	16.0	3179.0	5	250	1.0	67.0	7	1168	1.0	51.0	16	2094	19	847	0	0.0	0	0.0
15	LR999934.1	1500000.0	1600000.0	183	22662	40.0	6974.0	13	967	0.0	0.0	6	3780	0.0	0.0	19	3039	30	1099	0	0.0	0	0.0
16	LR999934.1	1600000.0	1700000.0	208	27018	42.0	6557.0	24	2693	2.0	115.0	13	1961	2.0	165.0	28	8380	38	1490	1	785.0	1	785.0
17	LR999934.1	1700000.0	1800000.0	163	17453	33.0	5522.0	2	248	0.0	0.0	7	956	5.0	421.0	23	3268	43	1622	0	0.0	0	0.0
18	LR999934.1	1800000.0	1900000.0	229	23737	54.0	9078.0	7	902	0.0	0.0	12	1213	1.0	62.0	27	2649	36	1317	0	0.0	0	0.0
19	LR999934.1	1900000.0	2000000.0	195	20209	35.0	6087.0	11	1095	0.0	0.0	11	1236	4.0	242.0	25	2953	36	1475	0	0.0	0	0.0
20	LR999934.1	2000000.0	2100000.0	72	5802	9.0	1268.0	3	192	0.0	0.0	1	76	1.0	42.0	4	315	23	1085	0	0.0	0	0.0
21	LR999934.1	2100000.0	2200000.0	107	22429	9.0	2104.0	4	411	1.0	119.0	12	7787	0.0	0.0	10	7297	40	1748	5	26373.0	0	0.0
22	LR999934.1	2200000.0	2300000.0	181	25478	27.0	5131.0	14	3499	1.0	72.0	12	2424	2.0	81.0	17	4593	36	1500	3	13766.0	0	0.0
23	LR999934.1	2300000.0	2400000.0	240	30675	36.0	6530.0	18	5676	2.0	214.0	11	1567	0.0	0.0	19	3884	46	2371	3	16080.0	0	0.0
24	LR999934.1	2400000.0	2500000.0	187	32190	11.0	2023.0	25	3954	3.0	313.0	9	4699	11.0	8224.0	14	1823	18	716	2	29010.0	2	29010.0
25	LR999934.1	2500000.0	2600000.0	240	37041	15.0	2526.0	41	6711	10.0	2219.0	9	4683	3.0	182.0	19	7931	32	1268	0	0.0	0	0.0
26	LR999934.1	2600000.0	2700000.0	212	37831	12.0	2027.0	24	5254	0.0	0.0	21	7667	6.0	3395.0	27	5473	14	502	0	0.0	0	0.0
27	LR999934.1	2700000.0	2800000.0	181	38137	16.0	2703.0	8	1001	1.0	461.0	13	6238	8.0	7860.0	21	6674	24	1064	4	7220.0	4	7220.0
28	LR999934.1	2800000.0	2900000.0	218	47635	15.0	2577.0	25	6110	2.0	196.0	6	1466	9.0	8028.0	29	14805	20	930	2	1948.0	2	1948.0
29	LR999934.1	2900000.0	3000000.0	209	43869	8.0	1128.0	35	8484	2.0	137.0	18	7918	0.0	0.0	26	11557	17	738	0	0.0	0	0.0
30	LR999934.1	3000000.0	3100000.0	221	33351	22.0	3260.0	21	4318	2.0	781.0	13	4020	0.0	0.0	16	7392	29	1103	2	3827.0	2	3827.0
31	LR999934.1	3100000.0	3200000.0	206	32555	18.0	3396.0	25	5153	1.0	182.0	19	6064	2.0	198.0	25	7712	19	690	0	0.0	0	0.0
32	LR999934.1	3200000.0	3300000.0	202	44828	14.0	2247.0	30	6109	1.0	487.0	17	6743	9.0	3873.0	16	10028	25	847	0	0.0	0	0.0
33	LR999934.1	3300000.0	3400000.0	255	44508	22.0	3550.0	29	6643	4.0	346.0	13	7201	2.0	165.0	21	8453	32	1451	3	1860.0	3	1860.0
34	LR999934.1	3400000.0	3500000.0	198	37522	18.0	3100.0	27	7745	5.0	534.0	11	6993	9.0	4596.0	16	4210	25	982	1	1074.0	1	1074.0
35	LR999934.1	3500000.0	3600000.0	233	36487	13.0	2377.0	31	7595	1.0	521.0	10	4552	3.0	283.0	25	7262	36	1402	0	0.0	0	0.0
36	LR999934.1	3600000.0	3700000.0	203	44220	10.0	1211.0	25	4608	1.0	461.0	16	11510	2.0	450.0	22	11863	32	1199	0	0.0	0	0.0
37	LR999934.1	3700000.0	3800000.0	196	36484	14.0	2385.0	18	3135	2.0	106.0	18	5774	0.0	0.0	26	14348	25	853	2	1219.0	2	1219.0
38	LR999934.1	3800000.0	3900000.0	247	41734	15.0	2771.0	46	7061	5.0	1573.0	13	7007	5.0	4803.0	24	5768	49	1876	1	1157.0	1	1157.0
39	LR999934.1	3900000.0	4000000.0	168	36099	8.0	1257.0	15	2685	1.0	39.0	12	7868	2.0	312.0	23	13164	26	1121	0	0.0	0	0.0
40	LR999934.1	4000000.0	4100000.0	177	31259	14.0	2872.0	16	2464	0.0	0.0	12	6728	1.0	72.0	28	8999	19	750	0	0.0	0	0.0
41	LR999934.1	4100000.0	4200000.0	207	33583	9.0	1712.0	21	3704	0.0	0.0	12	5625	7.0	1221.0	27	7113	30	1075	1	2407.0	1	2407.0
42	LR999934.1	4200000.0	4300000.0	190	29566	15.0	2500.0	19	2820	0.0	0.0	14	5724	4.0	942.0	23	5443	18	779	1	708.0	1	708.0
43	LR999934.1	4300000.0	4400000.0	222	47001	9.0	1207.0	40	11271	2.0	345.0	12	9328	4.0	1474.0	21	8563	30	1072	0	0.0	0	0.0
44	LR999934.1	4400000.0	4500000.0	227	40525	7.0	1369.0	27	6124	1.0	676.0	19	5247	4.0	1784.0	28	11139	28	1062	0	0.0	0	0.0
45	LR999934.1	4500000.0	4600000.0	193	33905	10.0	1635.0	37	7338	2.0	1626.0	10	4328	9.0	4428.0	20	5456	23	811	2	1033.0	2	1033.0
46	LR999934.1	4600000.0	4700000.0	177	29834	17.0	3489.0	15	4118	2.0	1500.0	14	6344	3.0	224.0	19	5567	39	1692	1	974.0	1	974.0
47	LR999934.1	4700000.0	4800000.0	253	42028	10.0	1901.0	25	3086	2.0	225.0	24	9382	1.0	54.0	24	8652	35	1308	1	3789.0	1	3789.0
48	LR999934.1	4800000.0	4900000.0	219	42138	10.0	2346.0	26	5739	3.0	1248.0	8	4326	11.0	6044.0	31	10623	34	1428	3	3648.0	3	3648.0
49	LR999934.1	4900000.0	5000000.0	229	42440	11.0	2038.0	30	5151	10.0	2219.0	8	4220	3.0	182.0	33	16670	27	1004	1	716.0	1	716.0
50	LR999934.1	5000000.0	5100000.0	212	41585	6.0	1637.0	28	6309	2.0	1039.0	12	4528	12.0	5975.0	25	11452	36	1383	0	0.0	0	0.0
51	LR999934.1	5100000.0	5200000.0	139	37498	12.0	2345.0	6	509	1.0	186.0	21	8924	8.0	5253.0	20	13820	23	875	2	1840.0	0	0.0
52	LR999934.1	5200000.0	5300000.0	259	39260	20.0	2942.0	32	6500	7.0	592.0	11	4082	12.0	2233.0	14	3985	30	1126	0	0.0	0	0.0
53	LR999934.1	5300000.0	5400000.0	179	28309	33.0	5925.0	11	1109	0.0	0.0	7	4260	2.0	2548.0	22	5048	38	1651	11	33015.0	0	0.0
54	LR999934.1	5400000.0	5500000.0	203	22319	33.0	4981.0	19	4230	2.0	535.0	7	771	4.0	296.0	11	1631	46	1869	7	49819.0	0	0.0
55	LR999934.1	5500000.0	5600000.0	216	21789	32.0	5392.0	19	2043	2.0	150.0	9	1146	1.0	39.0	23	2750	29	1106	1	29376.0	0	0.0
56	LR999934.1	5600000.0	5700000.0	188	18020	30.0	5469.0	7	602	0.0	0.0	2	209	1.0	80.0	20	2105	30	1228	1	27415.0	0	0.0
57	LR999934.1	5700000.0	5800000.0	205	26905	37.0	8015.0	17	3471	0.0	0.0	4	1195	3.0	272.0	24	4282	34	1456	4	13569.0	0	0.0
58	LR999934.1	5800000.0	5900000.0	208	24710	41.0	7235.0	11	951	0.0	0.0	7	618	2.0	139.0	32	5782	36	1612	5	19882.0	0	0.0
59	LR999934.1	5900000.0	6000000.0	251	28924	37.0	6243.0	23	1882	3.0	265.0	16	4015	0.0	0.0	18	1969	32	1237	0	0.0	0	0.0
60	LR999934.1	6000000.0	6100000.0	204	28733	33.0	6347.0	14	1590	0.0	0.0	15	1886	1.0	78.0	24	9019	22	757	0	0.0	0	0.0
61	LR999934.1	6100000.0	6200000.0	250	35955	43.0	7979.0	12	2478	0.0	0.0	14	2186	18.0	7194.0	36	5459	31	1027	1	818.0	0	0.0
62	LR999934.1	6200000.0	6300000.0	227	31555	36.0	6291.0	19	2581	2.0	70.0	20	3269	3.0	606.0	24	8125	35	1287	0	0.0	0	0.0
63	LR999934.1	6300000.0	6400000.0	251	33024	49.0	8052.0	21	2436	3.0	709.0	11	4548	2.0	275.0	25	3073	33	1476	1	4615.0	0	0.0
64	LR999934.1	6400000.0	6500000.0	267	41563	48.0	8789.0	34	7492	1.0	1139.0	7	1116	0.0	0.0	16	5056	32	1226	1	14088.0	0	0.0
65	LR999934.1	6500000.0	6600000.0	230	29154	33.0	5809.0	16	2494	3.0	1386.0	13	2307	1.0	47.0	19	4105	33	1145	5	41257.0	0	0.0
66	LR999934.1	6600000.0	6700000.0	223	30156	35.0	6769.0	16	1611	0.0	0.0	6	2394	6.0	3593.0	25	4794	38	1644	1	11704.0	0	0.0
67	LR999934.1	6700000.0	6800000.0	210	31747	52.0	9107.0	8	1555	0.0	0.0	7	2855	1.0	123.0	28	8356	33	1295	0	0.0	0	0.0
68	LR999934.1	6800000.0	6900000.0	211	32280	37.0	7703.0	15	1888	0.0	0.0	10	4172	1.0	46.0	13	6306	38	1549	5	47657.0	1	2867.0
69	LR999934.1	6900000.0	7000000.0	225	30453	24.0	4157.0	27	7013	2.0	253.0	12	1831	9.0	1685.0	19	3291	35	1497	4	26404.0	0	0.0
70	LR999934.1	7000000.0	7100000.0	242	28703	50.0	7699.0	28	3938	0.0	0.0	10	1411	3.0	248.0	21	2824	35	1479	0	0.0	0	0.0
71	LR999934.1	7100000.0	7200000.0	220	29109	54.0	9783.0	10	1941	0.0	0.0	13	1477	1.0	93.0	16	4444	37	1505	0	0.0	0	0.0
72	LR999934.1	7200000.0	7300000.0	201	28487	39.0	6846.0	8	972	0.0	0.0	13	2567	9.0	5724.0	15	3297	38	1414	0	0.0	0	0.0
73	LR999934.1	7300000.0	7400000.0	198	27914	34.0	6850.0	16	1512	3.0	318.0	8	4463	5.0	1160.0	21	3962	42	1762	3	41265.0	0	0.0
74	LR999934.1	7400000.0	7500000.0	230	25376	29.0	6007.0	16	2639	2.0	694.0	3	474	1.0	108.0	17	2540	49	1798	2	8724.0	0	0.0
75	LR999934.1	7500000.0	7600000.0	164	19667	21.0	4749.0	12	1088	0.0	0.0	7	1038	5.0	2473.0	11	1871	48	2059	7	41930.0	0	0.0
76	LR999934.1	7600000.0	7700000.0	155	17840	20.0	3614.0	13	1206	0.0	0.0	9	1611	1.0	135.0	12	972	34	1759	3	16640.0	0	0.0
77	LR999934.1	7700000.0	7800000.0	119	13812	9.0	1994.0	14	3741	1.0	1207.0	6	1479	1.0	157.0	5	625	37	1490	7	44447.0	0	0.0
78	LR999934.1	7800000.0	7900000.0	177	52962	17.0	3503.0	36	11610	1.0	64.0	16	12600	17.0	7283.0	16	10561	26	913	0	0.0	0	0.0
79	LR999934.1	7900000.0	8000000.0	143	21992	12.0	2757.0	11	1901	0.0	0.0	11	4540	1.0	69.0	23	5921	36	1526	2	9549.0	0	0.0
80	LR999934.1	8000000.0	8100000.0	112	11697	10.0	2494.0	12	952	0.0	0.0	3	1112	3.0	183.0	9	1123	36	1430	11	37021.0	0	0.0
81	LR999934.1	8100000.0	8200000.0	181	20881	17.0	3338.0	13	988	1.0	55.0	3	391	5.0	505.0	11	2554	48	2043	2	5934.0	0	0.0
82	LR999934.1	8200000.0	8300000.0	195	28070	28.0	4702.0	11	827	0.0	0.0	6	694	6.0	1064.0	18	5399	37	1333	2	4262.0	0	0.0
83	LR999934.1	8300000.0	8400000.0	231	29159	38.0	6916.0	19	4159	0.0	0.0	5	668	4.0	697.0	23	3343	36	1496	4	36311.0	0	0.0
84	LR999934.1	8400000.0	8500000.0	179	22680	31.0	6358.0	24	4039	0.0	0.0	5	631	0.0	0.0	20	2847	40	1795	4	21667.0	0	0.0
85	LR999934.1	8500000.0	8600000.0	187	23881	31.0	6422.0	12	1237	0.0	0.0	11	1692	2.0	2358.0	12	2803	37	1511	4	37207.0	1	16062.0
86	LR999934.1	8600000.0	8700000.0	166	23494	30.0	6015.0	5	327	0.0	0.0	6	2682	4.0	3591.0	13	3251	52	1865	0	0.0	0	0.0
87	LR999934.1	8700000.0	8800000.0	138	16184	29.0	5399.0	9	645	0.0	0.0	12	2106	2.0	182.0	16	3760	33	1318	5	9530.0	0	0.0
88	LR999934.1	8800000.0	8900000.0	187	22115	29.0	4646.0	17	2445	1.0	174.0	10	1469	5.0	2026.0	15	1920	36	1706	1	9436.0	0	0.0
89	LR999934.1	8900000.0	9000000.0	161	24302	25.0	4513.0	22	2318	2.0	317.0	6	1544	2.0	2108.0	19	6274	35	1338	4	35353.0	1	4550.0
90	LR999934.1	9000000.0	9100000.0	138	17158	18.0	3323.0	10	1285	0.0	0.0	1	86	0.0	0.0	14	2732	36	1718	5	15244.0	0	0.0
91	LR999934.1	9100000.0	9200000.0	183	21120	25.0	6360.0	13	2011	2.0	816.0	3	253	2.0	202.0	16	1916	45	1809	10	65903.0	0	0.0
92	LR999934.1	9200000.0	9300000.0	188	23703	27.0	5153.0	20	3176	0.0	0.0	7	823	3.0	318.0	13	4648	43	1706	5	24797.0	0	0.0
93	LR999934.1	9300000.0	9400000.0	178	22540	37.0	6703.0	11	1929	0.0	0.0	14	3237	2.0	134.0	22	3796	39	1720	3	32697.0	0	0.0
94	LR999934.1	9400000.0	9500000.0	125	14149	22.0	4492.0	14	2146	1.0	140.0	6	773	1.0	79.0	3	216	35	1311	5	20696.0	0	0.0
95	LR999934.1	9500000.0	9600000.0	164	22470	33.0	7210.0	15	1892	0.0	0.0	3	331	1.0	56.0	18	5228	46	2105	7	23211.0	0	0.0
96	LR999934.1	9600000.0	9700000.0	153	24501	15.0	3672.0	18	2608	1.0	63.0	4	374	5.0	2999.0	19	7504	41	1739	6	21089.0	0	0.0
97	LR999934.1	9700000.0	9800000.0	207	25293	22.0	4390.0	14	2475	0.0	0.0	10	1233	3.0	235.0	29	6517	34	1422	0	0.0	0	0.0
98	LR999934.1	9800000.0	9900000.0	230	30665	36.0	6641.0	16	2642	2.0	337.0	10	4444	3.0	345.0	21	3184	48	1959	0	0.0	0	0.0
99	LR999934.1	9900000.0	10000000.0	211	31147	42.0	7361.0	20	2813	1.0	82.0	13	4063	1.0	15.0	21	7503	25	1028	3	29205.0	0	0.0
100	LR999934.1	10000000.0	10100000.0	176	19458	24.0	4570.0	14	1921	0.0	0.0	11	898	0.0	0.0	13	2596	41	1610	3	4648.0	0	0.0
101	LR999934.1	10100000.0	10200000.0	144	17821	25.0	4263.0	5	1468	0.0	0.0	9	1982	2.0	198.0	12	2769	35	1374	3	12627.0	0	0.0
102	LR999934.1	10200000.0	10300000.0	134	14448	28.0	5294.0	10	948	0.0	0.0	5	400	2.0	156.0	8	1088	34	1462	12	38931.0	0	0.0
103	LR999934.1	10300000.0	10400000.0	146	20079	10.0	2476.0	13	2467	2.0	1575.0	6	1266	8.0	1370.0	11	5466	44	1970	7	38732.0	0	0.0
