	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999936.1	1.0	100000.0	102	16153	10	1521	6	2109	3.0	877.0	9.0	2438.0	1.0	30.0	22.0	5199.0	24	1098	1	33029.0	0	0.0
1	LR999936.1	100001.0	200000.0	124	18974	22	4209	8	1698	1.0	454.0	9.0	2222.0	1.0	67.0	21.0	5771.0	22	1006	0	0.0	0	0.0
2	LR999936.1	200001.0	300000.0	156	28279	16	2642	21	5537	0.0	0.0	8.0	843.0	1.0	64.0	21.0	11681.0	31	1198	5	22158.0	0	0.0
3	LR999936.1	300001.0	400000.0	127	13517	22	3852	17	2158	0.0	0.0	6.0	393.0	1.0	59.0	11.0	1258.0	23	901	1	1310.0	1	1310.0
4	LR999936.1	400001.0	500000.0	101	7072	7	890	5	518	0.0	0.0	0.0	0.0	0.0	0.0	6.0	549.0	48	2202	11	36229.0	0	0.0
5	LR999936.1	500001.0	600000.0	144	27822	22	3800	7	1098	1.0	420.0	7.0	752.0	8.0	5629.0	27.0	11648.0	33	1276	6	13542.0	0	0.0
6	LR999936.1	600001.0	700000.0	169	21691	27	5038	10	1471	0.0	0.0	5.0	4148.0	1.0	111.0	22.0	3004.0	37	1373	4	21402.0	0	0.0
7	LR999936.1	700001.0	800000.0	151	16722	28	5361	12	1257	1.0	13.0	3.0	378.0	2.0	170.0	14.0	2001.0	33	1240	4	21408.0	0	0.0
8	LR999936.1	800001.0	900000.0	150	14678	26	4407	11	658	0.0	0.0	4.0	388.0	3.0	197.0	16.0	2634.0	37	1485	0	0.0	0	0.0
9	LR999936.1	900001.0	1000000.0	205	21361	37	6749	4	337	0.0	0.0	15.0	2759.0	1.0	106.0	27.0	3342.0	48	1975	1	18319.0	0	0.0
10	LR999936.1	1000000.0	1100000.0	223	28296	39	7051	17	1108	3.0	282.0	23.0	6609.0	1.0	87.0	26.0	4102.0	38	1680	2	35126.0	1	1656.0
11	LR999936.1	1100000.0	1200000.0	161	17004	28	5679	16	1866	0.0	0.0	5.0	597.0	2.0	172.0	14.0	1890.0	36	1359	5	20893.0	0	0.0
12	LR999936.1	1200000.0	1300000.0	176	20606	20	4790	20	2763	1.0	75.0	11.0	2258.0	2.0	141.0	30.0	4191.0	33	1388	7	33759.0	0	0.0
13	LR999936.1	1300000.0	1400000.0	201	28047	31	4704	12	736	0.0	0.0	11.0	2754.0	1.0	40.0	35.0	9019.0	25	1135	2	25397.0	0	0.0
14	LR999936.1	1400000.0	1500000.0	138	14819	29	6055	3	281	0.0	0.0	1.0	155.0	0.0	0.0	9.0	1261.0	49	2231	4	13920.0	0	0.0
15	LR999936.1	1500000.0	1600000.0	140	17914	13	2780	10	1451	3.0	561.0	7.0	1113.0	1.0	82.0	19.0	4260.0	44	2024	3	29900.0	0	0.0
16	LR999936.1	1600000.0	1700000.0	192	23546	28	5007	28	5395	3.0	1369.0	9.0	974.0	4.0	393.0	20.0	3355.0	45	1917	5	39546.0	0	0.0
17	LR999936.1	1700000.0	1800000.0	167	20996	29	5668	15	1517	0.0	0.0	12.0	4832.0	0.0	0.0	24.0	3295.0	35	1372	1	6624.0	0	0.0
