	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999931.1	1.0	100000.0	118	24295	9	1892	5.0	988.0	0.0	0.0	13.0	3013.0	2.0	126.0	11	5781	28	5619	2	2525.0	0	0.0
1	LR999931.1	100001.0	200000.0	139	31466	20	3820	9.0	1060.0	1.0	126.0	14.0	7230.0	4.0	2510.0	22	10050	26	1069	1	626.0	1	626.0
2	LR999931.1	200001.0	300000.0	149	21455	19	3347	7.0	563.0	0.0	0.0	18.0	4206.0	2.0	137.0	16	4889	26	1141	0	0.0	0	0.0
3	LR999931.1	300001.0	400000.0	152	22450	27	4057	9.0	3967.0	1.0	164.0	10.0	1526.0	4.0	285.0	23	6331	20	956	1	8260.0	0	0.0
4	LR999931.1	400001.0	500000.0	206	30654	33	5218	14.0	2321.0	0.0	0.0	8.0	4399.0	1.0	127.0	22	4452	33	1217	1	989.0	0	0.0
5	LR999931.1	500001.0	600000.0	156	22618	27	4891	9.0	1048.0	0.0	0.0	11.0	5121.0	2.0	136.0	19	3157	24	1031	2	4160.0	0	0.0
6	LR999931.1	600001.0	700000.0	155	27830	25	4296	9.0	2077.0	1.0	393.0	16.0	4724.0	4.0	4330.0	21	5495	28	1227	2	1841.0	0	0.0
7	LR999931.1	700001.0	800000.0	152	17913	33	6253	10.0	1429.0	0.0	0.0	4.0	435.0	0.0	0.0	8	1318	32	1417	6	26851.0	0	0.0
8	LR999931.1	800001.0	900000.0	215	22016	36	6961	13.0	1260.0	2.0	309.0	12.0	1167.0	6.0	454.0	26	2735	32	1121	4	29970.0	0	0.0
9	LR999931.1	900001.0	1000000.0	212	27653	54	9275	7.0	516.0	0.0	0.0	12.0	5827.0	4.0	517.0	20	2514	27	1091	2	24471.0	0	0.0
10	LR999931.1	1000000.0	1100000.0	175	24434	39	7082	8.0	803.0	1.0	50.0	17.0	4334.0	2.0	139.0	21	5454	32	1506	4	37703.0	0	0.0
11	LR999931.1	1100000.0	1200000.0	176	34589	24	5183	11.0	1912.0	0.0	0.0	15.0	8325.0	7.0	3230.0	19	8268	45	1753	3	44343.0	0	0.0
12	LR999931.1	1200000.0	1300000.0	172	28056	26	4609	16.0	3081.0	0.0	0.0	11.0	2663.0	2.0	3494.0	28	7156	35	1549	6	33448.0	0	0.0
13	LR999931.1	1300000.0	1400000.0	152	20745	26	4872	17.0	1483.0	0.0	0.0	6.0	895.0	3.0	4603.0	11	1159	35	1653	8	40723.0	0	0.0
14	LR999931.1	1400000.0	1500000.0	109	10987	19	3122	9.0	855.0	0.0	0.0	1.0	53.0	1.0	81.0	10	2056	32	1312	8	30086.0	0	0.0
15	LR999931.1	1500000.0	1600000.0	157	18930	21	4252	15.0	3289.0	0.0	0.0	7.0	858.0	0.0	0.0	15	2605	34	1298	2	13382.0	0	0.0
