chrom begin end count_gene length_gene
LR999926.1 1 100000 0 
LR999926.1 100001 200000 0 
LR999926.1 200001 300000 13 24587
LR999926.1 300001 400000 2 10179
LR999926.1 400001 500000 7 10732
LR999926.1 500001 600000 1 2451
LR999926.1 600001 700000 2 4903
LR999926.1 700001 800000 7 26192
LR999926.1 800001 900000 0 
LR999926.1 900001 1000000 3 10162
LR999926.1 1000001 1100000 2 9377
LR999926.1 1100001 1200000 7 34841
LR999926.1 1200001 1300000 11 46161
LR999926.1 1300001 1400000 13 51391
LR999926.1 1400001 1500000 8 55066
LR999926.1 1500001 1600000 1 2113
LR999926.1 1600001 1700000 1 903
LR999926.1 1700001 1800000 3 9832
LR999926.1 1800001 1900000 0 
LR999926.1 1900001 2000000 4 10798
LR999926.1 2000001 2100000 3 21739
LR999926.1 2100001 2200000 0 
LR999926.1 2200001 2300000 1 2027
LR999926.1 2300001 2400000 1 3715
LR999926.1 2400001 2500000 1 1891
LR999926.1 2500001 2600000 1 12327
LR999926.1 2600001 2700000 3 12539
LR999926.1 2700001 2800000 2 7947
LR999926.1 2800001 2900000 0 
LR999926.1 2900001 3000000 2 3875
LR999926.1 3000001 3100000 0 
LR999926.1 3100001 3200000 7 24085
LR999926.1 3200001 3300000 3 16188
LR999926.1 3300001 3400000 1 10439
LR999926.1 3400001 3500000 4 21191
LR999926.1 3500001 3600000 8 24679
LR999926.1 3600001 3700000 5 31935
LR999926.1 3700001 3800000 5 28111
LR999926.1 3800001 3900000 1 702
LR999926.1 3900001 4000000 0 
LR999926.1 4000001 4100000 9 40066
LR999926.1 4100001 4200000 7 20894
LR999926.1 4200001 4300000 1 1310
LR999926.1 4300001 4400000 4 8952
LR999926.1 4400001 4500000 4 11283
LR999926.1 4500001 4600000 0 
LR999926.1 4600001 4700000 11 21168
LR999926.1 4700001 4800000 4 15100
LR999926.1 4800001 4900000 1 1665
LR999926.1 4900001 5000000 13 37150
LR999926.1 5000001 5100000 6 40512
LR999926.1 5100001 5200000 4 25056
LR999926.1 5200001 5300000 1 10271
LR999926.1 5300001 5400000 5 17048
LR999926.1 5400001 5500000 2 31859
LR999926.1 5500001 5600000 2 9281
LR999926.1 5600001 5700000 9 17525
LR999926.1 5700001 5800000 4 14346
LR999926.1 5800001 5900000 1 5417
LR999926.1 5900001 6000000 0 
LR999926.1 6000001 6100000 2 7969
LR999926.1 6100001 6200000 2 2908
LR999926.1 6200001 6300000 0 
LR999926.1 6300001 6400000 5 13806
LR999926.1 6400001 6500000 10 49234
LR999926.1 6500001 6600000 4 16166
LR999926.1 6600001 6700000 0 
LR999926.1 6700001 6800000 0 
LR999926.1 6800001 6900000 0 
LR999926.1 6900001 7000000 7 27121
LR999926.1 7000001 7100000 10 35853
LR999926.1 7100001 7200000 8 33598
LR999926.1 7200001 7300000 1 8320
LR999926.1 7300001 7400000 6 19161
LR999926.1 7400001 7500000 3 27091
LR999926.1 7500001 7600000 5 26476
LR999926.1 7600001 7700000 0 
LR999926.1 7700001 7800000 5 19688
LR999926.1 7800001 7900000 6 44128
LR999926.1 7900001 8000000 12 27429
LR999926.1 8000001 8100000 10 43388
LR999926.1 8100001 8200000 3 14535
LR999926.1 8200001 8300000 8 26384
LR999926.1 8300001 8400000 5 45673
LR999926.1 8400001 8500000 5 27021
LR999926.1 8500001 8600000 3 4424
LR999926.1 8600001 8700000 4 16768
LR999926.1 8700001 8800000 4 5468
LR999926.1 8800001 8900000 1 3422
LR999926.1 8900001 9000000 0 
LR999926.1 9000001 9100000 1 4348
LR999926.1 9100001 9200000 4 16686
LR999926.1 9200001 9300000 8 32585
LR999926.1 9300001 9400000 10 35837
LR999926.1 9400001 9500000 7 32365
LR999926.1 9500001 9600000 7 27464
LR999926.1 9600001 9700000 15 31595
LR999926.1 9700001 9800000 7 24386
LR999926.1 9800001 9900000 1 1292
LR999926.1 9900001 10000000 8 30975
LR999926.1 10000001 10100000 8 23461
LR999926.1 10100001 10200000 9 34925
LR999926.1 10200001 10300000 12 17570
LR999926.1 10300001 10400000 5 16611
LR999926.1 10400001 10500000 1 19925
LR999926.1 10500001 10600000 3 12346
LR999926.1 10600001 10700000 5 23216
LR999926.1 10700001 10800000 2 6065
LR999926.1 10800001 10900000 4 14979
LR999926.1 10900001 11000000 12 44277
LR999926.1 11000001 11100000 7 20561
LR999926.1 11100001 11200000 0 
LR999926.1 11200001 11300000 1 7281
LR999926.1 11300001 11400000 4 14999
LR999926.1 11400001 11500000 8 44310
LR999926.1 11500001 11600000 6 33227
LR999926.1 11600001 11700000 0 
LR999926.1 11700001 11800000 10 27116
LR999926.1 11800001 11900000 2 12072
LR999926.1 11900001 12000000 0 
LR999926.1 12000001 12100000 1 5836
LR999926.1 12100001 12200000 1 7914
LR999926.1 12200001 12300000 0 
LR999926.1 12300001 12400000 2 15241
LR999926.1 12400001 12500000 1 4952
LR999926.1 12500001 12600000 1 551
LR999926.1 12600001 12700000 0 
LR999926.1 12700001 12800000 1 1946
LR999926.1 12800001 12900000 0 
LR999926.1 12900001 13000000 12 66557
LR999926.1 13000001 13100000 4 9900
LR999926.1 13100001 13200000 6 49144
LR999926.1 13200001 13300000 8 41186
LR999926.1 13300001 13400000 4 31846
LR999926.1 13400001 13500000 5 8247
LR999926.1 13500001 13600000 0 
LR999926.1 13600001 13700000 6 24151
LR999926.1 13700001 13800000 2 13908
LR999926.1 13800001 13900000 0 
LR999926.1 13900001 14000000 1 8086
LR999926.1 14000001 14100000 0 
LR999926.1 14100001 14200000 3 10033
LR999926.1 14200001 14300000 0 
LR999926.1 14300001 14400000 1 8202
LR999926.1 14400001 14500000 0 
LR999926.1 14500001 14600000 0 
LR999926.1 14600001 14700000 1 1394
LR999926.1 14700001 14800000 0 
LR999926.1 14800001 14900000 0 
LR999926.1 14900001 15000000 0 
LR999926.1 15000001 15100000 0 
LR999926.1 15100001 15200000 0 
LR999926.1 15200001 15300000 0 
LR999926.1 15300001 15400000 0 
LR999926.1 15400001 15500000 1 491
LR999926.1 15500001 15600000 1 7364
LR999926.1 15600001 15700000 0 
LR999926.1 15700001 15800000 0 
LR999926.1 15800001 15900000 2 19059
LR999926.1 15900001 16000000 0 
LR999926.1 16000001 16100000 1 1696
LR999926.1 16100001 16200000 4 13405
LR999926.1 16200001 16300000 5 14328
LR999926.1 16300001 16362069 3 11209
