chrom begin end count_gene length_gene
LR999928.1 1 100000 0 
LR999928.1 100001 200000 0 
LR999928.1 200001 300000 0 
LR999928.1 300001 400000 0 
LR999928.1 400001 500000 0 
LR999928.1 500001 600000 4 7089
LR999928.1 600001 700000 4 14020
LR999928.1 700001 800000 1 785
LR999928.1 800001 900000 1 8688
LR999928.1 900001 1000000 6 19294
LR999928.1 1000001 1100000 5 36662
LR999928.1 1100001 1200000 5 31724
LR999928.1 1200001 1300000 2 10348
LR999928.1 1300001 1400000 0 
LR999928.1 1400001 1500000 3 12382
LR999928.1 1500001 1600000 2 12412
LR999928.1 1600001 1700000 1 14347
LR999928.1 1700001 1800000 0 
LR999928.1 1800001 1900000 4 20345
LR999928.1 1900001 2000000 3 20118
LR999928.1 2000001 2100000 1 14974
LR999928.1 2100001 2200000 3 3941
LR999928.1 2200001 2300000 2 9609
LR999928.1 2300001 2400000 0 
LR999928.1 2400001 2500000 2 5712
LR999928.1 2500001 2600000 2 16913
LR999928.1 2600001 2700000 2 5965
LR999928.1 2700001 2800000 2 9612
LR999928.1 2800001 2900000 0 
LR999928.1 2900001 3000000 0 
LR999928.1 3000001 3100000 0 
LR999928.1 3100001 3200000 10 31351
LR999928.1 3200001 3300000 5 32375
LR999928.1 3300001 3400000 0 
LR999928.1 3400001 3500000 1 16089
LR999928.1 3500001 3600000 0 
LR999928.1 3600001 3700000 1 3478
LR999928.1 3700001 3800000 1 2535
LR999928.1 3800001 3900000 0 
LR999928.1 3900001 4000000 0 
LR999928.1 4000001 4100000 1 13147
LR999928.1 4100001 4200000 0 
LR999928.1 4200001 4300000 0 
LR999928.1 4300001 4400000 2 6553
LR999928.1 4400001 4500000 8 14372
LR999928.1 4500001 4600000 4 13777
LR999928.1 4600001 4700000 1 3536
LR999928.1 4700001 4800000 1 3893
LR999928.1 4800001 4900000 2 24647
LR999928.1 4900001 5000000 3 4946
LR999928.1 5000001 5100000 3 10204
LR999928.1 5100001 5200000 9 58072
LR999928.1 5200001 5300000 6 20272
LR999928.1 5300001 5400000 5 31523
LR999928.1 5400001 5500000 0 
LR999928.1 5500001 5600000 0 
LR999928.1 5600001 5700000 1 982
LR999928.1 5700001 5800000 0 
LR999928.1 5800001 5900000 3 13504
LR999928.1 5900001 6000000 5 29100
LR999928.1 6000001 6100000 5 17450
LR999928.1 6100001 6200000 4 41634
LR999928.1 6200001 6300000 6 30476
LR999928.1 6300001 6400000 5 18607
LR999928.1 6400001 6500000 9 35332
LR999928.1 6500001 6600000 7 30556
LR999928.1 6600001 6700000 5 20733
LR999928.1 6700001 6800000 2 3553
LR999928.1 6800001 6900000 14 39818
LR999928.1 6900001 7000000 5 33031
LR999928.1 7000001 7100000 2 20321
LR999928.1 7100001 7200000 0 
LR999928.1 7200001 7300000 1 12166
LR999928.1 7300001 7400000 4 6537
LR999928.1 7400001 7500000 8 16603
LR999928.1 7500001 7600000 1 10560
LR999928.1 7600001 7700000 4 17064
LR999928.1 7700001 7800000 4 28411
LR999928.1 7800001 7900000 6 40500
LR999928.1 7900001 8000000 5 16922
LR999928.1 8000001 8100000 8 65639
LR999928.1 8100001 8200000 2 3091
LR999928.1 8200001 8300000 1 2127
LR999928.1 8300001 8400000 0 
LR999928.1 8400001 8500000 3 12317
LR999928.1 8500001 8600000 1 7602
