	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999944.1	1.0	100000.0	179	44879	6	824	11	1565	4.0	635.0	16	3567	20.0	12089.0	41	17583	41	2956	4	21673.0	0	0.0
1	LR999944.1	100001.0	200000.0	101	10428	14	2135	6	1792	1.0	1139.0	2	123	1.0	65.0	11	1402	30	1235	10	24555.0	0	0.0
2	LR999944.1	200001.0	300000.0	151	23417	23	3827	7	1818	0.0	0.0	11	2239	0.0	0.0	33	9720	22	889	2	5415.0	0	0.0
3	LR999944.1	300001.0	400000.0	177	39978	21	3478	11	1656	0.0	0.0	4	4228	13.0	11854.0	22	5842	35	1217	0	0.0	0	0.0
4	LR999944.1	400001.0	500000.0	227	35290	39	7101	13	3094	1.0	92.0	12	1511	4.0	382.0	30	8330	27	1191	1	311.0	0	0.0
5	LR999944.1	500001.0	600000.0	192	38209	31	5733	11	942	1.0	107.0	20	12091	6.0	2429.0	33	8197	23	839	0	0.0	0	0.0
6	LR999944.1	600001.0	700000.0	227	38961	43	7974	15	1038	0.0	0.0	14	5271	2.0	1814.0	25	9420	24	971	2	7107.0	0	0.0
7	LR999944.1	700001.0	800000.0	231	30810	42	7965	11	982	0.0	0.0	7	2145	5.0	480.0	38	8064	32	1283	0	0.0	0	0.0
8	LR999944.1	800001.0	900000.0	236	29446	33	6391	14	1568	0.0	0.0	13	1864	3.0	312.0	43	8787	48	2702	6	58882.0	0	0.0
9	LR999944.1	900001.0	1000000.0	268	39469	51	9253	23	2594	2.0	347.0	13	3792	5.0	3822.0	42	9480	26	871	2	8239.0	1	2789.0
10	LR999944.1	1000000.0	1100000.0	201	28907	35	6583	14	1081	0.0	0.0	15	2339	2.0	140.0	27	10371	35	1458	0	0.0	0	0.0
11	LR999944.1	1100000.0	1200000.0	252	41632	58	10092	9	1923	0.0	0.0	25	12434	1.0	49.0	40	5957	22	949	0	0.0	0	0.0
12	LR999944.1	1200000.0	1300000.0	250	29373	55	9699	13	884	1.0	67.0	13	1917	5.0	556.0	37	5679	40	1640	0	0.0	0	0.0
13	LR999944.1	1300000.0	1400000.0	201	25919	55	9650	6	541	0.0	0.0	12	2397	1.0	110.0	29	5671	27	961	2	3957.0	0	0.0
14	LR999944.1	1400000.0	1500000.0	251	35436	49	7932	11	2243	2.0	1609.0	14	5134	4.0	382.0	37	7744	35	1400	0	0.0	0	0.0
15	LR999944.1	1500000.0	1600000.0	288	38358	67	9869	12	1054	1.0	141.0	17	4115	4.0	324.0	42	8700	27	976	1	2861.0	1	2861.0
16	LR999944.1	1600000.0	1700000.0	221	28817	53	9990	11	1136	0.0	0.0	12	2694	5.0	445.0	32	5602	31	1228	5	18495.0	0	0.0
17	LR999944.1	1700000.0	1800000.0	175	20675	32	6044	11	1050	2.0	336.0	7	733	1.0	85.0	22	3341	24	855	1	7860.0	0	0.0
18	LR999944.1	1800000.0	1900000.0	228	31916	42	7426	12	829	0.0	0.0	14	6336	0.0	0.0	32	5795	33	1380	0	0.0	0	0.0
19	LR999944.1	1900000.0	2000000.0	250	30755	55	9661	18	4364	6.0	2545.0	9	1178	4.0	304.0	37	4083	27	1092	0	0.0	0	0.0
20	LR999944.1	2000000.0	2100000.0	209	31632	37	6608	11	1298	0.0	0.0	10	3456	4.0	3273.0	31	6155	38	2330	1	1117.0	0	0.0
21	LR999944.1	2100000.0	2200000.0	248	31860	55	9504	8	1197	2.0	649.0	13	2025	1.0	98.0	49	10260	48	2065	0	0.0	0	0.0
22	LR999944.1	2200000.0	2300000.0	263	30465	59	10125	13	1324	0.0	0.0	14	1791	4.0	324.0	30	4760	33	1264	2	13499.0	0	0.0
23	LR999944.1	2300000.0	2400000.0	174	36564	7	1827	41	10148	5.0	2035.0	10	3559	6.0	3390.0	21	6110	28	1321	3	10000.0	0	0.0
24	LR999944.1	2400000.0	2500000.0	129	46904	2	218	35	15834	3.0	1075.0	3	1547	24.0	18657.0	23	6511	16	715	1	497.0	0	0.0
