	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999935.1	1.0	100000.0	117	18513	7	1197	16.0	2451.0	3.0	605.0	7.0	2373.0	2.0	153.0	14.0	6155.0	32	1742	4	10766.0	1	314.0
1	LR999935.1	100001.0	200000.0	112	22091	7	1318	4.0	1526.0	0.0	0.0	12.0	4934.0	0.0	0.0	8.0	6814.0	33	1465	1	6932.0	0	0.0
2	LR999935.1	200001.0	300000.0	100	9951	16	3120	8.0	922.0	2.0	207.0	3.0	417.0	2.0	229.0	6.0	907.0	28	1077	4	24204.0	0	0.0
3	LR999935.1	300001.0	400000.0	158	29152	14	2550	17.0	3402.0	6.0	1757.0	6.0	1943.0	7.0	3055.0	30.0	12562.0	50	2743	4	16927.0	0	0.0
4	LR999935.1	400001.0	500000.0	88	12169	6	1051	2.0	146.0	0.0	0.0	3.0	348.0	1.0	214.0	7.0	6330.0	42	1933	7	25157.0	0	0.0
5	LR999935.1	500001.0	600000.0	81	18407	10	1850	1.0	91.0	0.0	0.0	4.0	3803.0	1.0	61.0	12.0	8882.0	28	1387	9	39796.0	0	0.0
6	LR999935.1	600001.0	700000.0	136	23158	13	3030	6.0	596.0	0.0	0.0	8.0	712.0	1.0	64.0	16.0	13209.0	38	1815	4	12993.0	0	0.0
7	LR999935.1	700001.0	800000.0	194	21623	35	5631	10.0	1213.0	1.0	75.0	13.0	1954.0	1.0	100.0	22.0	3594.0	30	1239	1	28355.0	0	0.0
8	LR999935.1	800001.0	900000.0	136	22788	23	3095	6.0	448.0	0.0	0.0	11.0	2855.0	1.0	74.0	18.0	9383.0	27	1196	0	0.0	0	0.0
9	LR999935.1	900001.0	1000000.0	133	16867	28	5452	7.0	1240.0	0.0	0.0	4.0	882.0	1.0	106.0	11.0	1599.0	28	1293	0	0.0	0	0.0
10	LR999935.1	1000000.0	1100000.0	168	20083	29	4845	4.0	399.0	0.0	0.0	5.0	2504.0	4.0	320.0	23.0	4049.0	27	1222	0	0.0	0	0.0
11	LR999935.1	1100000.0	1200000.0	156	16154	11	1769	5.0	321.0	0.0	0.0	4.0	398.0	0.0	0.0	22.0	5911.0	44	1753	4	29590.0	0	0.0
12	LR999935.1	1200000.0	1300000.0	161	30482	17	3168	12.0	1453.0	0.0	0.0	6.0	1905.0	21.0	11052.0	17.0	5549.0	36	1670	5	33043.0	0	0.0
13	LR999935.1	1300000.0	1400000.0	139	20422	15	2823	15.0	3109.0	3.0	518.0	12.0	3496.0	5.0	1574.0	13.0	2519.0	27	1372	6	43727.0	0	0.0
14	LR999935.1	1400000.0	1500000.0	119	13865	10	1986	8.0	624.0	1.0	52.0	4.0	420.0	1.0	86.0	5.0	4474.0	49	2456	13	61550.0	0	0.0
15	LR999935.1	1500000.0	1600000.0	109	13438	15	3494	9.0	2152.0	0.0	0.0	1.0	738.0	1.0	77.0	10.0	1334.0	34	1421	7	22716.0	0	0.0
16	LR999935.1	1600000.0	1700000.0	164	18872	28	4978	10.0	2230.0	0.0	0.0	11.0	1077.0	1.0	88.0	16.0	2201.0	28	1272	2	3585.0	0	0.0
17	LR999935.1	1700000.0	1800000.0	167	20316	28	5715	15.0	2014.0	0.0	0.0	13.0	1846.0	1.0	75.0	15.0	3009.0	35	1465	3	18229.0	0	0.0
18	LR999935.1	1800000.0	1900000.0	211	27623	39	5932	22.0	1805.0	0.0	0.0	11.0	1883.0	1.0	77.0	19.0	9032.0	38	1482	1	14964.0	1	14964.0
19	LR999935.1	1900000.0	2000000.0	206	22464	39	6795	10.0	966.0	0.0	0.0	6.0	708.0	0.0	0.0	17.0	1866.0	38	1482	1	3230.0	0	0.0
20	LR999935.1	2000000.0	2100000.0	158	17091	31	4746	16.0	1275.0	2.0	146.0	6.0	1589.0	1.0	75.0	14.0	2609.0	28	1268	2	6190.0	0	0.0
21	LR999935.1	2100000.0	2200000.0	159	19337	25	4762	7.0	656.0	1.0	80.0	7.0	2030.0	3.0	227.0	17.0	4128.0	48	1841	0	0.0	0	0.0
22	LR999935.1	2200000.0	2300000.0	141	15772	20	4622	8.0	1089.0	1.0	419.0	3.0	237.0	0.0	0.0	9.0	1231.0	35	1439	3	14722.0	0	0.0
23	LR999935.1	2300000.0	2400000.0	151	21404	18	3527	14.0	2751.0	2.0	339.0	7.0	1738.0	3.0	163.0	22.0	6293.0	33	1346	4	10074.0	0	0.0
24	LR999935.1	2400000.0	2500000.0	108	17012	14	2427	11.0	3082.0	0.0	0.0	5.0	897.0	8.0	5115.0	5.0	724.0	27	1254	6	21728.0	0	0.0
25	LR999935.1	2500000.0	2600000.0	135	13701	20	4037	4.0	260.0	0.0	0.0	8.0	773.0	2.0	57.0	14.0	3376.0	44	1878	6	37165.0	0	0.0
26	LR999935.1	2600000.0	2700000.0	122	12775	25	4700	10.0	1211.0	0.0	0.0	4.0	434.0	2.0	139.0	9.0	1651.0	37	1548	1	28964.0	0	0.0
27	LR999935.1	2700000.0	2800000.0	74	7580	14	2267	2.0	97.0	0.0	0.0	3.0	701.0	3.0	198.0	10.0	1478.0	23	997	0	0.0	0	0.0
28	LR999935.1	2800000.0	2900000.0	88	8557	14	2158	3.0	200.0	0.0	0.0	4.0	483.0	1.0	99.0	6.0	1788.0	34	1339	0	0.0	0	0.0
29	LR999935.1	2900000.0	3000000.0	100	12419	18	3653	5.0	403.0	0.0	0.0	4.0	2900.0	2.0	180.0	11.0	1468.0	30	1263	3	15879.0	0	0.0
30	LR999935.1	3000000.0	3100000.0	138	15153	26	4174	8.0	520.0	0.0	0.0	7.0	658.0	2.0	153.0	23.0	4069.0	32	1284	8	41034.0	0	0.0
31	LR999935.1	3100000.0	3200000.0	150	27571	20	4627	15.0	2366.0	0.0	0.0	18.0	5311.0	5.0	2243.0	20.0	7811.0	36	1493	3	13460.0	0	0.0
32	LR999935.1	3200000.0	3300000.0	201	32234	32	5685	10.0	750.0	0.0	0.0	14.0	1643.0	3.0	378.0	18.0	11128.0	33	1315	0	0.0	0	0.0
33	LR999935.1	3300000.0	3400000.0	158	18715	39	6725	20.0	3070.0	0.0	0.0	4.0	518.0	1.0	38.0	9.0	1000.0	21	893	2	21417.0	0	0.0
34	LR999935.1	3400000.0	3500000.0	164	34935	22	5008	9.0	816.0	0.0	0.0	15.0	5245.0	1.0	77.0	28.0	16745.0	34	1505	5	26977.0	0	0.0
35	LR999935.1	3500000.0	3600000.0	141	21741	34	6052	6.0	932.0	0.0	0.0	9.0	2073.0	4.0	2878.0	14.0	3891.0	23	940	5	51764.0	0	0.0
36	LR999935.1	3600000.0	3700000.0	182	27522	28	4695	22.0	3629.0	1.0	413.0	17.0	5816.0	1.0	53.0	14.0	4112.0	32	1311	0	0.0	0	0.0
37	LR999935.1	3700000.0	3800000.0	192	20088	32	5285	13.0	2469.0	0.0	0.0	7.0	988.0	1.0	87.0	20.0	2946.0	49	1838	1	16256.0	0	0.0
38	LR999935.1	3800000.0	3900000.0	171	25311	29	5715	8.0	2995.0	2.0	1485.0	5.0	2411.0	3.0	326.0	16.0	5766.0	36	1337	1	9880.0	0	0.0
39	LR999935.1	3900000.0	4000000.0	158	22433	31	5997	4.0	1966.0	1.0	1001.0	5.0	556.0	2.0	106.0	21.0	6593.0	38	1438	4	43258.0	0	0.0
40	LR999935.1	4000000.0	4100000.0	164	18818	22	4567	14.0	1423.0	0.0	0.0	7.0	666.0	0.0	0.0	17.0	2685.0	31	1413	0	0.0	0	0.0
41	LR999935.1	4100000.0	4200000.0	87	14805	14	2866	3.0	177.0	0.0	0.0	3.0	372.0	1.0	54.0	9.0	7369.0	33	1355	7	17322.0	0	0.0
42	LR999935.1	4200000.0	4300000.0	113	9974	16	1992	8.0	588.0	0.0	0.0	1.0	175.0	0.0	0.0	16.0	1904.0	24	967	0	0.0	0	0.0
43	LR999935.1	4300000.0	4400000.0	134	16048	37	6560	2.0	389.0	0.0	0.0	4.0	667.0	0.0	0.0	15.0	2297.0	31	1266	1	3356.0	0	0.0
44	LR999935.1	4400000.0	4500000.0	166	28538	30	5635	10.0	1595.0	2.0	113.0	11.0	4254.0	1.0	68.0	21.0	10942.0	41	1607	2	5122.0	1	737.0
45	LR999935.1	4500000.0	4600000.0	156	16465	35	5741	5.0	430.0	0.0	0.0	3.0	636.0	0.0	0.0	15.0	2396.0	40	1778	1	2005.0	0	0.0
46	LR999935.1	4600000.0	4700000.0	209	23728	48	8360	19.0	2865.0	0.0	0.0	5.0	682.0	3.0	191.0	19.0	2402.0	26	976	2	1499.0	0	0.0
47	LR999935.1	4700000.0	4800000.0	183	21017	37	5676	18.0	3050.0	0.0	0.0	7.0	876.0	0.0	0.0	17.0	1881.0	30	1101	1	2808.0	0	0.0
48	LR999935.1	4800000.0	4900000.0	204	23957	18	3292	17.0	2373.0	0.0	0.0	12.0	2416.0	2.0	131.0	22.0	4013.0	36	1445	0	0.0	0	0.0
49	LR999935.1	4900000.0	5000000.0	128	19522	11	2355	12.0	887.0	2.0	166.0	13.0	1699.0	1.0	68.0	16.0	8340.0	29	1305	8	24718.0	0	0.0
50	LR999935.1	5000000.0	5100000.0	153	18716	29	5505	13.0	1695.0	1.0	544.0	9.0	1388.0	2.0	339.0	14.0	2182.0	25	1311	0	0.0	0	0.0
51	LR999935.1	5100000.0	5200000.0	54	4473	9	1548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	238.0	24	1090	1	989.0	0	0.0
52	LR999935.1	5200000.0	5300000.0	55	5443	10	1366	2.0	222.0	0.0	0.0	2.0	184.0	0.0	0.0	2.0	482.0	15	667	1	221.0	0	0.0
53	LR999935.1	5300000.0	5400000.0	84	12883	20	3479	2.0	1323.0	0.0	0.0	2.0	3258.0	0.0	0.0	8.0	1191.0	23	961	0	0.0	0	0.0
