	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999925.1	1.0	100000.0	125	20744	8.0	1099.0	11.0	1791.0	3.0	1028.0	3.0	1277.0	5.0	3850.0	20.0	5765.0	36.0	1409.0	2	3030.0	0	0.0
1	LR999925.1	100001.0	200000.0	147	34543	11.0	1914.0	7.0	2029.0	2.0	1584.0	12.0	10722.0	9.0	4670.0	16.0	7198.0	31.0	1419.0	2	9285.0	2	9285.0
2	LR999925.1	200001.0	300000.0	182	32161	27.0	5176.0	11.0	880.0	0.0	0.0	15.0	3891.0	4.0	3793.0	24.0	10231.0	32.0	1358.0	1	314.0	1	314.0
3	LR999925.1	300001.0	400000.0	169	28686	39.0	6329.0	13.0	5419.0	0.0	0.0	12.0	3207.0	4.0	413.0	24.0	6529.0	23.0	805.0	1	140.0	0	0.0
4	LR999925.1	400001.0	500000.0	191	21704	40.0	7128.0	12.0	1672.0	3.0	229.0	13.0	1416.0	2.0	131.0	26.0	3179.0	35.0	1515.0	1	3480.0	0	0.0
5	LR999925.1	500001.0	600000.0	212	28679	29.0	5127.0	9.0	1207.0	0.0	0.0	7.0	1916.0	2.0	474.0	32.0	6636.0	32.0	1087.0	1	8858.0	0	0.0
6	LR999925.1	600001.0	700000.0	165	24349	29.0	4705.0	8.0	587.0	1.0	93.0	11.0	2972.0	1.0	109.0	31.0	9332.0	19.0	681.0	1	11473.0	0	0.0
7	LR999925.1	700001.0	800000.0	180	24836	25.0	4700.0	14.0	1588.0	3.0	414.0	14.0	3399.0	1.0	44.0	21.0	7394.0	54.0	2183.0	4	22895.0	0	0.0
8	LR999925.1	800001.0	900000.0	184	20583	36.0	6629.0	17.0	2203.0	2.0	144.0	9.0	878.0	3.0	238.0	19.0	2709.0	28.0	1006.0	0	0.0	0	0.0
9	LR999925.1	900001.0	1000000.0	255	39841	42.0	7402.0	23.0	2358.0	4.0	764.0	18.0	6617.0	1.0	121.0	33.0	9328.0	34.0	1274.0	0	0.0	0	0.0
