	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999937.1	1.0	100000.0	127	43463	4.0	767.0	16.0	3373.0	3.0	535.0	6	3071	10.0	9937.0	23	13927	28	5560	2	12400.0	0	0.0
1	LR999937.1	100001.0	200000.0	107	11992	25.0	4646.0	6.0	480.0	0.0	0.0	6	700	0.0	0.0	10	1884	33	1288	0	0.0	0	0.0
2	LR999937.1	200001.0	300000.0	163	21850	19.0	4511.0	8.0	758.0	0.0	0.0	5	464	7.0	5381.0	12	1267	38	1541	1	461.0	0	0.0
3	LR999937.1	300001.0	400000.0	206	27554	40.0	7456.0	13.0	863.0	0.0	0.0	8	1348	3.0	274.0	28	7278	27	1032	1	466.0	0	0.0
4	LR999937.1	400001.0	500000.0	198	31135	34.0	6627.0	13.0	979.0	1.0	69.0	14	2670	8.0	5095.0	32	7115	24	950	1	2672.0	1	2672.0
5	LR999937.1	500001.0	600000.0	239	27018	57.0	9601.0	6.0	610.0	1.0	86.0	12	2057	3.0	203.0	29	4764	48	1848	0	0.0	0	0.0
6	LR999937.1	600001.0	700000.0	197	24112	52.0	9732.0	12.0	956.0	1.0	214.0	8	1701	3.0	267.0	23	4773	28	1287	0	0.0	0	0.0
7	LR999937.1	700001.0	800000.0	232	35034	53.0	10335.0	13.0	1326.0	1.0	90.0	16	4388	7.0	444.0	29	8332	34	1643	3	16125.0	0	0.0
8	LR999937.1	800001.0	900000.0	215	29935	44.0	8525.0	7.0	1747.0	0.0	0.0	6	1142	4.0	302.0	27	7384	36	1522	1	1765.0	0	0.0
9	LR999937.1	900001.0	1000000.0	145	21474	17.0	3171.0	9.0	985.0	0.0	0.0	1	120	1.0	97.0	22	9651	29	1244	5	34251.0	1	314.0
10	LR999937.1	1000000.0	1100000.0	145	22112	28.0	5209.0	9.0	2772.0	0.0	0.0	8	1478	3.0	166.0	14	5771	24	996	0	0.0	0	0.0
11	LR999937.1	1100000.0	1200000.0	201	21426	42.0	7436.0	7.0	660.0	0.0	0.0	5	624	5.0	483.0	22	3067	30	1265	0	0.0	0	0.0
12	LR999937.1	1200000.0	1300000.0	234	35515	53.0	8503.0	13.0	1663.0	1.0	682.0	14	6934	5.0	2713.0	44	6133	31	1255	0	0.0	0	0.0
13	LR999937.1	1300000.0	1400000.0	188	28872	35.0	5758.0	10.0	1688.0	1.0	393.0	12	3833	5.0	403.0	26	8173	38	1548	6	37646.0	0	0.0
14	LR999937.1	1400000.0	1500000.0	198	29445	31.0	5790.0	13.0	2168.0	0.0	0.0	13	2947	1.0	86.0	18	7789	30	1317	5	52695.0	1	858.0
15	LR999937.1	1500000.0	1600000.0	233	32898	49.0	9939.0	18.0	2274.0	1.0	564.0	18	1736	2.0	143.0	27	9419	37	1423	4	14856.0	0	0.0
16	LR999937.1	1600000.0	1700000.0	185	26393	27.0	5722.0	23.0	4415.0	4.0	703.0	7	1824	1.0	99.0	25	6137	31	1160	5	34534.0	0	0.0
17	LR999937.1	1700000.0	1800000.0	314	40012	42.0	7427.0	34.0	3308.0	1.0	129.0	11	1373	2.0	94.0	29	8397	34	1440	1	1186.0	0	0.0
18	LR999937.1	1800000.0	1900000.0	282	48243	43.0	8325.0	21.0	4617.0	1.0	405.0	15	4833	0.0	0.0	35	14352	36	1322	0	0.0	0	0.0
19	LR999937.1	1900000.0	2000000.0	281	36935	43.0	6695.0	21.0	2802.0	1.0	155.0	14	2511	4.0	250.0	26	7450	45	1630	1	6803.0	0	0.0
