chrom begin end count_gene length_gene
LR999951.1 1 100000 3 9916
LR999951.1 100001 200000 0 
LR999951.1 200001 300000 0 
LR999951.1 300001 400000 0 
LR999951.1 400001 500000 0 
LR999951.1 500001 600000 0 
LR999951.1 600001 700000 1 10231
LR999951.1 700001 800000 1 33145
LR999951.1 800001 900000 2 67442
LR999951.1 900001 1000000 2 20642
LR999951.1 1000001 1100000 1 638
LR999951.1 1100001 1200000 0 
LR999951.1 1200001 1300000 1 9653
LR999951.1 1300001 1400000 1 170
LR999951.1 1400001 1500000 0 
LR999951.1 1500001 1600000 3 28164
LR999951.1 1600001 1700000 2 8458
LR999951.1 1700001 1800000 3 25961
LR999951.1 1800001 1900000 4 43552
LR999951.1 1900001 2000000 4 30185
LR999951.1 2000001 2100000 2 11484
LR999951.1 2100001 2200000 2 5803
LR999951.1 2200001 2300000 3 17553
LR999951.1 2300001 2400000 3 16245
LR999951.1 2400001 2500000 2 25687
LR999951.1 2500001 2600000 3 22859
LR999951.1 2600001 2700000 2 5062
LR999951.1 2700001 2800000 2 32013
LR999951.1 2800001 2900000 3 22571
LR999951.1 2900001 3000000 5 18051
LR999951.1 3000001 3100000 4 9249
LR999951.1 3100001 3200000 0 
LR999951.1 3200001 3300000 0 
LR999951.1 3300001 3400000 0 
LR999951.1 3400001 3500000 1 2945
LR999951.1 3500001 3600000 3 3925
LR999951.1 3600001 3700000 3 22952
LR999951.1 3700001 3800000 4 27625
LR999951.1 3800001 3900000 4 40660
LR999951.1 3900001 4000000 4 39274
LR999951.1 4000001 4100000 9 30726
LR999951.1 4100001 4200000 4 8652
LR999951.1 4200001 4300000 1 7270
LR999951.1 4300001 4400000 1 4890
LR999951.1 4400001 4500000 0 
LR999951.1 4500001 4600000 0 
LR999951.1 4600001 4700000 1 4958
LR999951.1 4700001 4800000 3 6220
LR999951.1 4800001 4900000 0 
LR999951.1 4900001 5000000 1 42368
LR999951.1 5000001 5100000 0 
LR999951.1 5100001 5200000 0 
LR999951.1 5200001 5300000 1 7730
LR999951.1 5300001 5400000 0 
LR999951.1 5400001 5500000 0 
LR999951.1 5500001 5600000 0 
LR999951.1 5600001 5700000 1 3167
LR999951.1 5700001 5800000 1 5623
LR999951.1 5800001 5900000 6 10419
LR999951.1 5900001 6000000 5 25852
LR999951.1 6000001 6100000 4 22099
LR999951.1 6100001 6200000 5 42242
LR999951.1 6200001 6300000 0 
LR999951.1 6300001 6400000 0 
LR999951.1 6400001 6500000 0 
LR999951.1 6500001 6600000 1 1070
LR999951.1 6600001 6700000 0 
LR999951.1 6700001 6800000 0 
LR999951.1 6800001 6900000 2 10638
LR999951.1 6900001 7000000 0 
LR999951.1 7000001 7100000 0 
LR999951.1 7100001 7200000 1 8003
LR999951.1 7200001 7300000 4 41617
LR999951.1 7300001 7400000 6 51313
LR999951.1 7400001 7500000 1 1610
LR999951.1 7500001 7600000 3 37944
LR999951.1 7600001 7700000 3 11273
LR999951.1 7700001 7800000 3 29414
LR999951.1 7800001 7900000 0 
LR999951.1 7900001 8000000 1 7503
LR999951.1 8000001 8100000 5 34624
LR999951.1 8100001 8200000 5 15388
LR999951.1 8200001 8300000 0 
LR999951.1 8300001 8400000 0 
LR999951.1 8400001 8500000 0 
LR999951.1 8500001 8600000 1 12390
LR999951.1 8600001 8700000 5 37076
LR999951.1 8700001 8800000 4 38179
LR999951.1 8800001 8900000 0 
LR999951.1 8900001 9000000 1 8933
LR999951.1 9000001 9100000 1 5697
LR999951.1 9100001 9200000 4 27877
LR999951.1 9200001 9300000 2 6473
LR999951.1 9300001 9400000 0 
LR999951.1 9400001 9500000 2 34575
LR999951.1 9500001 9600000 0 
LR999951.1 9600001 9700000 0 
LR999951.1 9700001 9800000 0 
LR999951.1 9800001 9839934 0 
