chrom begin end count_gene_ex length_gene_ex
LR999953.1 1 100000 0 
LR999953.1 100001 200000 0 
LR999953.1 200001 300000 0 
LR999953.1 300001 400000 0 
LR999953.1 400001 500000 0 
LR999953.1 500001 600000 0 
LR999953.1 600001 700000 0 
LR999953.1 700001 800000 0 
LR999953.1 800001 900000 0 
LR999953.1 900001 1000000 0 
LR999953.1 1000001 1100000 0 
LR999953.1 1100001 1200000 0 
LR999953.1 1200001 1300000 0 
LR999953.1 1300001 1400000 0 
LR999953.1 1400001 1500000 0 
LR999953.1 1500001 1600000 0 
LR999953.1 1600001 1700000 0 
LR999953.1 1700001 1800000 0 
LR999953.1 1800001 1900000 0 
LR999953.1 1900001 2000000 0 
LR999953.1 2000001 2100000 0 
LR999953.1 2100001 2200000 0 
LR999953.1 2200001 2300000 0 
LR999953.1 2300001 2400000 1 13010
LR999953.1 2400001 2500000 0 
LR999953.1 2500001 2600000 0 
LR999953.1 2600001 2700000 0 
LR999953.1 2700001 2800000 0 
LR999953.1 2800001 2900000 0 
LR999953.1 2900001 3000000 1 302
LR999953.1 3000001 3100000 2 778
LR999953.1 3100001 3200000 0 
LR999953.1 3200001 3300000 0 
LR999953.1 3300001 3400000 0 
LR999953.1 3400001 3500000 0 
LR999953.1 3500001 3600000 2 11643
LR999953.1 3600001 3700000 3 10777
LR999953.1 3700001 3800000 1 6488
LR999953.1 3800001 3900000 0 
LR999953.1 3900001 4000000 0 
LR999953.1 4000001 4100000 3 5054
LR999953.1 4100001 4200000 0 
LR999953.1 4200001 4300000 1 1669
LR999953.1 4300001 4400000 1 10052
LR999953.1 4400001 4500000 2 11303
LR999953.1 4500001 4600000 1 518
LR999953.1 4600001 4700000 0 
LR999953.1 4700001 4800000 0 
LR999953.1 4800001 4900000 0 
LR999953.1 4900001 5000000 0 
LR999953.1 5000001 5100000 1 524
LR999953.1 5100001 5200000 0 
LR999953.1 5200001 5300000 0 
LR999953.1 5300001 5400000 0 
LR999953.1 5400001 5500000 0 
LR999953.1 5500001 5600000 0 
LR999953.1 5600001 5700000 1 3469
LR999953.1 5700001 5800000 0 
LR999953.1 5800001 5900000 0 
LR999953.1 5900001 6000000 0 
LR999953.1 6000001 6100000 0 
LR999953.1 6100001 6200000 1 6489
LR999953.1 6200001 6300000 2 1288
LR999953.1 6300001 6400000 1 1241
LR999953.1 6400001 6500000 1 1241
LR999953.1 6500001 6600000 0 
LR999953.1 6600001 6700000 0 
LR999953.1 6700001 6800000 0 
LR999953.1 6800001 6900000 0 
LR999953.1 6900001 7000000 2 51184
LR999953.1 7000001 7100000 0 
LR999953.1 7100001 7200000 0 
LR999953.1 7200001 7300000 0 
LR999953.1 7300001 7400000 0 
LR999953.1 7400001 7500000 0 
LR999953.1 7500001 7600000 0 
LR999953.1 7600001 7700000 0 
LR999953.1 7700001 7800000 0 
LR999953.1 7800001 7900000 0 
LR999953.1 7900001 8000000 0 
LR999953.1 8000001 8100000 1 4048
LR999953.1 8100001 8178468 0 
