	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999930.1	1.0	100000.0	150	21533	6.0	952.0	13	2449	2.0	1263.0	10.0	2704.0	1.0	90.0	10	4786	43	1866	4	7334.0	0	0.0
1	LR999930.1	100001.0	200000.0	91	22196	9.0	2123.0	5	376	0.0	0.0	7.0	2652.0	4.0	3988.0	19	9207	20	1171	1	12660.0	0	0.0
2	LR999930.1	200001.0	300000.0	167	30972	16.0	3445.0	13	2247	3.0	1040.0	6.0	2673.0	3.0	537.0	14	10827	41	1640	1	785.0	1	785.0
3	LR999930.1	300001.0	400000.0	141	25366	22.0	5100.0	6	655	1.0	104.0	9.0	2797.0	3.0	4317.0	20	5954	30	1249	2	13020.0	0	0.0
4	LR999930.1	400001.0	500000.0	192	21285	27.0	4939.0	11	979	0.0	0.0	13.0	4022.0	2.0	151.0	28	4033	41	1552	2	10435.0	0	0.0
5	LR999930.1	500001.0	600000.0	164	20410	34.0	5912.0	10	1862	2.0	229.0	10.0	1100.0	4.0	612.0	20	2550	28	1210	0	0.0	0	0.0
6	LR999930.1	600001.0	700000.0	168	28162	23.0	5131.0	11	1156	1.0	48.0	15.0	2907.0	1.0	56.0	17	7462	31	1399	4	16300.0	0	0.0
7	LR999930.1	700001.0	800000.0	210	35589	25.0	4308.0	12	848	0.0	0.0	16.0	3229.0	10.0	4428.0	28	11228	29	1227	1	15262.0	0	0.0
8	LR999930.1	800001.0	900000.0	192	30776	35.0	6613.0	12	1604	0.0	0.0	8.0	3912.0	4.0	1531.0	22	7470	25	933	2	7036.0	1	5999.0
9	LR999930.1	900001.0	1000000.0	228	42612	38.0	6796.0	20	5206	0.0	0.0	16.0	8508.0	0.0	0.0	33	9035	32	1195	2	6391.0	0	0.0
10	LR999930.1	1000000.0	1100000.0	230	25495	40.0	6257.0	18	1623	1.0	131.0	10.0	1451.0	0.0	0.0	26	5128	29	1158	1	4429.0	1	4429.0
