	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999953.1	1.0	100000.0	135	19215	19.0	2840.0	11	3008	0.0	0.0	7	3026	1.0	105.0	14	4232	31	1432	5	39813.0	0	0.0
1	LR999953.1	100001.0	200000.0	216	30843	35.0	6905.0	14	1087	0.0	0.0	7	1259	4.0	4191.0	29	6592	33	1375	2	10038.0	0	0.0
2	LR999953.1	200001.0	300000.0	198	28497	39.0	7648.0	23	3250	5.0	583.0	3	1224	2.0	104.0	27	6540	34	1653	4	24907.0	0	0.0
3	LR999953.1	300001.0	400000.0	263	34524	46.0	7692.0	22	2980	0.0	0.0	8	1061	0.0	0.0	41	10932	45	1900	3	24868.0	0	0.0
4	LR999953.1	400001.0	500000.0	235	31386	40.0	7381.0	20	3714	5.0	992.0	7	1405	2.0	147.0	40	7932	36	1639	5	67124.0	0	0.0
5	LR999953.1	500001.0	600000.0	274	41265	58.0	10236.0	28	4335	1.0	1579.0	14	3221	2.0	157.0	39	10754	28	1345	5	30156.0	0	0.0
6	LR999953.1	600001.0	700000.0	303	33209	52.0	9327.0	28	2876	0.0	0.0	5	588	4.0	396.0	31	4625	51	2170	6	36339.0	0	0.0
7	LR999953.1	700001.0	800000.0	264	28421	51.0	9196.0	10	1118	0.0	0.0	7	1643	0.0	0.0	34	3513	44	1844	3	8542.0	0	0.0
8	LR999953.1	800001.0	900000.0	239	29884	47.0	7056.0	20	1900	0.0	0.0	9	744	3.0	2687.0	39	7874	34	1221	3	6191.0	0	0.0
9	LR999953.1	900001.0	1000000.0	309	37807	68.0	12655.0	32	4369	4.0	605.0	19	2199	1.0	90.0	44	5838	25	962	5	69442.0	0	0.0
10	LR999953.1	1000000.0	1100000.0	290	41381	63.0	12202.0	25	3306	3.0	351.0	6	598	5.0	4138.0	52	7959	25	983	5	28453.0	0	0.0
11	LR999953.1	1100000.0	1200000.0	250	34439	49.0	9250.0	24	3694	0.0	0.0	11	1185	1.0	83.0	33	7710	27	1131	2	18656.0	0	0.0
