	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999932.1	1.0	100000.0	160	24097	10	1758	14	1828	1.0	82.0	13.0	3561.0	1.0	47.0	32.0	9920.0	37	1834	8	51889.0	0	0.0
1	LR999932.1	100001.0	200000.0	140	19922	32	5912	11	1106	2.0	462.0	7.0	830.0	5.0	4132.0	18.0	2203.0	22	833	2	5204.0	0	0.0
2	LR999932.1	200001.0	300000.0	166	32646	21	4682	12	1659	0.0	0.0	4.0	1249.0	17.0	8977.0	17.0	6837.0	30	1491	4	19788.0	1	314.0
3	LR999932.1	300001.0	400000.0	199	31580	40	8161	19	2216	0.0	0.0	15.0	3898.0	3.0	221.0	40.0	10595.0	31	1602	2	19256.0	1	8945.0
4	LR999932.1	400001.0	500000.0	208	23326	40	7386	11	912	0.0	0.0	7.0	749.0	2.0	103.0	18.0	3083.0	46	1680	1	4454.0	0	0.0
5	LR999932.1	500001.0	600000.0	255	31559	60	10346	15	1415	1.0	283.0	8.0	966.0	2.0	250.0	28.0	5766.0	41	1528	0	0.0	0	0.0
6	LR999932.1	600001.0	700000.0	218	30937	60	10812	11	640	0.0	0.0	11.0	5013.0	4.0	352.0	35.0	6723.0	27	979	0	0.0	0	0.0
7	LR999932.1	700001.0	800000.0	222	28051	43	7997	17	2228	0.0	0.0	6.0	818.0	3.0	207.0	24.0	6355.0	37	1502	0	0.0	0	0.0
8	LR999932.1	800001.0	900000.0	217	26517	40	8000	16	2584	0.0	0.0	13.0	1475.0	1.0	99.0	27.0	3399.0	31	1151	0	0.0	0	0.0
9	LR999932.1	900001.0	1000000.0	212	28587	49	8205	10	1273	1.0	482.0	12.0	1329.0	3.0	283.0	39.0	8698.0	28	1234	2	4512.0	0	0.0
10	LR999932.1	1000000.0	1100000.0	212	26173	33	6947	19	2396	2.0	557.0	9.0	1794.0	3.0	198.0	25.0	5247.0	49	2340	8	60104.0	0	0.0
11	LR999932.1	1100000.0	1200000.0	146	24205	30	5508	17	1757	0.0	0.0	2.0	168.0	5.0	8007.0	10.0	802.0	36	1518	7	35905.0	1	853.0
12	LR999932.1	1200000.0	1300000.0	173	18571	36	5950	4	362	0.0	0.0	8.0	904.0	1.0	82.0	23.0	2524.0	29	1069	0	0.0	0	0.0
13	LR999932.1	1300000.0	1400000.0	146	17941	22	4033	5	356	0.0	0.0	6.0	2355.0	3.0	266.0	17.0	3668.0	27	1094	0	0.0	0	0.0
14	LR999932.1	1400000.0	1500000.0	139	16772	30	5353	7	295	0.0	0.0	9.0	844.0	1.0	104.0	15.0	4645.0	23	961	0	0.0	0	0.0
15	LR999932.1	1500000.0	1600000.0	147	14785	29	6014	7	507	2.0	116.0	5.0	846.0	1.0	74.0	18.0	1927.0	34	1317	0	0.0	0	0.0
16	LR999932.1	1600000.0	1700000.0	176	21073	36	7427	8	1743	0.0	0.0	4.0	613.0	0.0	0.0	21.0	2805.0	32	1406	1	7122.0	0	0.0
17	LR999932.1	1700000.0	1800000.0	163	22260	36	7199	8	1131	0.0	0.0	4.0	625.0	3.0	228.0	31.0	6586.0	30	1226	0	0.0	0	0.0
18	LR999932.1	1800000.0	1900000.0	179	18916	37	5410	13	1912	0.0	0.0	8.0	1041.0	2.0	120.0	19.0	2009.0	34	1496	0	0.0	0	0.0
19	LR999932.1	1900000.0	2000000.0	216	33804	30	6112	16	2824	0.0	0.0	10.0	1787.0	8.0	3368.0	25.0	7098.0	40	1710	1	1992.0	0	0.0
20	LR999932.1	2000000.0	2100000.0	195	27765	50	9599	9	784	0.0	0.0	13.0	2927.0	4.0	489.0	20.0	5781.0	27	1070	0	0.0	0	0.0
21	LR999932.1	2100000.0	2200000.0	237	29721	42	7344	25	1879	0.0	0.0	12.0	2934.0	4.0	277.0	27.0	5620.0	28	1140	2	15587.0	0	0.0
22	LR999932.1	2200000.0	2300000.0	218	28346	49	8788	13	1013	0.0	0.0	11.0	2540.0	2.0	158.0	30.0	6897.0	30	1144	0	0.0	0	0.0
23	LR999932.1	2300000.0	2400000.0	259	37931	51	9938	26	3197	1.0	47.0	12.0	2097.0	6.0	5141.0	13.0	2891.0	33	1131	0	0.0	0	0.0
24	LR999932.1	2400000.0	2500000.0	236	31895	60	11485	24	3547	2.0	412.0	14.0	2436.0	1.0	47.0	26.0	5164.0	29	1095	0	0.0	0	0.0
25	LR999932.1	2500000.0	2600000.0	217	34704	40	8129	13	1319	0.0	0.0	12.0	2579.0	9.0	6622.0	32.0	5419.0	26	1015	0	0.0	0	0.0
26	LR999932.1	2600000.0	2700000.0	216	26099	41	8085	16	1202	1.0	91.0	14.0	2364.0	0.0	0.0	21.0	4546.0	35	1580	0	0.0	0	0.0
27	LR999932.1	2700000.0	2800000.0	258	38308	42	7423	16	2219	0.0	0.0	13.0	2479.0	6.0	3613.0	27.0	4982.0	30	1186	0	0.0	0	0.0
28	LR999932.1	2800000.0	2900000.0	213	28533	46	8006	11	981	1.0	42.0	18.0	3489.0	0.0	0.0	29.0	7846.0	39	1447	0	0.0	0	0.0
29	LR999932.1	2900000.0	3000000.0	250	34752	52	8906	27	4076	3.0	1044.0	8.0	2866.0	2.0	127.0	18.0	5580.0	34	1358	0	0.0	0	0.0
30	LR999932.1	3000000.0	3100000.0	248	34291	43	9281	15	1870	0.0	0.0	16.0	2748.0	3.0	246.0	33.0	7425.0	26	1169	0	0.0	0	0.0
31	LR999932.1	3100000.0	3200000.0	234	29831	54	10496	12	2239	0.0	0.0	12.0	2281.0	5.0	453.0	23.0	4122.0	45	1998	5	18317.0	0	0.0
32	LR999932.1	3200000.0	3300000.0	191	25310	32	6729	19	2694	0.0	0.0	1.0	94.0	2.0	85.0	23.0	6533.0	53	2442	12	44291.0	0	0.0
33	LR999932.1	3300000.0	3400000.0	155	18504	31	6202	9	668	0.0	0.0	3.0	311.0	4.0	547.0	12.0	1891.0	35	1567	6	27164.0	0	0.0
34	LR999932.1	3400000.0	3500000.0	208	27103	21	4018	29	2972	2.0	384.0	12.0	1877.0	1.0	84.0	24.0	6865.0	38	1650	8	45993.0	0	0.0
35	LR999932.1	3500000.0	3600000.0	203	25922	37	7211	16	2835	0.0	0.0	8.0	1221.0	0.0	0.0	21.0	3582.0	32	1491	4	24918.0	0	0.0
36	LR999932.1	3600000.0	3700000.0	240	31841	42	7399	10	820	0.0	0.0	10.0	2653.0	2.0	135.0	31.0	9474.0	33	1404	3	32234.0	0	0.0
37	LR999932.1	3700000.0	3800000.0	217	32371	47	9245	11	3124	2.0	779.0	13.0	2526.0	3.0	4698.0	25.0	2802.0	30	1233	5	16875.0	0	0.0
38	LR999932.1	3800000.0	3900000.0	183	28277	40	7149	12	2702	1.0	203.0	12.0	4587.0	3.0	212.0	21.0	5378.0	26	1134	6	43816.0	0	0.0
39	LR999932.1	3900000.0	4000000.0	187	28534	34	6902	8	1226	0.0	0.0	6.0	2719.0	1.0	83.0	23.0	6328.0	32	1240	10	36866.0	0	0.0
40	LR999932.1	4000000.0	4100000.0	207	30486	56	11109	15	1545	0.0	0.0	12.0	2618.0	3.0	237.0	17.0	6313.0	29	1184	0	0.0	0	0.0
41	LR999932.1	4100000.0	4200000.0	237	33200	41	8064	10	879	0.0	0.0	15.0	2564.0	2.0	145.0	21.0	8729.0	33	1335	1	9433.0	0	0.0
42	LR999932.1	4200000.0	4300000.0	253	33626	45	8692	18	1540	1.0	41.0	12.0	3326.0	2.0	144.0	25.0	7376.0	31	1075	0	0.0	0	0.0
43	LR999932.1	4300000.0	4400000.0	242	37669	41	8052	15	2406	0.0	0.0	8.0	1325.0	4.0	517.0	15.0	7364.0	37	1628	0	0.0	0	0.0
44	LR999932.1	4400000.0	4500000.0	208	25291	45	8472	20	3230	1.0	675.0	11.0	2181.0	3.0	427.0	20.0	3051.0	42	1794	3	17283.0	0	0.0
45	LR999932.1	4500000.0	4600000.0	160	17064	30	5614	13	1327	0.0	0.0	3.0	388.0	0.0	0.0	6.0	419.0	32	1381	2	8494.0	0	0.0
46	LR999932.1	4600000.0	4700000.0	158	19429	24	4981	18	2371	0.0	0.0	9.0	1487.0	4.0	328.0	12.0	2606.0	30	1346	4	23839.0	0	0.0
47	LR999932.1	4700000.0	4800000.0	161	16419	27	4991	7	619	0.0	0.0	4.0	518.0	3.0	344.0	22.0	3949.0	49	2074	2	9576.0	0	0.0
48	LR999932.1	4800000.0	4900000.0	118	12615	19	3466	12	1353	0.0	0.0	2.0	137.0	4.0	321.0	7.0	646.0	32	1512	8	40229.0	0	0.0
49	LR999932.1	4900000.0	5000000.0	121	14916	18	3976	13	2691	3.0	305.0	10.0	1227.0	0.0	0.0	12.0	1414.0	36	1835	6	18525.0	0	0.0
50	LR999932.1	5000000.0	5100000.0	199	23751	46	9075	12	987	2.0	216.0	7.0	842.0	7.0	1237.0	34.0	5080.0	34	1238	1	1940.0	0	0.0
51	LR999932.1	5100000.0	5200000.0	205	28375	44	8153	9	1155	1.0	626.0	17.0	5789.0	3.0	277.0	28.0	3890.0	33	1524	0	0.0	0	0.0
52	LR999932.1	5200000.0	5300000.0	246	32436	41	8216	28	5930	2.0	376.0	9.0	921.0	6.0	1209.0	24.0	3595.0	33	1276	1	1612.0	0	0.0
53	LR999932.1	5300000.0	5400000.0	183	20875	25	4338	12	1424	0.0	0.0	10.0	1777.0	4.0	283.0	13.0	2568.0	31	1326	2	1447.0	0	0.0
54	LR999932.1	5400000.0	5500000.0	162	19457	23	5850	8	1024	0.0	0.0	2.0	156.0	2.0	100.0	12.0	3317.0	58	2847	10	20079.0	0	0.0
55	LR999932.1	5500000.0	5600000.0	145	27596	13	2260	11	1815	2.0	521.0	13.0	7491.0	1.0	52.0	22.0	9680.0	35	1404	7	21815.0	0	0.0
56	LR999932.1	5600000.0	5700000.0	132	20504	21	4027	15	3456	0.0	0.0	4.0	804.0	4.0	1975.0	9.0	4699.0	38	2464	9	40879.0	0	0.0
57	LR999932.1	5700000.0	5800000.0	121	13277	18	3314	15	1568	0.0	0.0	0.0	0.0	3.0	313.0	9.0	3641.0	43	1687	4	10951.0	0	0.0
58	LR999932.1	5800000.0	5900000.0	117	12469	14	2499	8	806	0.0	0.0	1.0	137.0	1.0	55.0	12.0	3497.0	40	1617	9	29951.0	0	0.0
59	LR999932.1	5900000.0	6000000.0	159	26197	11	1988	16	6421	2.0	378.0	18.0	5579.0	2.0	369.0	20.0	3468.0	34	1486	6	21524.0	0	0.0
60	LR999932.1	6000000.0	6100000.0	163	29493	22	3753	13	2584	1.0	110.0	11.0	2053.0	0.0	0.0	23.0	10710.0	32	1292	1	704.0	0	0.0
61	LR999932.1	6100000.0	6200000.0	173	25139	21	4222	12	3454	1.0	220.0	16.0	3120.0	2.0	262.0	18.0	6268.0	43	1713	4	9975.0	0	0.0
62	LR999932.1	6200000.0	6300000.0	159	18475	17	4025	14	1505	1.0	79.0	7.0	709.0	1.0	97.0	14.0	3041.0	38	1475	3	19180.0	0	0.0
63	LR999932.1	6300000.0	6400000.0	158	21377	17	3889	20	4351	4.0	1624.0	12.0	2128.0	2.0	185.0	15.0	3867.0	49	1963	4	16152.0	0	0.0
64	LR999932.1	6400000.0	6500000.0	130	13245	24	3709	11	1165	1.0	103.0	5.0	966.0	0.0	0.0	9.0	1173.0	34	1358	3	17159.0	1	4831.0
65	LR999932.1	6500000.0	6600000.0	151	24241	8	1428	13	2017	0.0	0.0	7.0	2936.0	5.0	1644.0	20.0	7766.0	42	1838	6	23755.0	2	8685.0
66	LR999932.1	6600000.0	6700000.0	121	23266	6	1335	8	1065	1.0	280.0	6.0	1070.0	18.0	4456.0	19.0	9892.0	23	1041	9	40889.0	0	0.0
67	LR999932.1	6700000.0	6800000.0	142	16942	20	4200	15	1955	2.0	310.0	5.0	806.0	0.0	0.0	6.0	2148.0	45	1925	7	26066.0	0	0.0
