	chrom	begin	end	count_rpt	length_rpt	count_SINE	length_SINE	count_DNA	length_DNA	count_TcM	length_TcM	count_LINE	length_LINE	count_LTR	length_LTR	count_nonLTR	length_nonLTR	count_simple	length_simple	count_gene	length_gene	count_gene_ex	length_gene_ex
0	LR999927.1	1.0	100000.0	153	66468	0.0	0.0	20	1959	20.0	1959.0	32	8624	0.0	0.0	57	51189	36	3561	0	0.0	0	0.0
1	LR999927.1	100001.0	200000.0	164	70142	1.0	200.0	21	2775	17.0	1671.0	23	5925	0.0	0.0	57	54497	36	3131	1	6998.0	0	0.0
2	LR999927.1	200001.0	300000.0	123	24121	8.0	1615.0	6	720	0.0	0.0	6	3389	8.0	2396.0	21	10080	32	1868	6	18001.0	1	3021.0
3	LR999927.1	300001.0	400000.0	163	31501	6.0	1643.0	14	1784	3.0	375.0	5	1939	17.0	9534.0	24	6831	45	1751	8	31390.0	5	20547.0
4	LR999927.1	400001.0	500000.0	143	22113	17.0	2595.0	10	1854	0.0	0.0	8	2346	1.0	141.0	23	8241	28	1165	7	18937.0	5	15667.0
5	LR999927.1	500001.0	600000.0	146	18330	22.0	3425.0	12	1376	0.0	0.0	8	1051	1.0	77.0	15	4417	28	970	0	0.0	1	4218.0
6	LR999927.1	600001.0	700000.0	160	19846	24.0	4524.0	11	3471	0.0	0.0	8	762	2.0	1470.0	16	3096	34	1300	0	0.0	0	0.0
7	LR999927.1	700001.0	800000.0	156	17306	25.0	5182.0	15	1382	0.0	0.0	4	446	2.0	207.0	24	2975	26	1107	7	33455.0	0	0.0
8	LR999927.1	800001.0	900000.0	138	19836	19.0	3892.0	10	1178	0.0	0.0	3	440	2.0	105.0	19	8267	46	1977	7	39819.0	0	0.0
9	LR999927.1	900001.0	1000000.0	179	19750	38.0	7428.0	8	731	0.0	0.0	2	125	0.0	0.0	15	2511	30	1206	1	4549.0	0	0.0
10	LR999927.1	1000000.0	1100000.0	187	20740	42.0	6977.0	7	733	0.0	0.0	11	1602	2.0	167.0	28	3918	18	661	3	5728.0	0	0.0
11	LR999927.1	1100000.0	1200000.0	160	19707	28.0	4865.0	7	707	0.0	0.0	5	618	2.0	160.0	31	5588	33	1537	3	17657.0	0	0.0
12	LR999927.1	1200000.0	1300000.0	235	33775	42.0	8046.0	13	982	0.0	0.0	2	1159	10.0	5556.0	27	3563	25	1020	1	9650.0	1	9650.0
13	LR999927.1	1300000.0	1400000.0	211	29933	38.0	7562.0	17	1377	0.0	0.0	11	4935	5.0	386.0	23	5477	41	1647	1	545.0	0	0.0
14	LR999927.1	1400000.0	1500000.0	171	22531	22.0	4404.0	14	1646	0.0	0.0	7	1944	0.0	0.0	25	6532	35	1656	13	26808.0	0	0.0
15	LR999927.1	1500000.0	1600000.0	128	15007	22.0	4253.0	8	1077	0.0	0.0	9	1926	1.0	89.0	7	2448	44	1834	2	5957.0	0	0.0
16	LR999927.1	1600000.0	1700000.0	149	17469	25.0	4662.0	13	2299	0.0	0.0	7	2025	2.0	105.0	19	3123	39	1576	0	0.0	0	0.0
17	LR999927.1	1700000.0	1800000.0	143	21521	20.0	3880.0	11	1220	0.0	0.0	9	3206	1.0	77.0	12	5155	34	1582	7	41801.0	0	0.0
18	LR999927.1	1800000.0	1900000.0	103	16033	17.0	2422.0	9	979	0.0	0.0	3	608	3.0	2640.0	3	464	19	764	4	6909.0	0	0.0
19	LR999927.1	1900000.0	2000000.0	196	20698	34.0	5361.0	7	627	0.0	0.0	14	1986	4.0	291.0	23	3608	27	989	0	0.0	0	0.0
20	LR999927.1	2000000.0	2100000.0	189	20489	27.0	4582.0	9	965	1.0	68.0	2	221	1.0	49.0	17	3669	29	1038	0	0.0	0	0.0
21	LR999927.1	2100000.0	2200000.0	169	15727	21.0	4063.0	9	661	0.0	0.0	5	441	2.0	133.0	14	1238	37	1491	3	28609.0	0	0.0
22	LR999927.1	2200000.0	2300000.0	180	20973	38.0	6279.0	15	1574	0.0	0.0	7	774	1.0	106.0	19	3597	32	1459	0	0.0	0	0.0
23	LR999927.1	2300000.0	2400000.0	197	27919	36.0	6955.0	13	1337	0.0	0.0	10	1800	2.0	153.0	36	8528	30	1369	7	54433.0	0	0.0
24	LR999927.1	2400000.0	2500000.0	184	19873	50.0	8166.0	15	1309	0.0	0.0	4	384	2.0	146.0	19	2188	27	1075	5	18868.0	0	0.0
25	LR999927.1	2500000.0	2600000.0	245	35191	43.0	8274.0	24	4795	2.0	890.0	13	3037	2.0	145.0	25	5261	25	956	2	15309.0	0	0.0
26	LR999927.1	2600000.0	2700000.0	184	25398	29.0	4494.0	18	2213	0.0	0.0	7	855	2.0	2187.0	21	5586	26	997	6	34665.0	0	0.0
27	LR999927.1	2700000.0	2800000.0	209	31742	52.0	10405.0	12	2043	1.0	221.0	10	3890	2.0	201.0	26	6231	34	1394	1	6628.0	0	0.0
28	LR999927.1	2800000.0	2900000.0	206	29623	49.0	9659.0	18	2476	1.0	56.0	5	667	7.0	4610.0	16	3026	33	1195	0	0.0	0	0.0
29	LR999927.1	2900000.0	3000000.0	245	36929	43.0	9713.0	24	4379	3.0	815.0	10	2044	4.0	276.0	31	7416	31	1299	4	52215.0	0	0.0
30	LR999927.1	3000000.0	3100000.0	122	13056	31.0	5262.0	8	953	0.0	0.0	4	627	1.0	112.0	11	1566	27	1168	3	15561.0	0	0.0
31	LR999927.1	3100000.0	3200000.0	177	36152	25.0	5486.0	22	5651	0.0	0.0	9	3852	3.0	4498.0	16	7607	35	1478	5	16999.0	1	896.0
32	LR999927.1	3200000.0	3300000.0	200	35597	24.0	4857.0	13	4001	0.0	0.0	12	4086	0.0	0.0	22	8841	32	1377	1	6365.0	1	6365.0
33	LR999927.1	3300000.0	3400000.0	172	31061	12.0	1732.0	14	3653	0.0	0.0	9	2280	11.0	5155.0	19	7697	35	1717	0	0.0	1	784.0
34	LR999927.1	3400000.0	3500000.0	215	37398	10.0	1619.0	28	5767	1.0	95.0	10	4109	1.0	100.0	29	12343	36	1686	3	4530.0	3	4530.0
35	LR999927.1	3500000.0	3600000.0	224	41217	22.0	3234.0	20	6197	0.0	0.0	12	3987	15.0	6468.0	20	5148	33	1621	1	907.0	1	907.0
36	LR999927.1	3600000.0	3700000.0	194	33022	16.0	2841.0	18	4706	0.0	0.0	12	6081	14.0	5928.0	14	1942	34	1519	2	6504.0	2	6504.0
37	LR999927.1	3700000.0	3800000.0	166	57234	10.0	2351.0	12	5350	0.0	0.0	23	15229	7.0	5023.0	24	18854	23	841	0	0.0	0	0.0
38	LR999927.1	3800000.0	3900000.0	184	35503	9.0	1860.0	18	6444	1.0	189.0	13	3546	10.0	5557.0	10	7015	33	1525	1	416.0	1	416.0
