chrom begin end count_gene length_gene
LR999933.1 1 100000 5 32239
LR999933.1 100001 200000 0 
LR999933.1 200001 300000 0 
LR999933.1 300001 400000 2 11987
LR999933.1 400001 500000 2 13082
LR999933.1 500001 600000 1 2427
LR999933.1 600001 700000 1 1584
LR999933.1 700001 800000 4 23451
LR999933.1 800001 900000 0 
LR999933.1 900001 1000000 0 
LR999933.1 1000001 1100000 1 30130
LR999933.1 1100001 1200000 3 12098
LR999933.1 1200001 1300000 0 
LR999933.1 1300001 1400000 0 
LR999933.1 1400001 1500000 2 18519
LR999933.1 1500001 1600000 1 8676
LR999933.1 1600001 1700000 0 
LR999933.1 1700001 1800000 4 29452
LR999933.1 1800001 1900000 5 32653
LR999933.1 1900001 2000000 7 44537
LR999933.1 2000001 2100000 1 692
LR999933.1 2100001 2200000 7 38280
LR999933.1 2200001 2300000 0 
LR999933.1 2300001 2400000 0 
LR999933.1 2400001 2500000 6 26121
LR999933.1 2500001 2600000 6 34422
LR999933.1 2600001 2700000 4 10637
LR999933.1 2700001 2800000 1 1484
LR999933.1 2800001 2900000 0 
LR999933.1 2900001 3000000 1 1828
LR999933.1 3000001 3100000 6 25622
LR999933.1 3100001 3200000 2 6991
LR999933.1 3200001 3300000 1 3772
LR999933.1 3300001 3400000 0 
LR999933.1 3400001 3500000 0 
LR999933.1 3500001 3600000 1 1941
LR999933.1 3600001 3700000 1 4341
LR999933.1 3700001 3800000 0 
LR999933.1 3800001 3900000 0 
LR999933.1 3900001 4000000 0 
LR999933.1 4000001 4100000 1 3437
LR999933.1 4100001 4200000 0 
LR999933.1 4200001 4300000 1 6721
LR999933.1 4300001 4400000 1 3590
LR999933.1 4400001 4500000 0 
LR999933.1 4500001 4600000 8 27021
LR999933.1 4600001 4700000 5 12569
LR999933.1 4700001 4800000 1 3420
LR999933.1 4800001 4900000 0 
LR999933.1 4900001 5000000 1 3221
LR999933.1 5000001 5100000 2 10691
LR999933.1 5100001 5200000 2 9249
LR999933.1 5200001 5300000 0 
LR999933.1 5300001 5400000 0 
LR999933.1 5400001 5500000 10 47401
LR999933.1 5500001 5600000 2 3589
LR999933.1 5600001 5700000 0 
LR999933.1 5700001 5800000 5 28532
LR999933.1 5800001 5900000 4 19234
LR999933.1 5900001 6000000 1 15466
LR999933.1 6000001 6100000 0 
LR999933.1 6100001 6200000 3 7570
LR999933.1 6200001 6300000 1 6555
LR999933.1 6300001 6400000 6 40694
LR999933.1 6400001 6500000 7 23600
LR999933.1 6500001 6600000 2 4044
LR999933.1 6600001 6700000 7 33565
LR999933.1 6700001 6800000 1 6406
LR999933.1 6800001 6900000 2 1370
LR999933.1 6900001 7000000 1 1070
LR999933.1 7000001 7100000 4 35860
LR999933.1 7100001 7200000 1 15237
LR999933.1 7200001 7300000 3 38870
LR999933.1 7300001 7400000 3 16193
LR999933.1 7400001 7500000 3 8196
LR999933.1 7500001 7600000 2 15134
LR999933.1 7600001 7700000 7 25109
LR999933.1 7700001 7800000 5 34821
LR999933.1 7800001 7900000 7 24577
LR999933.1 7900001 8000000 1 131
LR999933.1 8000001 8100000 0 
LR999933.1 8100001 8200000 2 12706
LR999933.1 8200001 8300000 1 3379
LR999933.1 8300001 8400000 5 15596
LR999933.1 8400001 8500000 5 34064
LR999933.1 8500001 8600000 4 10152
LR999933.1 8600001 8700000 0 
LR999933.1 8700001 8800000 2 8800
LR999933.1 8800001 8900000 6 12216
LR999933.1 8900001 9000000 0 
LR999933.1 9000001 9100000 1 1905
LR999933.1 9100001 9200000 2 6948
LR999933.1 9200001 9300000 2 4731
LR999933.1 9300001 9400000 0 
LR999933.1 9400001 9500000 0 
LR999933.1 9500001 9600000 6 30708
LR999933.1 9600001 9700000 4 10788
