chrom     begin  end    count_rpt length_rpt count_SINE length_SINE count_DNA	length_DNA     count_TcM      length_TcM     count_LINE     length_DNA     count_LTR      length_LTR     count_nonLTR   length_nonLTR
LR999943.1	1	100000	131 21431 10 1867 17	1722	1	179	13	1722	24	5338	20	5170
LR999943.1	100001	200000	98 13629 17 3093 6	627	0		4	627	13	4603	12	4561
LR999943.1	200001	300000	139 18157 17 2820 20	3919	3	280	7	3919	16	2562	15	2306
LR999943.1	300001	400000	152 17314 29 4465 6	510	0		5	510	16	1913	16	1913
LR999943.1	400001	500000	118 11316 12 2063 10	802	0		5	802	13	2283	13	2283
LR999943.1	500001	600000	165 19742 23 4059 8	892	0		7	892	20	2709	19	2666
LR999943.1	600001	700000	199 27043 36 7402 11	1391	1	440	12	1391	28	7602	26	7386
LR999943.1	700001	800000	124 19162 19 3868 12	2295	0		8	2295	15	3853	13	3632
LR999943.1	800001	900000	183 27317 31 5829 13	2180	4	595	8	2180	36	9335	35	9301
LR999943.1	900001	1000000	207 32369 41 7960 15	1885	0		7	1885	42	14076	32	8654
LR999943.1	1000001	1100000	284 39770 48 7745 22	1622	0		11	1622	35	12988	29	7167
LR999943.1	1100001	1200000	248 30365 53 10302 8	586	0		12	586	37	5606	33	5325
LR999943.1	1200001	1300000	209 27721 54 8339 16	1138	1	54	5	1138	29	8711	26	8452
LR999943.1	1300001	1400000	248 37818 42 7840 14	7305	0		10	7305	46	10139	30	4751
LR999943.1	1400001	1500000	230 29978 56 9708 8	537	0		8	537	30	7016	28	6884
LR999943.1	1500001	1600000	244 41063 55 8296 14	1045	0		13	1045	41	13918	39	13722
LR999943.1	1600001	1700000	262 36961 67 12596 9	1914	1	57	21	1914	48	6301	45	6095
LR999943.1	1700001	1800000	229 34431 46 8486 9	619	0		21	619	33	8582	30	8353
LR999943.1	1800001	1900000	230 35340 46 7862 16	1286	1	182	8	1286	33	9562	19	2737
LR999943.1	1900001	2000000	210 26421 40 7075 12	1299	0		6	1299	32	6536	30	5609
LR999943.1	2000001	2100000	232 27739 49 9514 10	717	1	153	9	717	27	5545	27	5545
LR999943.1	2100001	2200000	232 25528 42 7582 12	1318	0		5	1318	25	2402	19	1844
LR999943.1	2200001	2300000	201 28013 33 6736 30	4162	2	297	10	4162	27	7161	25	7016
LR999943.1	2300001	2400000	217 23915 45 7893 15	2020	1	79	5	2020	26	3968	25	3882
LR999943.1	2400001	2500000	223 22297 41 7082 16	1326	0		5	1326	26	3317	24	3222
LR999943.1	2500001	2600000	180 20348 33 6181 14	1036	1	64	6	1036	22	3365	20	3214
LR999943.1	2600001	2700000	213 26630 50 8646 16	2468	0		13	2468	17	2905	16	2838
LR999943.1	2700001	2800000	156 14600 22 3523 10	611	1	82	7	611	14	1454	13	1361
LR999943.1	2800001	2900000	196 21817 29 5751 13	1501	0		8	1501	22	3367	21	3313
LR999943.1	2900001	3000000	214 27805 40 6559 14	1281	0		9	1281	27	6610	26	6530
LR999943.1	3000001	3100000	199 23852 31 5316 17	2357	0		11	2357	30	4129	22	3453
LR999943.1	3100001	3200000	216 31381 37 6363 18	1401	1	92	17	1401	21	6323	19	6235
LR999943.1	3200001	3300000	224 31333 44 7658 9	711	0		10	711	16	6038	16	6038
LR999943.1	3300001	3400000	145 14770 20 3493 10	1126	0		2	1126	15	2111	13	1953
LR999943.1	3400001	3500000	136 14242 15 2373 7	966	4	626	6	966	23	3180	21	2969
LR999943.1	3500001	3600000	127 13789 14 2621 13	2802	0		3	2802	10	1928	8	1799
LR999943.1	3600001	3700000	134 16036 16 4068 13	2040	2	112	6	2040	11	2762	6	967
LR999943.1	3700001	3800000	123 14208 23 3960 17	3601	2	304	2	3601	5	451	5	451
LR999943.1	3800001	3900000	141 19264 18 4347 12	1967	0		8	1967	17	3224	15	3059
LR999943.1	3900001	4000000	159 19592 27 4831 10	711	1	43	13	711	14	4552	13	4499
LR999943.1	4000001	4100000	152 15510 26 4308 12	1153	0		9	1153	22	2325	22	2325
LR999943.1	4100001	4200000	190 23629 50 8498 13	2628	1	1564	2	2628	11	2826	10	2752
LR999943.1	4200001	4300000	144 28566 12 2196 19	4648	0		2	4648	26	12414	19	5738
LR999943.1	4300001	4400000	124 13677 20 3824 8	1785	0		6	1785	12	1064	10	919
LR999943.1	4400001	4500000	119 20479 12 2923 7	797	0		3	797	24	9807	17	7580
LR999943.1	4500001	4600000	164 23647 26 4427 11	749	0		15	749	19	4685	19	4685
LR999943.1	4600001	4700000	154 22477 27 4730 11	1214	0		4	1214	20	7012	19	6948
LR999943.1	4700001	4800000	149 20655 31 5323 11	1017	1	39	7	1017	21	6770	14	1691
