chrom     begin  end    count_rpt length_rpt count_SINE length_SINE count_DNA	length_DNA     count_TcM      length_TcM     count_LINE     length_DNA     count_LTR      length_LTR     count_nonLTR   length_nonLTR
LR999935.1	1	100000	117 18513 7 1197 16	2451	3	605	7	2451	16	6308	14	6155
LR999935.1	100001	200000	112 22091 7 1318 4	1526	0		12	1526	8	6814	8	6814
LR999935.1	200001	300000	100 9951 16 3120 8	922	2	207	3	922	8	1136	6	907
LR999935.1	300001	400000	158 29152 14 2550 17	3402	6	1757	6	3402	37	15617	30	12562
LR999935.1	400001	500000	88 12169 6 1051 2	146	0		3	146	8	6544	7	6330
LR999935.1	500001	600000	81 18407 10 1850 1	91	0		4	91	13	8943	12	8882
LR999935.1	600001	700000	136 23158 13 3030 6	596	0		8	596	17	13273	16	13209
LR999935.1	700001	800000	194 21623 35 5631 10	1213	1	75	13	1213	23	3694	22	3594
LR999935.1	800001	900000	136 22788 23 3095 6	448	0		11	448	19	9457	18	9383
LR999935.1	900001	1000000	133 16867 28 5452 7	1240	0		4	1240	12	1705	11	1599
LR999935.1	1000001	1100000	168 20083 29 4845 4	399	0		5	399	27	4369	23	4049
LR999935.1	1100001	1200000	156 16154 11 1769 5	321	0		4	321	22	5911	22	5911
LR999935.1	1200001	1300000	161 30482 17 3168 12	1453	0		6	1453	38	16601	17	5549
LR999935.1	1300001	1400000	139 20422 15 2823 15	3109	3	518	12	3109	18	4093	13	2519
LR999935.1	1400001	1500000	119 13865 10 1986 8	624	1	52	4	624	6	4560	5	4474
LR999935.1	1500001	1600000	109 13438 15 3494 9	2152	0		1	2152	11	1411	10	1334
LR999935.1	1600001	1700000	164 18872 28 4978 10	2230	0		11	2230	17	2289	16	2201
LR999935.1	1700001	1800000	167 20316 28 5715 15	2014	0		13	2014	16	3084	15	3009
LR999935.1	1800001	1900000	211 27623 39 5932 22	1805	0		11	1805	20	9109	19	9032
LR999935.1	1900001	2000000	206 22464 39 6795 10	966	0		6	966	17	1866	17	1866
LR999935.1	2000001	2100000	158 17091 31 4746 16	1275	2	146	6	1275	15	2684	14	2609
LR999935.1	2100001	2200000	159 19337 25 4762 7	656	1	80	7	656	20	4355	17	4128
