chrom begin end CDS_length
LR999941.1 1 100000 14392
LR999941.1 100001 200000 4693
LR999941.1 200001 300000 350
LR999941.1 300001 400000 
LR999941.1 400001 500000 2765
LR999941.1 500001 600000 14698
LR999941.1 600001 700000 1039
LR999941.1 700001 800000 
LR999941.1 800001 900000 
LR999941.1 900001 1000000 
LR999941.1 1000001 1100000 958
LR999941.1 1100001 1200000 
LR999941.1 1200001 1300000 741
LR999941.1 1300001 1400000 1039
LR999941.1 1400001 1500000 3741
LR999941.1 1500001 1600000 2510
LR999941.1 1600001 1700000 2165
LR999941.1 1700001 1800000 7526
LR999941.1 1800001 1900000 
LR999941.1 1900001 2000000 
LR999941.1 2000001 2100000 1084
LR999941.1 2100001 2200000 461
LR999941.1 2200001 2300000 1571
LR999941.1 2300001 2400000 12710
LR999941.1 2400001 2500000 1407
LR999941.1 2500001 2600000 1462
LR999941.1 2600001 2700000 1945
LR999941.1 2700001 2800000 611
LR999941.1 2800001 2900000 
LR999941.1 2900001 3000000 1574
LR999941.1 3000001 3100000 8037
LR999941.1 3100001 3200000 3406
LR999941.1 3200001 3300000 
LR999941.1 3300001 3400000 
LR999941.1 3400001 3500000 
LR999941.1 3500001 3600000 8863
LR999941.1 3600001 3700000 12409
LR999941.1 3700001 3800000 1833
LR999941.1 3800001 3900000 577
LR999941.1 3900001 4000000 3704
LR999941.1 4000001 4100000 7309
LR999941.1 4100001 4200000 4020
LR999941.1 4200001 4300000 
LR999941.1 4300001 4400000 5478
LR999941.1 4400001 4500000 732
LR999941.1 4500001 4600000 
LR999941.1 4600001 4700000 
LR999941.1 4700001 4800000 2055
LR999941.1 4800001 4900000 
LR999941.1 4900001 5000000 
LR999941.1 5000001 5100000 786
LR999941.1 5100001 5200000 11315
LR999941.1 5200001 5300000 2788
LR999941.1 5300001 5400000 5514
LR999941.1 5400001 5500000 7349
LR999941.1 5500001 5600000 15773
LR999941.1 5600001 5700000 
LR999941.1 5700001 5800000 8292
LR999941.1 5800001 5900000 
LR999941.1 5900001 6000000 
LR999941.1 6000001 6100000 1517
LR999941.1 6100001 6200000 1932
LR999941.1 6200001 6300000 375
LR999941.1 6300001 6400000 
LR999941.1 6400001 6500000 
LR999941.1 6500001 6600000 18454
LR999941.1 6600001 6700000 4813
LR999941.1 6700001 6800000 1785
LR999941.1 6800001 6900000 9783
LR999941.1 6900001 7000000 8411
LR999941.1 7000001 7100000 7042
LR999941.1 7100001 7200000 7665
LR999941.1 7200001 7300000 17054
LR999941.1 7300001 7400000 2663
LR999941.1 7400001 7500000 2027
LR999941.1 7500001 7600000 8805
LR999941.1 7600001 7700000 23849
LR999941.1 7700001 7800000 10694
LR999941.1 7800001 7900000 7255
LR999941.1 7900001 8000000 11853
LR999941.1 8000001 8100000 17616
LR999941.1 8100001 8200000 4978
LR999941.1 8200001 8300000 558
LR999941.1 8300001 8400000 9748
LR999941.1 8400001 8500000 3379
LR999941.1 8500001 8600000 17331
LR999941.1 8600001 8700000 6482
LR999941.1 8700001 8800000 5576
LR999941.1 8800001 8900000 7016
LR999941.1 8900001 9000000 2159
LR999941.1 9000001 9100000 6956
LR999941.1 9100001 9200000 9453
LR999941.1 9200001 9300000 12291
LR999941.1 9300001 9400000 1055
LR999941.1 9400001 9500000 6752
LR999941.1 9500001 9600000 4529
LR999941.1 9600001 9700000 3623
LR999941.1 9700001 9800000 5448
LR999941.1 9800001 9900000 
LR999941.1 9900001 10000000 4583
LR999941.1 10000001 10100000 2235
LR999941.1 10100001 10200000 4906
LR999941.1 10200001 10300000 16039
LR999941.1 10300001 10400000 
LR999941.1 10400001 10500000 
LR999941.1 10500001 10600000 1358
LR999941.1 10600001 10700000 
LR999941.1 10700001 10800000 
LR999941.1 10800001 10900000 1886
LR999941.1 10900001 11000000 
LR999941.1 11000001 11100000 7517
LR999941.1 11100001 11200000 1440
LR999941.1 11200001 11300000 3199
LR999941.1 11300001 11400000 833
LR999941.1 11400001 11500000 10119
LR999941.1 11500001 11600000 347
LR999941.1 11600001 11700000 
LR999941.1 11700001 11800000 
LR999941.1 11800001 11900000 9638
LR999941.1 11900001 12000000 8564
LR999941.1 12000001 12100000 902
LR999941.1 12100001 12200000 1126
LR999941.1 12200001 12300000 852
LR999941.1 12300001 12400000 1396
LR999941.1 12400001 12500000 9763
LR999941.1 12500001 12600000 4672
LR999941.1 12600001 12700000 3282
LR999941.1 12700001 12800000 
LR999941.1 12800001 12900000 1025
LR999941.1 12900001 13000000 21507
LR999941.1 13000001 13100000 6445
LR999941.1 13100001 13200000 1581
LR999941.1 13200001 13300000 5080
LR999941.1 13300001 13400000 
LR999941.1 13400001 13500000 14526
LR999941.1 13500001 13600000 
LR999941.1 13600001 13700000 
LR999941.1 13700001 13774036 3021
