chrom begin end CDS_length
LR999949.1 1 100000 10985
LR999949.1 100001 200000 8935
LR999949.1 200001 300000 5893
LR999949.1 300001 400000 
LR999949.1 400001 500000 
LR999949.1 500001 600000 464
LR999949.1 600001 700000 
LR999949.1 700001 800000 
LR999949.1 800001 900000 2597
LR999949.1 900001 1000000 4819
LR999949.1 1000001 1100000 937
LR999949.1 1100001 1200000 3738
LR999949.1 1200001 1300000 5151
LR999949.1 1300001 1400000 5742
LR999949.1 1400001 1500000 1556
LR999949.1 1500001 1600000 538
LR999949.1 1600001 1700000 10010
LR999949.1 1700001 1800000 2177
LR999949.1 1800001 1900000 1731
LR999949.1 1900001 2000000 4121
LR999949.1 2000001 2100000 278
LR999949.1 2100001 2200000 90
LR999949.1 2200001 2300000 
LR999949.1 2300001 2400000 68
LR999949.1 2400001 2500000 381
LR999949.1 2500001 2600000 1484
LR999949.1 2600001 2700000 933
LR999949.1 2700001 2800000 3022
LR999949.1 2800001 2900000 16018
LR999949.1 2900001 3000000 1435
LR999949.1 3000001 3100000 
LR999949.1 3100001 3200000 8412
LR999949.1 3200001 3300000 4039
LR999949.1 3300001 3400000 3406
LR999949.1 3400001 3500000 1368
LR999949.1 3500001 3600000 3364
LR999949.1 3600001 3700000 3134
LR999949.1 3700001 3800000 
LR999949.1 3800001 3900000 1326
LR999949.1 3900001 4000000 6497
LR999949.1 4000001 4100000 961
LR999949.1 4100001 4200000 820
LR999949.1 4200001 4300000 2183
LR999949.1 4300001 4400000 7940
LR999949.1 4400001 4500000 1307
LR999949.1 4500001 4600000 1225
LR999949.1 4600001 4700000 10485
LR999949.1 4700001 4800000 1243
LR999949.1 4800001 4900000 2421
LR999949.1 4900001 5000000 778
LR999949.1 5000001 5100000 4621
LR999949.1 5100001 5200000 4967
LR999949.1 5200001 5300000 381
LR999949.1 5300001 5400000 6175
LR999949.1 5400001 5500000 423
LR999949.1 5500001 5600000 5517
LR999949.1 5600001 5700000 4874
LR999949.1 5700001 5800000 4240
LR999949.1 5800001 5900000 8473
LR999949.1 5900001 6000000 2798
LR999949.1 6000001 6100000 
LR999949.1 6100001 6200000 1220
LR999949.1 6200001 6300000 7021
LR999949.1 6300001 6400000 7539
LR999949.1 6400001 6500000 1916
LR999949.1 6500001 6600000 5297
LR999949.1 6600001 6700000 2428
LR999949.1 6700001 6800000 1768
LR999949.1 6800001 6900000 2201
LR999949.1 6900001 7000000 4542
LR999949.1 7000001 7100000 5836
LR999949.1 7100001 7200000 3503
LR999949.1 7200001 7300000 
LR999949.1 7300001 7400000 1530
LR999949.1 7400001 7500000 5775
LR999949.1 7500001 7600000 1298
LR999949.1 7600001 7700000 7757
LR999949.1 7700001 7800000 3880
LR999949.1 7800001 7900000 6842
LR999949.1 7900001 8000000 5464
LR999949.1 8000001 8100000 13324
LR999949.1 8100001 8200000 1795
LR999949.1 8200001 8300000 
LR999949.1 8300001 8400000 
LR999949.1 8400001 8500000 
LR999949.1 8500001 8600000 
LR999949.1 8600001 8700000 5965
LR999949.1 8700001 8800000 5006
LR999949.1 8800001 8900000 4301
LR999949.1 8900001 9000000 2515
LR999949.1 9000001 9100000 458
LR999949.1 9100001 9200000 
LR999949.1 9200001 9300000 
LR999949.1 9300001 9400000 427
LR999949.1 9400001 9500000 329
LR999949.1 9500001 9600000 1497
LR999949.1 9600001 9700000 7870
LR999949.1 9700001 9800000 2324
LR999949.1 9800001 9900000 488
LR999949.1 9900001 10000000 2133
LR999949.1 10000001 10100000 5266
LR999949.1 10100001 10200000 1196
LR999949.1 10200001 10300000 2223
LR999949.1 10300001 10400000 1096
LR999949.1 10400001 10500000 3263
LR999949.1 10500001 10600000 9386
LR999949.1 10600001 10700000 7048
LR999949.1 10700001 10800000 980
LR999949.1 10800001 10900000 1929
LR999949.1 10900001 11000000 
LR999949.1 11000001 11100000 5059
LR999949.1 11100001 11199261 12614
