chrom begin end CDS_length
LR999928.1 1 100000 13376
LR999928.1 100001 200000 
LR999928.1 200001 300000 
LR999928.1 300001 400000 
LR999928.1 400001 500000 
LR999928.1 500001 600000 2309
LR999928.1 600001 700000 2367
LR999928.1 700001 800000 247
LR999928.1 800001 900000 643
LR999928.1 900001 1000000 10261
LR999928.1 1000001 1100000 6373
LR999928.1 1100001 1200000 6678
LR999928.1 1200001 1300000 2329
LR999928.1 1300001 1400000 
LR999928.1 1400001 1500000 2097
LR999928.1 1500001 1600000 1681
LR999928.1 1600001 1700000 675
LR999928.1 1700001 1800000 
LR999928.1 1800001 1900000 5568
LR999928.1 1900001 2000000 3047
LR999928.1 2000001 2100000 1437
LR999928.1 2100001 2200000 961
LR999928.1 2200001 2300000 2709
LR999928.1 2300001 2400000 
LR999928.1 2400001 2500000 548
LR999928.1 2500001 2600000 2977
LR999928.1 2600001 2700000 3599
LR999928.1 2700001 2800000 1561
LR999928.1 2800001 2900000 3065
LR999928.1 2900001 3000000 
LR999928.1 3000001 3100000 
LR999928.1 3100001 3200000 15871
LR999928.1 3200001 3300000 5682
LR999928.1 3300001 3400000 
LR999928.1 3400001 3500000 1498
LR999928.1 3500001 3600000 
LR999928.1 3600001 3700000 
LR999928.1 3700001 3800000 345
LR999928.1 3800001 3900000 
LR999928.1 3900001 4000000 
LR999928.1 4000001 4100000 537
LR999928.1 4100001 4200000 
LR999928.1 4200001 4300000 
LR999928.1 4300001 4400000 3036
LR999928.1 4400001 4500000 15613
LR999928.1 4500001 4600000 5763
LR999928.1 4600001 4700000 1661
LR999928.1 4700001 4800000 2377
LR999928.1 4800001 4900000 3313
LR999928.1 4900001 5000000 1157
LR999928.1 5000001 5100000 3892
LR999928.1 5100001 5200000 9282
LR999928.1 5200001 5300000 5122
LR999928.1 5300001 5400000 10747
LR999928.1 5400001 5500000 
LR999928.1 5500001 5600000 
LR999928.1 5600001 5700000 3152
LR999928.1 5700001 5800000 
LR999928.1 5800001 5900000 4703
LR999928.1 5900001 6000000 8932
LR999928.1 6000001 6100000 15458
LR999928.1 6100001 6200000 6888
LR999928.1 6200001 6300000 15049
LR999928.1 6300001 6400000 4878
LR999928.1 6400001 6500000 22335
LR999928.1 6500001 6600000 10673
LR999928.1 6600001 6700000 7511
LR999928.1 6700001 6800000 1752
LR999928.1 6800001 6900000 17771
LR999928.1 6900001 7000000 8867
LR999928.1 7000001 7100000 2437
LR999928.1 7100001 7200000 
LR999928.1 7200001 7300000 2421
LR999928.1 7300001 7400000 6130
LR999928.1 7400001 7500000 9428
LR999928.1 7500001 7600000 1907
LR999928.1 7600001 7700000 3980
LR999928.1 7700001 7800000 6290
LR999928.1 7800001 7900000 10438
LR999928.1 7900001 8000000 7250
LR999928.1 8000001 8100000 11378
LR999928.1 8100001 8200000 2237
LR999928.1 8200001 8300000 237
LR999928.1 8300001 8400000 1472
LR999928.1 8400001 8500000 14384
LR999928.1 8500001 8600000 1279
LR999928.1 8600001 8700000 
LR999928.1 8700001 8800000 1374
LR999928.1 8800001 8900000 6948
LR999928.1 8900001 9000000 8423
LR999928.1 9000001 9100000 
LR999928.1 9100001 9200000 5363
LR999928.1 9200001 9300000 4814
LR999928.1 9300001 9400000 12738
LR999928.1 9400001 9500000 4252
LR999928.1 9500001 9600000 11021
LR999928.1 9600001 9700000 1836
LR999928.1 9700001 9800000 2028
LR999928.1 9800001 9900000 13617
LR999928.1 9900001 10000000 3191
LR999928.1 10000001 10100000 1605
LR999928.1 10100001 10200000 6367
LR999928.1 10200001 10300000 2923
LR999928.1 10300001 10400000 1180
LR999928.1 10400001 10500000 2274
LR999928.1 10500001 10600000 
LR999928.1 10600001 10700000 
LR999928.1 10700001 10800000 
LR999928.1 10800001 10900000 260
LR999928.1 10900001 11000000 
LR999928.1 11000001 11100000 15222
LR999928.1 11100001 11200000 14960
LR999928.1 11200001 11300000 
LR999928.1 11300001 11400000 536
LR999928.1 11400001 11500000 767
LR999928.1 11500001 11600000 48
LR999928.1 11600001 11700000 1017
LR999928.1 11700001 11800000 
LR999928.1 11800001 11900000 
LR999928.1 11900001 12000000 
LR999928.1 12000001 12100000 
LR999928.1 12100001 12200000 
LR999928.1 12200001 12300000 671
LR999928.1 12300001 12400000 
LR999928.1 12400001 12500000 2279
LR999928.1 12500001 12600000 884
LR999928.1 12600001 12700000 
LR999928.1 12700001 12800000 
LR999928.1 12800001 12900000 
LR999928.1 12900001 13000000 
LR999928.1 13000001 13100000 398
LR999928.1 13100001 13200000 
LR999928.1 13200001 13300000 488
LR999928.1 13300001 13400000 3097
LR999928.1 13400001 13500000 7330
LR999928.1 13500001 13600000 7845
LR999928.1 13600001 13700000 15683
LR999928.1 13700001 13800000 1816
LR999928.1 13800001 13900000 
LR999928.1 13900001 14000000 1394
LR999928.1 14000001 14100000 3606
LR999928.1 14100001 14200000 4484
LR999928.1 14200001 14300000 6676
LR999928.1 14300001 14400000 
LR999928.1 14400001 14500000 
LR999928.1 14500001 14600000 973
LR999928.1 14600001 14700000 1478
LR999928.1 14700001 14800000 
LR999928.1 14800001 14900000 
LR999928.1 14900001 15000000 1602
LR999928.1 15000001 15100000 
LR999928.1 15100001 15200000 8016
LR999928.1 15200001 15300000 12545
LR999928.1 15300001 15400000 8330
LR999928.1 15400001 15500000 8896
LR999928.1 15500001 15600000 4812
LR999928.1 15600001 15700000 581
LR999928.1 15700001 15800000 1199
LR999928.1 15800001 15900000 6385
LR999928.1 15900001 16000000 11985
LR999928.1 16000001 16000791 
