chrom     begin  end    count_rpt length_rpt count_SINE length_SINE count_DNA	length_DNA     count_TcM      length_TcM     count_LINE     length_DNA     count_LTR      length_LTR     count_nonLTR   length_nonLTR
LR999933.1	1	100000	130 23176 10 2140 15	2962	7	815	3	2962	25	10720	19	7045
LR999933.1	100001	200000	192 22982 37 7296 8	468	0		12	468	28	4061	26	3899
LR999933.1	200001	300000	221 33644 31 5053 15	2144	0		12	2144	32	10770	24	5234
LR999933.1	300001	400000	211 30038 36 6846 14	3364	2	359	13	3364	33	6999	30	6764
LR999933.1	400001	500000	204 27703 43 8694 13	2798	0		9	2798	19	4321	18	4246
LR999933.1	500001	600000	180 25712 41 8398 10	960	1	97	16	960	25	4519	20	2953
LR999933.1	600001	700000	184 21979 44 6851 17	3607	0		3	3607	28	4323	24	3962
LR999933.1	700001	800000	214 27812 45 8188 7	576	0		9	576	27	5131	24	4917
LR999933.1	800001	900000	237 31296 63 9569 14	2749	2	512	14	2749	41	7288	38	6818
LR999933.1	900001	1000000	228 28085 40 6836 19	2009	1	145	14	2009	26	5079	26	5079
LR999933.1	1000001	1100000	223 33499 27 4442 17	5699	0		12	5699	38	7710	35	7397
LR999933.1	1100001	1200000	207 36425 38 7441 16	2531	0		23	2531	31	10922	22	5573
LR999933.1	1200001	1300000	220 31098 51 10606 15	1235	2	92	14	1235	29	4458	27	4336
LR999933.1	1300001	1400000	223 28601 58 9877 10	825	0		8	825	28	6148	27	6037
LR999933.1	1400001	1500000	219 26726 44 7378 6	1151	1	507	21	1151	30	5246	28	5157
LR999933.1	1500001	1600000	218 25321 36 6385 10	829	1	67	9	829	26	4552	23	3980
LR999933.1	1600001	1700000	237 35069 40 7376 11	722	1	72	5	722	34	12651	22	2850
LR999933.1	1700001	1800000	191 32897 45 8591 9	1112	0		10	1112	27	11714	24	11447
LR999933.1	1800001	1900000	176 26051 32 6579 17	4782	1	87	11	4782	19	2593	14	2289
LR999933.1	1900001	2000000	185 24783 32 6639 15	2316	0		7	2316	30	3432	26	3099
LR999933.1	2000001	2100000	218 27933 44 8100 14	1007	0		8	1007	30	7286	29	7188
LR999933.1	2100001	2200000	162 28983 26 5210 9	639	1	56	15	639	20	9009	19	8930
LR999933.1	2200001	2300000	209 27876 47 7192 14	1197	1	39	13	1197	22	7296	19	2150
LR999933.1	2300001	2400000	231 29192 50 9305 14	2009	0		10	2009	39	4960	38	4865
LR999933.1	2400001	2500000	226 27501 41 8043 15	1181	1	40	8	1181	18	2493	15	2268
LR999933.1	2500001	2600000	201 22899 36 6781 20	2546	2	299	5	2546	15	1617	13	1442
LR999933.1	2600001	2700000	202 22697 32 6326 8	706	0		14	706	14	1512	13	1476
LR999933.1	2700001	2800000	141 14376 30 5239 9	609	1	44	6	609	21	2585	19	2497
LR999933.1	2800001	2900000	171 22276 36 7497 6	576	1	118	7	576	24	6318	21	6175
LR999933.1	2900001	3000000	139 18343 20 4421 7	753	0		7	753	18	5745	15	5503
LR999933.1	3000001	3100000	133 17395 20 3331 7	780	0		10	780	17	4631	17	4631
LR999933.1	3100001	3200000	136 16417 18 2867 7	2166	0		4	2166	16	3509	15	3454
LR999933.1	3200001	3300000	150 19353 21 3534 6	626	2	172	7	626	21	5587	20	5510
LR999933.1	3300001	3400000	183 25812 29 4406 11	1101	0		10	1101	13	5102	12	5040
LR999933.1	3400001	3500000	151 19512 32 5959 9	774	0		8	774	19	3820	19	3820
LR999933.1	3500001	3600000	134 12175 25 4442 10	971	0		9	971	8	739	7	630
LR999933.1	3600001	3700000	161 21209 35 5930 7	550	0		9	550	18	4739	18	4739
LR999933.1	3700001	3800000	183 31285 36 6138 9	2020	1	57	9	2020	26	9471	17	5548
LR999933.1	3800001	3900000	179 25616 31 5462 15	3938	0		7	3938	19	4294	17	4120
LR999933.1	3900001	4000000	157 31107 22 3093 9	2129	0		18	2129	18	10910	15	7454
LR999933.1	4000001	4100000	162 28818 28 4801 12	815	0		16	815	30	11864	25	10062
LR999933.1	4100001	4200000	155 33205 28 5618 16	2498	1	66	21	2498	18	8523	13	4531
LR999933.1	4200001	4300000	168 20402 23 4457 8	2258	0		9	2258	20	3216	18	2830
LR999933.1	4300001	4400000	170 16856 26 4878 8	636	0		10	636	16	1829	15	1768
LR999933.1	4400001	4500000	190 23703 34 5555 24	2930	0		9	2930	24	4380	24	4380
LR999933.1	4500001	4600000	152 15406 15 2300 17	3076	3	632	7	3076	15	1467	13	1171
LR999933.1	4600001	4700000	153 25357 28 5478 12	2328	0		9	2328	18	5184	17	5094
LR999933.1	4700001	4800000	166 22805 24 5243 15	3023	1	515	7	3023	21	4839	20	4731
LR999933.1	4800001	4900000	192 30509 22 3991 12	4218	0		9	4218	28	8788	23	8374
LR999933.1	4900001	5000000	170 21164 26 5348 11	3366	0		10	3366	15	1408	15	1408
LR999933.1	5000001	5100000	155 16401 19 3367 13	2536	0		6	2536	12	2103	12	2103
LR999933.1	5100001	5200000	155 21504 20 3938 10	1822	0		14	1822	13	3138	11	2980
LR999933.1	5200001	5300000	151 14778 26 4164 13	1538	0		10	1538	11	1315	11	1315
LR999933.1	5300001	5400000	139 15124 30 5595 6	994	1	595	10	994	8	2113	8	2113
LR999933.1	5400001	5500000	158 19161 18 3969 24	3630	2	223	7	3630	17	1968	14	1771
LR999933.1	5500001	5600000	196 24355 28 5531 11	809	0		14	809	20	5532	19	5445
LR999933.1	5600001	5700000	157 19133 34 5154 6	747	0		14	747	7	549	7	549
LR999933.1	5700001	5800000	183 21566 32 6454 13	2127	0		4	2127	18	3052	18	3052
LR999933.1	5800001	5900000	129 17015 11 1952 14	2388	0		8	2388	13	3150	12	3034
LR999933.1	5900001	6000000	144 16621 27 5335 9	818	1	168	3	818	17	3021	16	2926
LR999933.1	6000001	6100000	151 15851 19 4066 9	563	1	42	7	563	18	2384	17	2293
LR999933.1	6100001	6200000	141 13303 23 4083 11	953	0		4	953	12	2047	10	1666
LR999933.1	6200001	6300000	127 12883 30 5213 7	491	0		5	491	14	1404	13	1307
LR999933.1	6300001	6400000	133 13162 16 2949 6	463	0		5	463	13	1521	12	1447
LR999933.1	6400001	6500000	134 15650 24 4060 10	998	1	313	2	998	12	3481	7	892
LR999933.1	6500001	6600000	156 16543 20 3699 10	929	0		11	929	23	3980	22	3891
LR999933.1	6600001	6700000	89 12839 11 2307 8	1430	1	480	2	1430	10	5041	10	5041
LR999933.1	6700001	6800000	146 26280 13 2010 12	1643	3	1089	8	1643	27	13814	22	13064
LR999933.1	6800001	6900000	89 14405 14 1948 6	528	1	159	4	528	8	4296	8	4296
LR999933.1	6900001	7000000	74 9020 0  0		0		8		8	3591	8	3591
LR999933.1	7000001	7100000	78 7232 13 2867 1	58	0		2	58	5	335	4	282
LR999933.1	7100001	7200000	134 20665 21 3115 8	1639	0		6	1639	12	6003	8	3194
LR999933.1	7200001	7300000	125 18970 12 1951 8	1847	0		10	1847	13	6804	12	6787
LR999933.1	7300001	7400000	130 22755 15 2724 10	2206	1	48	11	2206	22	7215	9	925
LR999933.1	7400001	7500000	127 17539 17 3264 16	4761	3	969	8	4761	14	2475	14	2475
LR999933.1	7500001	7600000	107 11881 14 2848 5	319	0		8	319	11	1490	10	1396
LR999933.1	7600001	7700000	108 10238 14 2842 9	822	0		3	822	3	570	3	570
LR999933.1	7700001	7800000	87 13461 10 1691 11	2617	2	309	8	2617	10	5103	7	1010
LR999933.1	7800001	7900000	84 12286 10 1812 7	1171	0		2	1171	11	4150	10	4072
LR999933.1	7900001	8000000	152 22567 18 3267 13	2815	0		3	2815	9	6667	5	3193
LR999933.1	8000001	8100000	132 24935 10 1802 8	575	0		18	575	18	9143	16	8144
LR999933.1	8100001	8200000	130 16344 12 2171 6	621	0		7	621	22	7108	16	3372
LR999933.1	8200001	8300000	142 20279 27 4590 10	913	1	13	10	913	16	5854	15	5620
LR999933.1	8300001	8400000	140 20759 15 2666 11	2444	3	1564	6	2444	21	6391	16	5451
LR999933.1	8400001	8500000	96 11721 12 2990 9	1567	2	745	3	1567	12	2115	10	1942
LR999933.1	8500001	8600000	143 23336 17 3365 7	1002	0		13	1002	31	8087	25	7527
LR999933.1	8600001	8700000	87 9383 10 1923 5	480	0		6	480	11	2933	10	2911
LR999933.1	8700001	8800000	124 14934 22 3449 8	990	0		8	990	6	2186	6	2186
LR999933.1	8800001	8900000	90 9461 15 2487 7	548	1	49	4	548	9	957	9	957
LR999933.1	8900001	9000000	118 11825 21 3132 4	502	1	114	8	502	18	2734	17	2644
LR999933.1	9000001	9100000	103 12814 9 1840 7	1679	0		3	1679	8	2153	7	2074
LR999933.1	9100001	9200000	123 18556 20 3913 4	464	0		12	464	18	4554	17	4442
LR999933.1	9200001	9300000	76 10317 6 866 7	1538	1	149	5	1538	11	3493	9	1035
LR999933.1	9300001	9400000	138 19988 23 4165 6	1649	6	1649	17	1649	18	2979	16	2770
LR999933.1	9400001	9500000	171 19757 20 3446 11	1116	0		15	1116	17	2598	16	2456
LR999933.1	9500001	9600000	123 16173 15 3153 11	2414	2	114	7	2414	21	3875	19	3592
LR999933.1	9600001	9700000	139 18577 12 2702 10	1949	0		5	1949	7	2636	5	2477
LR999933.1	9700001	9800000	181 21646 25 4962 18	3338	0		4	3338	13	2750	12	2661
LR999933.1	9800001	9900000	190 26617 24 4747 17	2665	1	243	9	2665	18	8159	14	5418
LR999933.1	9900001	10000000	167 24756 33 6590 21	4186	1	644	8	4186	26	6403	26	6403
LR999933.1	10000001	10100000	161 20399 21 3857 18	3231	3	435	4	3231	23	4510	22	4447
LR999933.1	10100001	10200000	109 12261 15 2432 11	2497	0		4	2497	18	3178	11	2197
LR999933.1	10200001	10300000	107 11216 17 2816 11	1311	0		1	1311	9	1572	6	1337
LR999933.1	10300001	10400000	80 11576 5 846 11	2747	0		7	2747	7	3467	4	3221
LR999933.1	10400001	10500000	130 18657 19 3236 15	3992	1	350	2	3992	16	4344	15	4244
LR999933.1	10500001	10600000	112 13459 10 2230 8	2588	0		6	2588	4	1146	4	1146
LR999933.1	10600001	10700000	176 20858 25 4848 12	2142	0		4	2142	17	2871	13	2174
LR999933.1	10700001	10800000	143 25283 14 2117 9	797	1	103	10	797	24	10987	12	2411
LR999933.1	10800001	10900000	143 15894 20 3599 20	2441	2	286	3	2441	10	1433	10	1433
LR999933.1	10900001	11000000	145 19534 22 3785 8	640	0		6	640	14	6224	7	1113
LR999933.1	11000001	11100000	140 15025 12 2404 6	801	1	267	6	801	16	2478	16	2478
LR999933.1	11100001	11200000	166 22249 27 4893 8	717	0		11	717	15	7452	15	7452
LR999933.1	11200001	11300000	124 15281 19 3804 9	816	0		5	816	7	1111	6	1058
LR999933.1	11300001	11400000	103 12669 10 1663 8	654	0		3	654	10	2909	6	748
LR999933.1	11400001	11500000	148 22033 19 3670 15	1790	1	69	9	1790	13	3496	9	815
LR999933.1	11500001	11600000	195 27728 27 4666 16	2373	0		8	2373	23	9374	17	4917
LR999933.1	11600001	11700000	178 25933 27 5457 12	1240	2	136	14	1240	14	3213	14	3213
LR999933.1	11700001	11800000	223 31547 37 6158 19	2192	0		11	2192	27	6513	27	6513
LR999933.1	11800001	11900000	234 26270 39 7331 19	2748	3	1253	14	2748	24	3170	21	2910
LR999933.1	11900001	12000000	152 19884 27 4365 8	1172	0		4	1172	15	4884	14	4801
LR999933.1	12000001	12100000	133 16459 20 3873 18	1844	0		4	1844	7	3797	4	694
LR999933.1	12100001	12200000	154 15404 28 5053 7	614	0		6	614	9	1376	8	1307
LR999933.1	12200001	12300000	217 27093 36 7408 15	1955	2	170	18	1955	27	3924	27	3924
LR999933.1	12300001	12400000	204 25713 44 8586 9	877	0		7	877	26	6038	26	6038
LR999933.1	12400001	12500000	241 29064 45 7889 21	1530	2	98	8	1530	19	3020	19	3020
LR999933.1	12500001	12600000	212 25378 25 4432 14	2295	0		9	2295	28	4732	24	4393
LR999933.1	12600001	12700000	208 28629 47 7645 8	1826	0		10	1826	27	7675	24	7423
LR999933.1	12700001	12800000	205 33192 32 5926 13	1021	0		4	1021	41	13296	26	8120
LR999933.1	12800001	12900000	192 20667 42 7038 11	985	0		17	985	24	2356	24	2356
LR999933.1	12900001	13000000	215 29596 45 8286 13	1261	1	47	19	1261	25	7095	23	2838
LR999933.1	13000001	13100000	184 25100 29 5684 11	1361	0		11	1361	26	5757	26	5757
LR999933.1	13100001	13200000	206 34633 34 6983 17	4454	0		5	4454	31	11615	17	5806
LR999933.1	13200001	13300000	208 25350 33 6346 17	2112	3	1117	7	2112	16	2358	16	2358
LR999933.1	13300001	13400000	222 44408 39 6493 11	5769	1	57	19	5769	31	13742	28	13516
LR999933.1	13400001	13500000	164 20442 32 5398 6	455	0		2	455	13	6652	13	6652
LR999933.1	13500001	13600000	192 24173 39 6482 10	2291	3	1170	11	2291	21	2045	18	1867
LR999933.1	13600001	13700000	146 21145 20 3435 8	2290	1	513	9	2290	19	6555	17	6425
LR999933.1	13700001	13800000	188 21382 41 7038 14	1360	0		10	1360	16	2213	14	2018
LR999933.1	13800001	13900000	162 17995 41 7540 3	268	0		5	268	32	4389	29	3709
LR999933.1	13900001	14000000	177 26463 29 5611 9	642	0		17	642	27	7947	22	7057
LR999933.1	14000001	14100000	163 23856 27 5124 11	872	0		12	872	20	5682	19	5601
LR999933.1	14100001	14200000	120 14558 16 3291 8	1271	2	155	5	1271	17	3611	15	3480
LR999933.1	14200001	14300000	138 24310 19 3593 5	485	0		2	485	26	9719	19	6454
LR999933.1	14300001	14400000	147 17526 20 4190 10	1632	1	120	3	1632	24	3635	20	3364
LR999933.1	14400001	14500000	169 24929 27 6576 7	568	0		6	568	24	6687	20	6306
LR999933.1	14500001	14600000	184 20344 37 5697 5	329	0		12	329	27	5279	23	4946
LR999933.1	14600001	14700000	137 20717 28 5367 10	2213	0		11	2213	21	2714	20	2635
LR999933.1	14700001	14800000	147 23872 19 3586 12	728	0		6	728	15	5000	15	5000
LR999933.1	14800001	14900000	107 21623 27 5493 6	446	0		13	446	14	5851	11	5694
LR999933.1	14900001	15000000	88 10244 7 1871 4	321	0		8	321	9	3138	8	3105
LR999933.1	15000001	15100000	136 21331 19 3610 9	1987	1	103	6	1987	14	6228	12	6143
LR999933.1	15100001	15200000	118 20969 14 2719 11	1720	1	61	15	1720	8	7270	8	7270
LR999933.1	15200001	15296561	127 21969 21 3491 13	4347	3	579	6	4347	14	4416	12	1420
